Time (min)	Temperature (C)	Weight (mg)
33.925	97.8952	10.56051
33.9375	97.92476	10.5605
33.95	97.95486	10.5605
33.96667	97.99132	10.56059
33.97917	98.01782	10.56066
33.99167	98.04644	10.56066
34.00416	98.07472	10.56062
34.01666	98.10621	10.5605
34.03333	98.14532	10.5604
34.04584	98.17179	10.56026
34.05834	98.20407	10.56016
34.07084	98.23226	10.56006
34.08334	98.26164	10.55998
34.09583	98.29024	10.56008
34.10834	98.31922	10.5601
34.125	98.36031	10.5602
34.1375	98.38532	10.56025
34.15	98.41595	10.56029
34.1625	98.44188	10.56032
34.175	98.47348	10.56018
34.19166	98.51219	10.56006
34.20416	98.5422	10.56002
34.21667	98.56997	10.55996
34.22917	98.60019	10.55994
34.24167	98.62858	10.55994
34.25833	98.66789	10.56003
34.27083	98.69725	10.56005
34.28333	98.72507	10.56005
34.29584	98.75381	10.56004
34.30834	98.78291	10.56004
34.325	98.82168	10.56
34.3375	98.85222	10.55992
34.35	98.87918	10.5598
34.3625	98.90793	10.5597
34.375	98.93934	10.55957
34.3875	98.96457	10.55951
34.4	98.99445	10.55945
34.41666	99.03338	10.55945
34.42916	99.06293	10.55951
34.44166	99.09305	10.55955
34.45416	99.12199	10.55963
34.46667	99.15082	10.55965
34.48334	99.1893	10.55963
34.49584	99.21661	10.55956
34.50833	99.24751	10.55954
34.52083	99.27566	10.55944
34.53333	99.30907	10.55944
34.55	99.34503	10.55939
34.5625	99.37609	10.55933
34.575	99.40272	10.55932
34.5875	99.43086	10.55925
34.6	99.46405	10.55926
34.6125	99.48992	10.55921
34.625	99.52042	10.55919
34.64166	99.56063	10.55916
34.65417	99.58931	10.55916
34.66666	99.61691	10.55908
34.67916	99.64786	10.55901
34.69166	99.67684	10.55895
34.70834	99.71644	10.55886
34.72083	99.74378	10.5588
34.73334	99.77264	10.55878
34.74584	99.80375	10.55881
34.75833	99.8296	10.55878
34.775	99.86751	10.55876
34.7875	99.89756	10.55872
34.8	99.92634	10.55871
34.8125	99.95508	10.55867
34.825	99.98351	10.55864
34.84167	100.0252	10.55863
34.85417	100.0543	10.55862
34.86667	100.0798	10.55865
34.87916	100.11	10.55861
34.89166	100.1409	10.55859
34.90417	100.1664	10.55856
34.91666	100.1972	10.5585
34.93334	100.2375	10.55848
34.94584	100.2662	10.55846
34.95834	100.2962	10.55846
34.97083	100.3254	10.55842
34.98334	100.3518	10.55835
35	100.3926	10.55838
35.0125	100.4205	10.5583
35.025	100.4482	10.55829
35.0375	100.4811	10.55825
35.05	100.505	10.55823
35.06666	100.5461	10.55822
35.07916	100.5766	10.5582
35.09167	100.6051	10.55816
35.10417	100.6313	10.55817
35.11667	100.6628	10.55817
35.12916	100.6949	10.55818
35.14166	100.7206	10.55817
35.15833	100.7593	10.55811
35.17084	100.7895	10.5581
35.18334	100.8168	10.55804
35.19584	100.8451	10.55803
35.20834	100.8762	10.55799
35.225	100.9147	10.55797
35.2375	100.9409	10.55798
35.25	100.9716	10.55797
35.2625	101.0005	10.55798
35.275	101.0301	10.55797
35.29166	101.0689	10.55784
35.30416	101.0996	10.55774
35.31666	101.1291	10.55767
35.32916	101.1577	10.55759
35.34167	101.1848	10.55755
35.35834	101.2232	10.55751
35.37084	101.253	10.5575
35.38333	101.2828	10.55746
35.39583	101.3117	10.55742
35.40833	101.3391	10.55739
35.42084	101.3677	10.55728
35.43334	101.3986	10.55725
35.45	101.4362	10.55722
35.4625	101.464	10.55723
35.475	101.4953	10.5572
35.4875	101.5245	10.55722
35.5	101.5519	10.55725
35.51666	101.5913	10.55721
35.52917	101.6204	10.55719
35.54166	101.6487	10.55715
35.55416	101.6761	10.55714
35.56666	101.7065	10.55714
35.58334	101.7458	10.55709
35.59583	101.7766	10.55713
35.60834	101.8042	10.55708
35.62084	101.8318	10.55704
35.63333	101.8618	10.55699
35.64583	101.8913	10.55695
35.65833	101.9183	10.5569
35.675	101.9589	10.55681
35.6875	101.9896	10.55678
35.7	102.017	10.55676
35.7125	102.0483	10.55677
35.725	102.0772	10.5567
35.74167	102.1157	10.55666
35.75416	102.1465	10.55663
35.76666	102.1724	10.55661
35.77917	102.2032	10.55656
35.79166	102.2289	10.55651
35.80834	102.269	10.55648
35.82084	102.2978	10.55642
35.83334	102.3242	10.55637
35.84583	102.3557	10.5563
35.85834	102.3861	10.55625
35.875	102.4256	10.5562
35.8875	102.4545	10.55618
35.9	102.4816	10.55618
35.9125	102.512	10.55619
35.925	102.542	10.55618
35.9375	102.5684	10.55614
35.95	102.6004	10.55612
35.96667	102.6372	10.55607
35.97917	102.6653	10.55604
35.99167	102.6946	10.55599
36.00416	102.7244	10.55591
36.01666	102.754	10.55592
36.03333	102.7918	10.55583
36.04584	102.822	10.55577
36.05834	102.8528	10.55575
36.07084	102.8816	10.55574
36.08334	102.9094	10.55572
36.1	102.9476	10.55562
36.1125	102.9768	10.55557
36.125	103.0068	10.55547
36.1375	103.0366	10.55545
36.15	103.064	10.55544
36.1625	103.0909	10.55542
36.175	103.1221	10.55542
36.19166	103.1593	10.55539
36.20416	103.1901	10.55543
36.21667	103.2191	10.55542
36.22917	103.2483	10.55528
36.24167	103.2762	10.55525
36.25833	103.3148	10.55524
36.27083	103.344	10.55525
36.28333	103.3721	10.55532
36.29584	103.4023	10.55529
36.30834	103.4314	10.55522
36.325	103.4718	10.5552
36.3375	103.4962	10.55517
36.35	103.5274	10.55513
36.3625	103.5576	10.55504
36.375	103.5856	10.55506
36.39166	103.6256	10.5551
36.40417	103.649	10.55513
36.41666	103.6835	10.5551
36.42916	103.7091	10.55505
36.44166	103.7378	10.55504
36.45416	103.7706	10.55498
36.46667	103.7962	10.55499
36.48334	103.837	10.55495
36.49584	103.8617	10.55488
36.50833	103.8937	10.55484
36.52083	103.9233	10.5548
36.53333	103.9511	10.55476
36.55	103.9913	10.55468
36.5625	104.0192	10.55462
36.575	104.049	10.55461
36.5875	104.0792	10.55461
36.6	104.1095	10.55461
36.61667	104.1457	10.55459
36.62916	104.1722	10.55453
36.64166	104.2045	10.55451
36.65417	104.2363	10.55442
36.66666	104.2623	10.55435
36.67916	104.2878	10.5543
36.69166	104.3186	10.55427
36.70834	104.3564	10.55424
36.72083	104.3866	10.55415
36.73334	104.4146	10.55414
36.74584	104.4439	10.55416
36.75833	104.474	10.55416
36.775	104.5106	10.55412
36.7875	104.5388	10.55411
36.8	104.5699	10.55415
36.8125	104.5973	10.55416
36.825	104.6324	10.55412
36.84167	104.666	10.55405
36.85417	104.6959	10.55404
36.86667	104.7275	10.55395
36.87916	104.7552	10.55385
36.89166	104.7823	10.55378
36.90833	104.8244	10.55373
36.92084	104.849	10.55372
36.93334	104.8797	10.55369
36.94584	104.9115	10.55368
36.95834	104.9374	10.55372
36.97083	104.9695	10.5537
36.98334	104.9954	10.5537
37	105.033	10.55359
37.0125	105.0631	10.55352
37.025	105.0916	10.55351
37.0375	105.121	10.55348
37.05	105.149	10.55346
37.06666	105.1896	10.55343
37.07916	105.218	10.55343
37.09167	105.2482	10.55345
37.10417	105.2906	10.5534
37.11667	105.3167	10.55338
37.13333	105.3469	10.55335
37.14583	105.3702	10.55332
37.15833	105.4006	10.5533
37.17084	105.4265	10.55328
37.18334	105.4593	10.55325
37.19584	105.487	10.55319
37.20834	105.5186	10.55315
37.225	105.5562	10.55307
37.2375	105.5858	10.55305
37.25	105.6148	10.55302
37.2625	105.6415	10.55298
37.275	105.671	10.553
37.29166	105.7092	10.553
37.30416	105.7403	10.55299
37.31666	105.7693	10.55294
37.32916	105.7983	10.55288
37.34167	105.8266	10.55278
37.35834	105.8695	10.55268
37.37084	105.8936	10.5526
37.38333	105.9252	10.55256
37.39583	105.9526	10.55255
37.40833	105.9826	10.55251
37.425	106.0207	10.55252
37.4375	106.0486	10.5525
37.45	106.0791	10.55249
37.4625	106.1074	10.55248
37.475	106.1358	10.55243
37.4875	106.1645	10.55242
37.5	106.1955	10.55241
37.51666	106.2354	10.55234
37.52917	106.2636	10.55236
37.54166	106.2931	10.55228
37.55416	106.3229	10.5522
37.56666	106.3494	10.5521
37.58334	106.3877	10.55197
37.59583	106.4159	10.55196
37.60834	106.447	10.55189
37.62084	106.4764	10.55181
37.63333	106.5044	10.55184
37.65	106.5437	10.55184
37.6625	106.5719	10.55186
37.675	106.6017	10.55176
37.6875	106.6273	10.55173
37.7	106.6573	10.5517
37.7125	106.6894	10.55166
37.725	106.7162	10.55161
37.74167	106.7568	10.55155
37.75416	106.7857	10.55151
37.76666	106.8147	10.55147
37.77917	106.843	10.55144
37.79166	106.8717	10.5514
37.80834	106.9114	10.55132
37.82084	106.9402	10.55122
37.83334	106.9721	10.55117
37.84583	106.9991	10.55116
37.85834	107.0262	10.55113
37.875	107.0658	10.55114
37.8875	107.0961	10.55111
37.9	107.1241	10.55118
37.9125	107.155	10.5512
37.925	107.1839	10.55116
37.94166	107.221	10.55108
37.95416	107.2505	10.55104
37.96667	107.2774	10.551
37.97917	107.309	10.55098
37.99167	107.335	10.55092
38.00416	107.3678	10.5509
38.01666	107.3947	10.55086
38.03333	107.4335	10.55081
38.04584	107.4595	10.55078
38.05834	107.4905	10.55073
38.07084	107.5214	10.55063
38.08334	107.5484	10.55054
38.1	107.5881	10.55045
38.1125	107.6178	10.55043
38.125	107.6471	10.5504
38.1375	107.6742	10.55034
38.15	107.7055	10.55035
38.16666	107.7409	10.55038
38.17916	107.7732	10.55038
38.19166	107.7994	10.55036
38.20416	107.835	10.55029
38.21667	107.8604	10.55026
38.22917	107.8866	10.55025
38.24167	107.9143	10.55021
38.25833	107.9542	10.55016
38.27083	107.9858	10.55015
38.28333	108.0148	10.55015
38.29584	108.0448	10.55016
38.30834	108.0702	10.5501
38.325	108.1115	10.55005
38.3375	108.1431	10.55001
38.35	108.1689	10.54995
38.3625	108.1979	10.5499
38.375	108.2267	10.54982
38.39166	108.2649	10.54973
38.40417	108.2962	10.54966
38.41666	108.3226	10.54961
38.42916	108.3511	10.54956
38.44166	108.3817	10.54955
38.45834	108.4192	10.54954
38.47083	108.4478	10.54952
38.48334	108.4801	10.54953
38.49584	108.5104	10.5495
38.50833	108.5375	10.54946
38.52083	108.5675	10.54934
38.53333	108.5971	10.54933
38.55	108.6331	10.54926
38.5625	108.6723	10.54921
38.575	108.6932	10.54917
38.5875	108.7223	10.54913
38.6	108.7489	10.54915
38.61667	108.7883	10.54907
38.62916	108.8141	10.54904
38.64166	108.8444	10.549
38.65417	108.8759	10.54894
38.66666	108.9037	10.54893
38.68334	108.9432	10.54888
38.69584	108.9688	10.54878
38.70834	108.9992	10.54877
38.72083	109.0291	10.54874
38.73334	109.0572	10.54873
38.74584	109.0907	10.54867
38.75833	109.1166	10.54859
38.775	109.157	10.54858
38.7875	109.1844	10.54858
38.8	109.214	10.54856
38.8125	109.243	10.54851
38.825	109.2725	10.54849
38.84167	109.3107	10.54846
38.85417	109.3394	10.54842
38.86667	109.3706	10.54838
38.87916	109.396	10.54828
38.89166	109.4276	10.5482
38.90833	109.4649	10.5481
38.92084	109.4947	10.5481
38.93334	109.5236	10.54805
38.94584	109.5541	10.548
38.95834	109.5812	10.54797
38.975	109.6246	10.54798
38.9875	109.6482	10.54798
39	109.6766	10.54794
39.0125	109.7078	10.54789
39.025	109.7358	10.54786
39.0375	109.7632	10.54781
39.05	109.7939	10.54775
39.06666	109.8325	10.54767
39.07916	109.8635	10.54762
39.09167	109.8931	10.54753
39.10417	109.9218	10.54743
39.11667	109.9473	10.54738
39.13333	109.9896	10.5473
39.14583	110.0212	10.54725
39.15833	110.0472	10.54727
39.17084	110.0751	10.54723
39.18334	110.1043	10.54724
39.2	110.1413	10.54726
39.2125	110.1755	10.54724
39.225	110.2042	10.54725
39.2375	110.2308	10.5472
39.25	110.26	10.54718
39.2625	110.2907	10.54716
39.275	110.3176	10.54713
39.29166	110.3544	10.5471
39.30416	110.3832	10.54707
39.31666	110.4161	10.54702
39.32916	110.4421	10.54699
39.34167	110.4731	10.54692
39.35834	110.5098	10.54686
39.37084	110.5414	10.5468
39.38333	110.5695	10.54676
39.39583	110.5978	10.54672
39.40833	110.6274	10.54666
39.425	110.6654	10.5466
39.4375	110.6962	10.54654
39.45	110.7242	10.54651
39.4625	110.7514	10.54641
39.475	110.7807	10.5463
39.49167	110.8219	10.54624
39.50416	110.8501	10.54617
39.51666	110.8802	10.54607
39.52917	110.9085	10.54598
39.54166	110.9377	10.54601
39.55416	110.9655	10.54598
39.56666	110.9948	10.54594
39.58334	111.0326	10.54594
39.59583	111.0616	10.54596
39.60834	111.0932	10.54596
39.62084	111.1229	10.54589
39.63333	111.1507	10.54583
39.65	111.1887	10.54579
39.6625	111.2175	10.54572
39.675	111.2466	10.54564
39.6875	111.2794	10.54561
39.7	111.305	10.54555
39.71667	111.3436	10.54554
39.72917	111.3724	10.54552
39.74167	111.4029	10.54544
39.75416	111.4312	10.54544
39.76666	111.4619	10.54541
39.77917	111.4888	10.54536
39.79166	111.5165	10.5453
39.80834	111.5558	10.54518
39.82084	111.5859	10.54516
39.83334	111.6151	10.54513
39.84583	111.6433	10.54509
39.85834	111.6728	10.54508
39.875	111.711	10.54506
39.8875	111.7399	10.54505
39.9	111.7688	10.54505
39.9125	111.7969	10.54508
39.925	111.827	10.545
39.94166	111.8643	10.54493
39.95416	111.8937	10.54489
39.96667	111.9219	10.54486
39.97917	111.9492	10.5448
39.99167	111.9783	10.54474
40.00833	112.0172	10.5447
40.02083	112.0467	10.5447
40.03333	112.0756	10.54468
40.04584	112.106	10.54466
40.05834	112.1369	10.54468
40.07084	112.1646	10.54464
40.08334	112.1932	10.54465
40.1	112.2316	10.54458
40.1125	112.2589	10.54455
40.125	112.2931	10.54452
40.1375	112.3188	10.54445
40.15	112.3472	10.54441
40.16666	112.3853	10.54436
40.17916	112.4175	10.54429
40.19166	112.4442	10.54428
40.20416	112.4739	10.54419
40.21667	112.5022	10.54412
40.23334	112.5414	10.54402
40.24584	112.5698	10.54394
40.25833	112.5981	10.5439
40.27083	112.6279	10.54376
40.28333	112.656	10.54367
40.29584	112.6833	10.54365
40.30834	112.715	10.54358
40.325	112.7542	10.5435
40.3375	112.7797	10.54339
40.35	112.8131	10.54337
40.3625	112.8498	10.54334
40.375	112.8689	10.54325
40.39166	112.9088	10.54319
40.40417	112.9387	10.54315
40.41666	112.9645	10.54313
40.42916	112.9948	10.54307
40.44166	113.0233	10.54304
40.45834	113.0633	10.54303
40.47083	113.0935	10.54299
40.48334	113.1201	10.54298
40.49584	113.1505	10.54299
40.50833	113.1786	10.54301
40.525	113.2285	10.54302
40.5375	113.2596	10.54296
40.55	113.2869	10.54291
40.5625	113.3052	10.54288
40.575	113.3311	10.54279
40.5875	113.3663	10.54269
40.6	113.3895	10.54264
40.61667	113.4298	10.5426
40.62916	113.4616	10.5426
40.64166	113.4886	10.54253
40.65417	113.5148	10.54248
40.66666	113.5488	10.54247
40.68334	113.5841	10.54245
40.69584	113.615	10.54245
40.70834	113.6439	10.54241
40.72083	113.672	10.5424
40.73334	113.7093	10.54236
40.75	113.7463	10.54231
40.7625	113.7664	10.54225
40.775	113.7962	10.54217
40.7875	113.8228	10.54212
40.8	113.8541	10.54207
40.8125	113.8858	10.54206
40.825	113.9132	10.54206
40.84167	113.9508	10.54201
40.85417	113.9782	10.54195
40.86667	114.0099	10.54186
40.87916	114.036	10.54176
40.89166	114.0666	10.54165
40.90833	114.1073	10.5415
40.92084	114.1371	10.54142
40.93334	114.1645	10.5414
40.94584	114.193	10.54141
40.95834	114.225	10.54144
40.975	114.2624	10.54141
40.9875	114.2904	10.54139
41	114.3195	10.54137
41.0125	114.3487	10.54136
41.025	114.3784	10.54134
41.04166	114.4179	10.5413
41.05416	114.445	10.54134
41.06666	114.4728	10.54135
41.07916	114.5061	10.54137
41.09167	114.5336	10.54128
41.10417	114.5602	10.54124
41.11667	114.5914	10.54118
41.13333	114.638	10.5411
41.14583	114.6706	10.54106
41.15833	114.7008	10.54102
41.17084	114.7313	10.54099
41.18334	114.758	10.54099
41.2	114.7976	10.54098
41.2125	114.8226	10.54098
41.225	114.8532	10.54096
41.2375	114.8826	10.54093
41.25	114.9122	10.54096
41.26666	114.9516	10.54091
41.27917	114.9785	10.54088
41.29166	115.0072	10.54079
41.30416	115.0256	10.54071
41.31666	115.0519	10.54056
41.32916	115.0784	10.54048
41.34167	115.1094	10.54038
41.35834	115.1466	10.54033
41.37084	115.1762	10.5403
41.38333	115.2068	10.54025
41.39583	115.2367	10.54026
41.40833	115.2658	10.5402
41.425	115.3058	10.54018
41.4375	115.3328	10.54013
41.45	115.3586	10.54005
41.4625	115.394	10.54004
41.475	115.4305	10.53999
41.49167	115.472	10.53999
41.50416	115.4996	10.53998
41.51666	115.5233	10.53998
41.52917	115.5478	10.53994
41.54166	115.5838	10.53987
41.55834	115.6118	10.53984
41.57084	115.638	10.53977
41.58334	115.6707	10.5397
41.59583	115.6969	10.53962
41.60834	115.7266	10.53958
41.62084	115.758	10.53952
41.63333	115.7859	10.53949
41.65	115.8252	10.53944
41.6625	115.8531	10.53942
41.675	115.881	10.53937
41.6875	115.9079	10.53937
41.7	115.9398	10.53933
41.71667	115.9789	10.53926
41.72917	116.0059	10.53921
41.74167	116.0355	10.53917
41.75416	116.0646	10.53916
41.76666	116.0989	10.53909
41.78333	116.1374	10.53902
41.79584	116.1634	10.53895
41.80834	116.1908	10.53889
41.82084	116.219	10.53882
41.83334	116.2483	10.53876
41.84583	116.2797	10.53872
41.85834	116.309	10.53868
41.875	116.3455	10.53863
41.8875	116.3735	10.53861
41.9	116.4044	10.53856
41.9125	116.4336	10.53851
41.925	116.4619	10.53839
41.94166	116.4995	10.53826
41.95416	116.5277	10.5382
41.96667	116.5596	10.53816
41.97917	116.5885	10.53813
41.99167	116.6176	10.53805
42.00833	116.6567	10.53797
42.02083	116.6847	10.53795
42.03333	116.7275	10.53791
42.04584	116.756	10.53784
42.05834	116.7856	10.53774
42.075	116.825	10.53769
42.0875	116.8478	10.53764
42.1	116.8704	10.53758
42.1125	116.8979	10.53752
42.125	116.928	10.53746
42.1375	116.9557	10.53744
42.15	116.985	10.53743
42.16666	117.0256	10.53744
42.17916	117.0499	10.53742
42.19166	117.0817	10.53735
42.20416	117.1104	10.53732
42.21667	117.1421	10.53724
42.23334	117.1791	10.53711
42.24584	117.2088	10.53701
42.25833	117.2349	10.53697
42.27083	117.267	10.53694
42.28333	117.2943	10.53691
42.3	117.3337	10.53686
42.3125	117.3606	10.53684
42.325	117.3919	10.5368
42.3375	117.4194	10.53676
42.35	117.449	10.53671
42.3625	117.4803	10.53666
42.375	117.5071	10.53664
42.39166	117.5437	10.53654
42.40417	117.5766	10.5365
42.41666	117.6029	10.53648
42.42916	117.6314	10.53643
42.44166	117.6586	10.53638
42.45834	117.7072	10.53631
42.47083	117.7419	10.5363
42.48334	117.7727	10.53626
42.49584	117.7982	10.53622
42.50833	117.821	10.53617
42.525	117.8555	10.53613
42.5375	117.8828	10.53606
42.55	117.9148	10.53604
42.5625	117.94	10.536
42.575	117.9694	10.53596
42.59167	118.0111	10.53591
42.60417	118.0383	10.53582
42.61667	118.0698	10.53575
42.62916	118.0963	10.53568
42.64166	118.1255	10.53562
42.65417	118.1554	10.53556
42.66666	118.1842	10.53551
42.68334	118.2235	10.53546
42.69584	118.25	10.53548
42.70834	118.2796	10.53545
42.72083	118.3087	10.53541
42.73334	118.3379	10.53533
42.75	118.3751	10.53522
42.7625	118.4075	10.53519
42.775	118.4359	10.53507
42.7875	118.4664	10.53503
42.8	118.4922	10.53495
42.81666	118.5329	10.53491
42.82916	118.5582	10.53483
42.84167	118.5898	10.53478
42.85417	118.6207	10.53475
42.86667	118.6474	10.53473
42.87916	118.6769	10.5347
42.89166	118.705	10.53466
42.90833	118.7466	10.53462
42.92084	118.7736	10.53461
42.93334	118.8046	10.53459
42.94584	118.834	10.53457
42.95834	118.861	10.5345
42.975	118.8997	10.53447
42.9875	118.9291	10.53447
43	118.9573	10.53443
43.0125	118.9888	10.53437
43.025	119.0196	10.53431
43.04166	119.0547	10.53423
43.05416	119.0846	10.53419
43.06666	119.1139	10.53409
43.07916	119.1422	10.53404
43.09167	119.1748	10.53395
43.10834	119.2112	10.53386
43.12084	119.2511	10.53383
43.13333	119.2804	10.53376
43.14583	119.3084	10.53371
43.15833	119.339	10.53366
43.17084	119.3695	10.53363
43.18334	119.3961	10.53359
43.2	119.4319	10.53354
43.2125	119.4614	10.53352
43.225	119.4923	10.5335
43.2375	119.5214	10.53347
43.25	119.5482	10.53341
43.26666	119.5779	10.53335
43.27917	119.6042	10.5333
43.29166	119.6356	10.53323
43.30416	119.6628	10.53313
43.31666	119.6906	10.5331
43.33334	119.7279	10.53304
43.34583	119.7554	10.533
43.35834	119.786	10.53295
43.37084	119.8128	10.53291
43.38333	119.8438	10.53292
43.39583	119.8763	10.53284
43.40833	119.9028	10.5328
43.425	119.9423	10.53273
43.4375	119.9714	10.53267
43.45	119.998	10.53261
43.4625	120.0269	10.53255
43.475	120.0573	10.53248
43.49167	120.094	10.53242
43.50416	120.125	10.53237
43.51666	120.153	10.53235
43.52917	120.1824	10.53232
43.54166	120.2141	10.53225
43.55834	120.2516	10.53221
43.57084	120.2821	10.53212
43.58334	120.3104	10.53202
43.59583	120.3505	10.53195
43.60834	120.3722	10.53191
43.625	120.4046	10.53191
43.6375	120.4329	10.53185
43.65	120.4631	10.53187
43.6625	120.491	10.53193
43.675	120.5204	10.53194
43.6875	120.5496	10.53187
43.7	120.5845	10.53175
43.71667	120.6226	10.53158
43.72917	120.6538	10.53156
43.74167	120.6822	10.53141
43.75416	120.7084	10.53132
43.76666	120.7384	10.53128
43.78333	120.7767	10.53124
43.79584	120.8049	10.53121
43.80834	120.8338	10.53112
43.82084	120.8627	10.53103
43.83334	120.8923	10.53092
43.85	120.9319	10.53077
43.8625	120.9547	10.53068
43.875	120.9823	10.53065
43.8875	121.012	10.53063
43.9	121.0419	10.53056
43.9125	121.0679	10.5305
43.925	121.1004	10.53047
43.94166	121.1379	10.5304
43.95416	121.1673	10.53033
43.96667	121.2045	10.53027
43.97917	121.2381	10.53022
43.99167	121.2656	10.53023
44.00833	121.3075	10.53026
44.02083	121.3344	10.53024
44.03333	121.3591	10.53028
44.04584	121.3801	10.53024
44.05834	121.4075	10.53027
44.075	121.4441	10.5302
44.0875	121.472	10.5301
44.1	121.5038	10.53004
44.1125	121.5324	10.52996
44.125	121.564	10.52988
44.14166	121.6116	10.5297
44.15417	121.642	10.5296
44.16666	121.6716	10.52956
44.17916	121.7003	10.52953
44.19166	121.7289	10.52946
44.20416	121.7574	10.52945
44.21667	121.7851	10.52949
44.23334	121.8216	10.5295
44.24584	121.8436	10.52951
44.25833	121.8684	10.52948
44.27083	121.8988	10.52945
44.28333	121.9261	10.52944
44.3	121.9669	10.52938
44.3125	122.0032	10.52941
44.325	122.024	10.52937
44.3375	122.0517	10.52932
44.35	122.0816	10.52926
44.36667	122.1198	10.52913
44.37916	122.1543	10.52901
44.39166	122.1824	10.52884
44.40417	122.2078	10.52872
44.41666	122.2383	10.52861
44.42916	122.2634	10.52854
44.44166	122.2945	10.52846
44.45834	122.3344	10.52844
44.47083	122.3623	10.52844
44.48334	122.3911	10.52842
44.49584	122.4188	10.5284
44.50833	122.4505	10.52834
44.525	122.4862	10.52829
44.5375	122.517	10.52823
44.55	122.5462	10.52817
44.5625	122.5738	10.52816
44.575	122.604	10.5281
44.59167	122.6411	10.52805
44.60417	122.6689	10.52805
44.61667	122.6997	10.52799
44.62916	122.7304	10.52797
44.64166	122.76	10.52793
44.65833	122.7986	10.52787
44.67084	122.8237	10.52783
44.68334	122.8554	10.5277
44.69584	122.8833	10.52766
44.70834	122.9141	10.5276
44.72083	122.9421	10.52754
44.73334	122.972	10.52749
44.75	123.0101	10.52739
44.7625	123.041	10.52737
44.775	123.0694	10.52733
44.7875	123.1004	10.52722
44.8	123.1275	10.52715
44.81666	123.1676	10.52704
44.82916	123.1952	10.52695
44.84167	123.2258	10.52693
44.85417	123.2573	10.52689
44.86667	123.2841	10.5269
44.88333	123.3203	10.52687
44.89583	123.3535	10.52683
44.90833	123.3799	10.52678
44.92084	123.408	10.52677
44.93334	123.4481	10.52674
44.94584	123.4774	10.52669
44.95834	123.4957	10.52665
44.975	123.5423	10.5266
44.9875	123.5749	10.52661
45	123.5952	10.52659
45.0125	123.6251	10.52652
45.025	123.6516	10.52642
45.04166	123.6926	10.52634
45.05416	123.7204	10.52628
45.06666	123.7482	10.52618
45.07916	123.7801	10.52614
45.09167	123.8055	10.52608
45.10834	123.8478	10.52609
45.12084	123.8764	10.52602
45.13333	123.9033	10.52598
45.14583	123.9317	10.52599
45.15833	123.9614	10.5259
45.175	123.9999	10.5258
45.1875	124.0282	10.52567
45.2	124.0564	10.52566
45.2125	124.0866	10.52564
45.225	124.1176	10.5256
45.2375	124.1416	10.5255
45.25	124.1745	10.5255
45.26666	124.2147	10.52541
45.27917	124.2448	10.52538
45.29166	124.2747	10.52531
45.30416	124.3009	10.52522
45.31666	124.3314	10.52518
45.33334	124.3678	10.5251
45.34583	124.3984	10.52512
45.35834	124.4367	10.52504
45.37084	124.4542	10.52498
45.38333	124.4844	10.52499
45.4	124.5226	10.52494
45.4125	124.5502	10.52494
45.425	124.5797	10.52486
45.4375	124.6124	10.52482
45.45	124.638	10.52479
45.4625	124.671	10.52474
45.475	124.7001	10.52469
45.49167	124.7366	10.52463
45.50416	124.7669	10.5246
45.51666	124.7948	10.52454
45.52917	124.8231	10.52444
45.54166	124.8519	10.52436
45.55834	124.8944	10.52427
45.57084	124.9192	10.52418
45.58334	124.9504	10.52409
45.59583	124.9781	10.52404
45.60834	125.006	10.52402
45.625	125.048	10.52398
45.6375	125.0745	10.52391
45.65	125.1036	10.52388
45.6625	125.1356	10.52385
45.675	125.1618	10.52374
45.69166	125.2034	10.52361
45.70416	125.2311	10.52354
45.71667	125.2576	10.52346
45.72917	125.2881	10.52339
45.74167	125.3186	10.52331
45.75416	125.3468	10.52327
45.76666	125.3756	10.52323
45.78333	125.4205	10.52319
45.79584	125.448	10.52316
45.80834	125.4732	10.52313
45.82084	125.501	10.52306
45.83334	125.5314	10.52301
45.85	125.5694	10.52297
45.8625	125.5996	10.52292
45.875	125.6273	10.52284
45.8875	125.6565	10.52276
45.9	125.6856	10.52274
45.91666	125.7232	10.5227
45.92916	125.7528	10.52262
45.94166	125.7835	10.52255
45.95416	125.8102	10.52246
45.96667	125.8387	10.52241
45.97917	125.8656	10.52237
45.99167	125.899	10.52235
46.00833	125.9356	10.52226
46.02083	125.9646	10.52218
46.03333	125.993	10.52214
46.04584	126.0214	10.52208
46.05834	126.0516	10.522
46.075	126.0926	10.52183
46.0875	126.1198	10.52174
46.1	126.1476	10.52171
46.1125	126.1792	10.52168
46.125	126.2068	10.52168
46.14166	126.2438	10.52168
46.15417	126.2714	10.52168
46.16666	126.3024	10.52168
46.17916	126.3328	10.52162
46.19166	126.3608	10.52152
46.20834	126.4007	10.5214
46.22083	126.4301	10.52129
46.23334	126.4581	10.52121
46.24584	126.4877	10.52113
46.25833	126.5143	10.5211
46.27083	126.5438	10.52108
46.28333	126.5724	10.52109
46.3	126.6124	10.52097
46.3125	126.6454	10.52089
46.325	126.6701	10.52081
46.3375	126.7004	10.52071
46.35	126.7278	10.52065
46.36667	126.7661	10.52055
46.37916	126.7928	10.52054
46.39166	126.8246	10.52048
46.40417	126.8537	10.52044
46.41666	126.8806	10.52044
46.43334	126.9221	10.52042
46.44584	126.9475	10.52037
46.45834	126.9786	10.52034
46.47083	127.0099	10.5203
46.48334	127.0376	10.52031
46.49584	127.0655	10.52025
46.50833	127.095	10.52019
46.525	127.1366	10.5201
