Time (min)	Temperature (C)	Weight (mg)
14.57916	168.774	10.56409
14.5875	168.861	10.56392
14.59584	168.9489	10.56375
14.60417	169.0344	10.56359
14.6125	169.1214	10.56342
14.62083	169.2125	10.56323
14.62917	169.2966	10.56302
14.6375	169.3833	10.56277
14.64583	169.4667	10.5626
14.65416	169.5563	10.56245
14.6625	169.6436	10.56224
14.67084	169.7283	10.56204
14.67917	169.817	10.56183
14.6875	169.9032	10.56158
14.69583	169.9883	10.56134
14.70416	170.0763	10.56116
14.7125	170.1631	10.56099
14.72084	170.2497	10.56081
14.72917	170.3364	10.56061
14.7375	170.4233	10.56039
14.74583	170.5078	10.5602
14.75417	170.5948	10.56002
14.7625	170.6832	10.55986
14.77083	170.7683	10.55968
14.77916	170.8524	10.55956
14.7875	170.9399	10.55937
14.79584	171.0246	10.55916
14.80417	171.1151	10.55901
14.8125	171.1984	10.55883
14.82083	171.2856	10.55865
14.82916	171.3734	10.55844
14.8375	171.4576	10.5582
14.84584	171.5449	10.55802
14.85417	171.6308	10.55784
14.8625	171.7161	10.55766
14.87083	171.8046	10.55747
14.87917	171.8888	10.55728
14.8875	171.9783	10.55708
14.89583	172.0646	10.55691
14.90416	172.1494	10.55674
14.9125	172.2356	10.55657
14.92084	172.3231	10.55646
14.92917	172.406	10.55626
14.9375	172.4905	10.55608
14.94583	172.5784	10.5559
14.95416	172.6624	10.55575
14.9625	172.7508	10.5556
14.97084	172.8367	10.55544
14.97917	172.925	10.55527
14.9875	173.01	10.55511
14.99583	173.0944	10.55502
15.00417	173.178	10.55485
15.0125	173.2682	10.55467
15.02083	173.3534	10.55451
15.02916	173.4392	10.55431
15.0375	173.5216	10.55414
15.04584	173.612	10.55396
15.05417	173.6945	10.55376
15.0625	173.7799	10.55358
15.07083	173.8692	10.5534
15.07916	173.9544	10.55316
15.0875	174.0342	10.55299
15.09584	174.1236	10.55286
15.10417	174.2079	10.55271
15.1125	174.2959	10.55256
15.12083	174.3796	10.55239
15.12917	174.4613	10.55224
15.1375	174.5528	10.55214
15.14583	174.6355	10.55208
15.15416	174.7205	10.55195
15.1625	174.8079	10.55186
15.17084	174.8906	10.55176
15.17917	174.9792	10.55168
15.1875	175.0644	10.55157
15.19583	175.1458	10.55148
15.20416	175.2342	10.55139
15.2125	175.3213	10.5513
15.22084	175.4049	10.55117
15.22917	175.4906	10.55102
15.2375	175.5759	10.55092
15.24583	175.6609	10.55076
15.25417	175.7486	10.55064
15.2625	175.8338	10.55056
15.27083	175.9174	10.55044
15.27916	175.9998	10.55029
15.2875	176.0851	10.55015
15.29584	176.1722	10.55002
15.30417	176.2638	10.54988
15.3125	176.339	10.54972
15.32083	176.4287	10.54959
15.32916	176.5109	10.54946
15.3375	176.6054	10.54929
15.34584	176.6926	10.54908
15.35417	176.7777	10.54891
15.3625	176.8633	10.54878
15.37083	176.9478	10.54863
15.37917	177.0231	10.54846
15.3875	177.1069	10.54829
15.39583	177.1936	10.54811
15.40416	177.2779	10.54795
15.4125	177.3612	10.54779
15.42084	177.4462	10.54764
15.42917	177.5324	10.54753
15.4375	177.6185	10.5474
15.44583	177.7028	10.54728
15.45416	177.7874	10.5471
15.4625	177.8721	10.54701
15.47084	177.9574	10.5469
15.47917	178.0399	10.54679
15.4875	178.1266	10.54666
15.49583	178.211	10.54655
15.50417	178.2973	10.54644
15.5125	178.3775	10.54628
15.52083	178.4656	10.54611
15.52916	178.5516	10.54604
15.5375	178.6372	10.54596
15.54584	178.7224	10.54581
15.55417	178.807	10.54572
15.5625	178.8919	10.54562
15.57083	178.9742	10.54549
15.57916	179.0608	10.54537
15.5875	179.1446	10.54526
15.59584	179.2286	10.54514
15.60417	179.3144	10.54503
15.6125	179.3989	10.54485
15.62083	179.4864	10.54476
15.62917	179.5666	10.54465
15.6375	179.651	10.54452
15.64583	179.7374	10.54438
15.65416	179.8234	10.54426
15.6625	179.9058	10.54418
15.67084	179.9922	10.54407
15.67917	180.0761	10.54399
15.6875	180.1618	10.54393
15.69583	180.2441	10.54385
15.70416	180.3296	10.54372
15.7125	180.4138	10.54362
15.72084	180.5001	10.54351
15.72917	180.5826	10.54343
15.7375	180.6684	10.54334
15.74583	180.7543	10.54318
15.75417	180.8395	10.54302
15.7625	180.9226	10.54284
15.77083	181.0075	10.5427
15.77916	181.0946	10.54257
15.7875	181.1782	10.54241
15.79584	181.2628	10.5423
15.80417	181.3472	10.54217
15.8125	181.4297	10.54208
15.82083	181.5179	10.54194
15.82916	181.6007	10.54184
15.8375	181.6841	10.54178
15.84584	181.7698	10.5417
15.85417	181.8566	10.54161
15.8625	181.938	10.54152
15.87083	182.0201	10.54144
15.87917	182.1063	10.54135
15.8875	182.1941	10.54127
15.89583	182.2743	10.54114
15.90416	182.3595	10.54103
15.9125	182.4474	10.54092
15.92084	182.5289	10.5408
15.92917	182.6153	10.5407
15.9375	182.6976	10.5406
15.94583	182.7806	10.54049
15.95416	182.8694	10.54036
15.9625	182.9492	10.54022
15.97084	183.0353	10.54007
15.97917	183.1211	10.53989
15.9875	183.2048	10.53978
15.99583	183.2879	10.53969
16.00417	183.3715	10.53955
16.0125	183.4555	10.53944
16.02084	183.5428	10.53932
16.02917	183.625	10.5392
16.0375	183.7087	10.53909
16.04584	183.7916	10.53896
16.05417	183.8812	10.53881
16.0625	183.9611	10.53877
16.07083	184.046	10.53863
16.07916	184.1304	10.5385
16.0875	184.2155	10.53843
16.09583	184.2999	10.53831
16.10416	184.3818	10.53818
16.1125	184.471	10.538
16.12083	184.5522	10.53789
16.12917	184.6389	10.53774
16.1375	184.7202	10.53764
16.14584	184.8085	10.53745
16.15417	184.8902	10.53737
16.1625	184.9725	10.53726
16.17084	185.057	10.53712
16.17917	185.1466	10.537
16.1875	185.2267	10.53691
16.19583	185.3129	10.53686
16.20416	185.3973	10.53678
16.2125	185.4817	10.53676
16.22083	185.5632	10.53673
16.22916	185.6498	10.53668
16.2375	185.7336	10.53657
16.24583	185.8205	10.5365
16.25417	185.901	10.53644
16.2625	185.9872	10.53636
16.27084	186.0715	10.53624
16.27917	186.1576	10.53605
16.2875	186.2393	10.53592
16.29584	186.3233	10.53578
16.30417	186.4086	10.53562
16.3125	186.4928	10.53557
16.32083	186.5772	10.53544
16.32916	186.6616	10.53532
16.3375	186.742	10.5352
16.34583	186.8356	10.53512
16.35416	186.9241	10.53504
16.3625	187.0093	10.53503
16.37083	187.0936	10.53494
16.37917	187.1776	10.53487
16.3875	187.2513	10.5348
16.39584	187.3339	10.53468
16.40417	187.4173	10.53462
16.4125	187.5041	10.53451
16.42084	187.5885	10.53442
16.42917	187.6709	10.53431
16.4375	187.7536	10.5342
16.44583	187.8396	10.53408
16.45416	187.9232	10.53398
16.4625	188.0096	10.53386
16.47083	188.0938	10.53373
16.47916	188.1772	10.53361
16.4875	188.2621	10.5335
16.49583	188.3475	10.53337
16.50417	188.4312	10.53329
16.5125	188.5143	10.53313
16.52084	188.6	10.53304
16.52917	188.6828	10.53296
16.5375	188.766	10.53287
16.54584	188.8496	10.53277
16.55417	188.9334	10.53267
16.5625	189.0181	10.53256
16.57083	189.1038	10.53247
16.57916	189.1835	10.53242
16.5875	189.2705	10.5323
16.59583	189.3561	10.53222
16.60416	189.4404	10.5321
16.6125	189.5249	10.53199
16.62083	189.6081	10.53188
16.62917	189.6922	10.53178
16.6375	189.7791	10.53168
16.64584	189.8602	10.5316
16.65417	189.9456	10.53146
16.6625	190.0288	10.53132
16.67084	190.1139	10.5312
16.67917	190.1983	10.5311
16.6875	190.2809	10.531
16.69583	190.3686	10.53086
16.70416	190.4535	10.53072
16.7125	190.5342	10.53061
16.72083	190.6197	10.53053
16.72916	190.7036	10.5304
16.7375	190.7867	10.53032
16.74583	190.8715	10.53024
16.75417	190.9584	10.53015
16.7625	191.0395	10.53006
16.77084	191.1261	10.52997
16.77917	191.2099	10.5299
16.7875	191.2944	10.52984
16.79584	191.3774	10.52974
16.80417	191.4592	10.5296
16.8125	191.5456	10.5295
16.82083	191.6303	10.5294
16.82916	191.7141	10.52925
16.8375	191.8003	10.52914
16.84583	191.8832	10.52909
16.85416	191.965	10.52896
16.8625	192.0527	10.52886
16.87083	192.1338	10.52877
16.87917	192.2188	10.52869
16.8875	192.3048	10.52858
16.89584	192.3873	10.52848
16.90417	192.4721	10.5284
16.9125	192.5643	10.5283
16.92084	192.6528	10.52815
16.92917	192.7351	10.52795
16.9375	192.8209	10.52786
16.94583	192.9049	10.52774
16.95416	192.9755	10.52758
16.9625	193.0621	10.52745
16.97083	193.1492	10.52731
16.97916	193.234	10.52719
16.9875	193.3141	10.52707
16.99583	193.3966	10.52699
17.00417	193.4839	10.52688
17.0125	193.5687	10.52694
17.02084	193.6517	10.52686
17.02917	193.7365	10.52678
17.0375	193.8218	10.52675
17.04584	193.9043	10.52668
17.05417	193.989	10.52664
17.0625	194.0741	10.52659
17.07083	194.1572	10.52654
17.07916	194.2396	10.52649
17.0875	194.3279	10.52648
17.09583	194.4101	10.52628
17.10416	194.4955	10.52622
17.1125	194.582	10.52612
17.12083	194.6617	10.52602
17.12917	194.7485	10.52594
17.1375	194.8336	10.52586
17.14584	194.9186	10.52578
17.15417	194.9994	10.52569
17.1625	195.0847	10.52557
17.17084	195.1697	10.52547
17.17917	195.2516	10.52539
17.1875	195.335	10.52527
17.19583	195.4198	10.52515
17.20416	195.5056	10.52504
17.2125	195.5885	10.5249
17.22083	195.6742	10.52475
17.22916	195.7568	10.52464
17.2375	195.8428	10.52449
17.24583	195.9275	10.5244
17.25417	196.0106	10.52431
17.2625	196.093	10.52422
17.27084	196.1774	10.52414
17.27917	196.2624	10.52408
17.2875	196.3461	10.52401
17.29584	196.4329	10.52395
17.30417	196.5158	10.52389
17.3125	196.5984	10.5238
17.32083	196.6854	10.52375
17.32916	196.7674	10.5237
17.3375	196.8529	10.5236
17.34583	196.9389	10.52351
17.35416	197.018	10.52342
17.3625	197.1061	10.52334
17.37083	197.1907	10.52325
17.37917	197.2752	10.52318
17.3875	197.359	10.52309
17.39584	197.4433	10.52299
17.40417	197.5265	10.52289
17.4125	197.6101	10.52277
17.42084	197.6948	10.52268
17.42917	197.7802	10.52258
17.4375	197.8621	10.52248
17.44583	197.9481	10.52237
17.45416	198.0312	10.52226
17.4625	198.1153	10.52216
17.47083	198.2012	10.52206
17.47916	198.2839	10.52196
17.4875	198.3701	10.52188
17.49583	198.4526	10.52178
17.50417	198.538	10.52166
17.5125	198.62	10.52158
17.52084	198.704	10.52148
17.52917	198.7884	10.5214
17.5375	198.8726	10.52131
17.54584	198.9564	10.52119
17.55417	199.0401	10.52108
17.5625	199.1285	10.52101
17.57083	199.211	10.52092
17.57916	199.2943	10.52083
17.5875	199.3763	10.52075
17.59583	199.459	10.52066
17.60416	199.5444	10.52057
17.6125	199.63	10.52048
17.62083	199.7148	10.5204
17.62917	199.7982	10.52035
17.6375	199.8836	10.52032
17.64584	199.9695	10.52023
17.65417	200.0498	10.52013
17.6625	200.1353	10.52005
17.67084	200.2198	10.51995
17.67917	200.3034	10.51986
17.6875	200.3852	10.51979
17.69583	200.4726	10.5197
17.70416	200.556	10.51963
17.7125	200.6362	10.51954
17.72083	200.725	10.51942
17.72916	200.8074	10.5193
17.7375	200.893	10.51924
17.74583	200.9779	10.51919
17.75417	201.0619	10.51915
17.7625	201.1454	10.51906
17.77084	201.2281	10.51898
17.77917	201.3158	10.5189
17.7875	201.3992	10.51879
17.79584	201.4825	10.51867
17.80417	201.5647	10.51859
17.8125	201.6488	10.51849
17.82083	201.7352	10.51836
17.82916	201.8214	10.51822
17.8375	201.9022	10.51808
17.84583	201.9852	10.51802
17.85416	202.0718	10.51791
17.8625	202.1571	10.51783
17.87083	202.2401	10.51774
17.87917	202.3238	10.51763
17.8875	202.4112	10.51754
17.89584	202.4943	10.51744
17.90417	202.5752	10.51737
17.9125	202.6581	10.5173
17.92084	202.7448	10.51717
17.92917	202.8268	10.51702
17.9375	202.9103	10.51689
17.94583	202.9938	10.51674
17.95416	203.0789	10.51664
17.9625	203.1654	10.51653
17.97083	203.25	10.51641
17.97916	203.3313	10.51632
17.9875	203.4155	10.5162
17.99583	203.5009	10.51608
18.00417	203.5856	10.51602
18.0125	203.6764	10.51596
18.02084	203.7635	10.51592
18.02917	203.8533	10.51589
18.0375	203.9361	10.51582
18.04584	204.0184	10.51577
18.05417	204.101	10.51566
18.0625	204.1848	10.5156
18.07083	204.2689	10.51554
18.07916	204.3532	10.51542
18.0875	204.4366	10.51527
18.09583	204.5227	10.5152
18.10416	204.6011	10.51509
18.1125	204.6806	10.51496
18.12083	204.7652	10.51486
18.12917	204.8489	10.51478
18.1375	204.9313	10.51474
18.14584	205.0168	10.51466
18.15417	205.1025	10.51458
18.1625	205.1868	10.51456
18.17084	205.2707	10.51453
18.17917	205.3534	10.51444
18.1875	205.4398	10.51439
18.19583	205.5241	10.51432
18.20416	205.6088	10.5142
18.2125	205.6904	10.51412
18.22083	205.7751	10.51404
18.22916	205.8596	10.51391
18.2375	205.9402	10.51378
18.24583	206.0273	10.51368
18.25417	206.1096	10.51359
18.2625	206.1954	10.51349
18.27084	206.2899	10.51343
18.27917	206.3735	10.51335
18.2875	206.4604	10.51332
18.29584	206.5427	10.51324
18.30417	206.6248	10.51314
18.3125	206.7077	10.51308
18.32083	206.7831	10.51302
18.32916	206.8672	10.51293
18.3375	206.9532	10.51292
18.34583	207.0326	10.51283
18.35416	207.119	10.5127
18.3625	207.2061	10.5126
18.37083	207.2899	10.51248
18.37917	207.3688	10.51237
18.3875	207.4551	10.51229
18.39584	207.5382	10.51222
18.40417	207.6248	10.51214
18.4125	207.7086	10.51207
18.42084	207.7968	10.51188
18.42917	207.8763	10.5118
18.4375	207.9631	10.51175
18.44583	208.0465	10.51166
18.45416	208.1298	10.51157
18.4625	208.2154	10.51148
18.47083	208.3002	10.51141
18.47916	208.3839	10.51133
18.4875	208.467	10.51124
18.49583	208.5512	10.51117
18.50417	208.6381	10.51116
18.5125	208.7201	10.51104
18.52084	208.8047	10.51089
18.52917	208.8854	10.51083
18.5375	208.9728	10.51079
18.54584	209.0541	10.51071
18.55417	209.1411	10.51056
18.5625	209.2276	10.51044
18.57083	209.3077	10.51035
18.57916	209.394	10.51022
18.5875	209.4896	10.51004
18.59583	209.5735	10.50995
18.60416	209.6581	10.50985
18.6125	209.7435	10.50975
18.62083	209.824	10.50961
18.62917	209.9004	10.50948
18.6375	209.9814	10.50939
18.64584	210.0691	10.50929
18.65417	210.1534	10.50918
18.6625	210.2358	10.50911
18.67084	210.3198	10.50905
18.67917	210.4033	10.50896
18.6875	210.4852	10.5089
18.69583	210.5706	10.50883
18.70416	210.6548	10.50874
18.7125	210.739	10.50871
18.72083	210.825	10.50866
18.72916	210.9065	10.50854
18.7375	210.9889	10.50844
18.74583	211.0758	10.50837
18.75417	211.1614	10.50832
18.7625	211.2453	10.50826
18.77084	211.33	10.50817
18.77917	211.4131	10.50807
18.7875	211.4949	10.50794
18.79584	211.591	10.50785
18.80417	211.6762	10.50776
18.8125	211.7604	10.50776
18.82083	211.8428	10.50771
18.82916	211.9274	10.50766
18.8375	212.0111	10.50756
18.84583	212.0967	10.50746
18.85416	212.1802	10.5074
18.8625	212.263	10.5073
18.87083	212.3474	10.50731
18.87917	212.4323	10.50723
18.8875	212.516	10.50716
18.89584	212.6018	10.50706
18.90417	212.6843	10.50697
18.9125	212.7672	10.50686
18.92084	212.84	10.5068
18.92917	212.9246	10.5068
18.9375	213.0092	10.50665
18.94583	213.093	10.50661
18.95416	213.1768	10.50649
18.9625	213.2602	10.50638
18.97083	213.3453	10.50628
18.97916	213.4315	10.50621
18.9875	213.5126	10.50611
18.99583	213.598	10.50602
19.00417	213.6805	10.5059
19.0125	213.7654	10.50575
19.02084	213.8493	10.50574
19.02917	213.9335	10.50565
19.0375	214.017	10.50554
19.04584	214.1	10.50548
19.05417	214.1869	10.50539
19.0625	214.271	10.50528
19.07083	214.3546	10.5052
19.07916	214.4381	10.5051
19.0875	214.5211	10.50502
19.09583	214.6096	10.5049
19.10416	214.6911	10.50478
19.1125	214.7755	10.50467
19.12083	214.8618	10.50456
19.12917	214.9444	10.50444
19.1375	215.0287	10.50435
19.14584	215.1113	10.50427
19.15417	215.1979	10.50419
19.1625	215.2804	10.50414
19.17084	215.3653	10.50405
19.17917	215.4475	10.50394
19.1875	215.5327	10.50385
19.19583	215.6177	10.50375
19.20416	215.702	10.50368
19.2125	215.7864	10.50361
19.22083	215.8706	10.50354
19.22916	215.9526	10.50346
19.2375	216.0348	10.50337
19.24583	216.1203	10.50328
19.25417	216.2043	10.50322
19.2625	216.2873	10.50318
19.27084	216.3745	10.50309
19.27917	216.4565	10.50304
19.2875	216.5411	10.50295
19.29584	216.6242	10.50286
19.30417	216.718	10.50276
19.3125	216.8048	10.50268
19.32083	216.8902	10.50259
19.32916	216.9717	10.50249
19.3375	217.0573	10.50239
19.34583	217.1398	10.50229
19.35416	217.2239	10.50221
19.3625	217.3138	10.50207
19.37083	217.3936	10.50196
19.37917	217.479	10.50187
19.3875	217.5627	10.50177
19.39584	217.6447	10.50161
19.40417	217.7302	10.50152
19.4125	217.8132	10.50143
19.42084	217.894	10.50134
19.42917	217.9696	10.50129
19.4375	218.0538	10.50119
19.44583	218.1411	10.5011
19.45416	218.2242	10.50105
19.4625	218.3084	10.50095
19.47083	218.3925	10.50088
19.47916	218.4759	10.50086
19.4875	218.5596	10.50073
19.49583	218.6447	10.5006
19.50417	218.7246	10.50053
19.5125	218.8132	10.50045
19.52084	218.8976	10.50036
19.52917	218.9824	10.50028
19.5375	219.0654	10.50021
19.54584	219.1473	10.50014
19.55417	219.23	10.50006
19.5625	219.3156	10.49993
19.57083	219.4018	10.49984
19.57916	219.4846	10.49983
19.5875	219.5688	10.49971
19.59583	219.6538	10.49954
19.60416	219.739	10.49944
19.6125	219.8233	10.49933
19.62083	219.9058	10.49923
19.62917	219.9879	10.49915
19.6375	220.0748	10.49906
19.64584	220.1566	10.49901
19.65417	220.2392	10.49896
19.6625	220.3244	10.49884
19.67084	220.4117	10.49878
19.67917	220.4952	10.49872
19.6875	220.5778	10.49863
19.69583	220.662	10.49858
19.70416	220.746	10.49847
19.7125	220.8329	10.49835
19.72083	220.9123	10.49826
19.72916	220.9962	10.49816
19.7375	221.0791	10.49806
19.74583	221.1658	10.49799
19.75417	221.2493	10.4979
19.7625	221.3317	10.49783
19.77084	221.4159	10.49775
19.77917	221.5031	10.49763
19.7875	221.5865	10.4975
19.79584	221.6694	10.49739
19.80417	221.7555	10.49729
19.8125	221.8379	10.49719
19.82083	221.923	10.49712
19.82916	222.0092	10.49703
19.8375	222.0908	10.497
19.84583	222.1749	10.49693
19.85416	222.26	10.49685
19.8625	222.3422	10.49678
19.87083	222.4273	10.49674
19.87917	222.5129	10.49671
19.8875	222.5949	10.49664
19.89584	222.6798	10.49659
19.90417	222.7636	10.49651
19.9125	222.8487	10.49641
19.92084	222.9328	10.49628
19.92917	223.0158	10.49616
19.9375	223.0987	10.49608
19.94583	223.1824	10.49601
19.95416	223.2671	10.49593
19.9625	223.3504	10.4958
19.97083	223.4377	10.49571
19.97916	223.5197	10.49561
19.9875	223.6031	10.49552
19.99583	223.6902	10.49544
20.00417	223.772	10.49534
20.0125	223.8562	10.49525
20.02084	223.9414	10.49513
20.02917	224.028	10.49502
20.0375	224.1185	10.49493
20.04584	224.2018	10.49485
20.05417	224.288	10.49474
20.0625	224.368	10.4946
20.07083	224.4562	10.4945
20.07916	224.5387	10.49441
20.0875	224.625	10.49434
20.09583	224.7048	10.49424
20.10416	224.7915	10.49413
20.1125	224.874	10.49404
20.12083	224.9494	10.49396
20.12917	225.0328	10.49388
20.1375	225.1185	10.49381
20.14584	225.2008	10.49374
20.15417	225.285	10.49368
20.1625	225.3678	10.49358
20.17084	225.4509	10.49343
20.17917	225.5372	10.49335
20.1875	225.6228	10.49331
20.19583	225.704	10.49324
20.20416	225.7856	10.49314
20.2125	225.8725	10.49306
20.22083	225.9548	10.49298
20.22916	226.0404	10.49287
20.2375	226.1229	10.49276
20.24583	226.208	10.49266
20.25417	226.2934	10.49259
20.2625	226.3762	10.4925
20.27084	226.4624	10.4924
20.27917	226.5432	10.49231
20.2875	226.6297	10.49222
20.29584	226.7133	10.49213
20.30417	226.796	10.49204
20.3125	226.8798	10.49197
20.32083	226.9659	10.4919
20.32916	227.0479	10.49184
20.3375	227.1299	10.49176
20.34583	227.2173	10.49169
20.35416	227.3011	10.49158
20.3625	227.3824	10.49142
20.37083	227.4679	10.49131
20.37917	227.5525	10.4912
20.3875	227.6368	10.4911
20.39584	227.7198	10.49101
20.40417	227.8066	10.49091
20.4125	227.8899	10.4908
20.42084	227.9715	10.49072
20.42917	228.0538	10.4906
20.4375	228.1416	10.4905
20.44583	228.2258	10.49044
20.45416	228.3087	10.4903
20.4625	228.3926	10.4902
20.47083	228.4772	10.49008
20.47916	228.5614	10.48994
20.4875	228.6446	10.4898
20.49583	228.7269	10.48969
20.50417	228.8088	10.48957
20.5125	228.8966	10.48951
20.52084	228.9803	10.48942
20.52917	229.064	10.48936
20.5375	229.1477	10.48931
20.54584	229.2321	10.48924
20.55417	229.3158	10.48915
20.5625	229.3986	10.48907
20.57083	229.4833	10.48904
20.57916	229.5682	10.48894
20.5875	229.6514	10.48886
20.59583	229.7376	10.4887
20.60416	229.8196	10.48859
20.6125	229.9058	10.48845
20.62083	229.9894	10.48832
20.62917	230.0722	10.48818
20.6375	230.1558	10.48806
20.64584	230.241	10.48797
20.65417	230.322	10.48785
20.6625	230.405	10.48776
20.67084	230.4922	10.48769
20.67917	230.5754	10.48766
20.6875	230.659	10.48762
20.69583	230.743	10.48759
20.70416	230.825	10.48756
20.7125	230.9117	10.48751
20.72083	231.0015	10.48748
20.72916	231.0867	10.48741
20.7375	231.1703	10.48739
20.74583	231.2566	10.48731
20.75417	231.338	10.48719
20.7625	231.4222	10.48708
20.77084	231.5072	10.48696
20.77917	231.592	10.48682
20.7875	231.6742	10.4867
20.79584	231.7488	10.48656
20.80417	231.8317	10.48644
20.8125	231.917	10.48634
20.82083	232.0025	10.48616
20.82916	232.0841	10.48604
20.8375	232.168	10.48594
20.84583	232.2522	10.48583
20.85416	232.3366	10.48572
20.8625	232.4234	10.48565
20.87083	232.5042	10.48556
20.87917	232.5877	10.48548
20.8875	232.6728	10.48541
20.89584	232.7528	10.48532
20.90417	232.8384	10.48523
20.9125	232.9206	10.48515
20.92084	233.006	10.48504
20.92917	233.0884	10.48498
20.9375	233.1741	10.48494
20.94583	233.2592	10.48481
20.95416	233.3421	10.48471
20.9625	233.4262	10.48462
20.97083	233.5124	10.48449
20.97916	233.5927	10.48437
20.9875	233.6774	10.48429
20.99583	233.7597	10.48419
21.00417	233.8454	10.4841
21.0125	233.9263	10.484
21.02084	234.0137	10.4839
21.02917	234.0959	10.48385
21.0375	234.1813	10.48379
21.04584	234.269	10.4837
21.05417	234.3505	10.48361
21.0625	234.4304	10.48351
21.07083	234.5167	10.48342
21.07916	234.6027	10.48335
21.0875	234.6865	10.48328
21.09583	234.7684	10.48318
21.10416	234.8513	10.48305
21.1125	234.9367	10.48295
21.12083	235.0185	10.48287
21.12917	235.1033	10.48278
21.1375	235.186	10.48266
21.14584	235.2716	10.48252
21.15417	235.3568	10.48239
21.1625	235.4394	10.48224
21.17084	235.5335	10.48209
21.17917	235.6167	10.48197
21.1875	235.7006	10.48187
21.19583	235.7736	10.48178
21.20416	235.8582	10.48167
21.2125	235.9408	10.4816
21.22083	236.0278	10.48151
21.22916	236.1081	10.48147
21.2375	236.1934	10.48143
21.24583	236.2769	10.48137
21.25417	236.3636	10.48132
21.2625	236.4477	10.48126
21.27084	236.5298	10.48118
21.27917	236.6135	10.48108
21.2875	236.6974	10.48099
21.29584	236.7819	10.48087
21.30417	236.8646	10.48078
21.3125	236.9486	10.48068
21.32083	237.0338	10.48058
21.32916	237.1178	10.48043
21.3375	237.2002	10.48031
21.34583	237.2866	10.48024
21.35416	237.3679	10.48013
21.3625	237.4532	10.48006
21.37083	237.5367	10.47998
21.37917	237.6211	10.4799
21.3875	237.7042	10.47983
21.39584	237.7868	10.47975
21.40417	237.8715	10.47963
21.4125	237.9646	10.47956
21.42084	238.0499	10.47948
21.42917	238.134	10.47935
21.4375	238.2142	10.47923
21.44583	238.2893	10.47912
21.45416	238.3742	10.479
21.4625	238.4568	10.47891
21.47083	238.5466	10.47878
21.47916	238.6372	10.47867
21.4875	238.7199	10.47861
21.49583	238.8029	10.47855
21.50417	238.888	10.47847
21.5125	238.9724	10.47838
21.52084	239.0556	10.47832
21.52917	239.1393	10.47825
21.5375	239.2266	10.47815
21.54584	239.306	10.47798
21.55417	239.392	10.47792
21.5625	239.4739	10.47779
21.57083	239.5588	10.47764
21.57916	239.6414	10.47752
21.5875	239.7257	10.47741
21.59583	239.8106	10.47729
21.60416	239.8933	10.47712
21.6125	239.9762	10.47702
21.62083	240.0601	10.47693
21.62917	240.1453	10.47688
21.6375	240.2276	10.47672
21.64584	240.3025	10.47663
21.65417	240.386	10.47659
21.6625	240.4692	10.47652
21.67084	240.5522	10.47641
21.67917	240.6373	10.4763
21.6875	240.7194	10.47624
21.69583	240.8049	10.47612
21.70416	240.8879	10.47603
21.7125	240.9709	10.47595
21.72083	241.0554	10.47593
21.72916	241.1378	10.47584
21.7375	241.2231	10.47577
21.74583	241.3069	10.47567
21.75417	241.3898	10.47556
21.7625	241.473	10.47549
21.77084	241.5586	10.47541
21.77917	241.6411	10.4753
21.7875	241.7248	10.47521
21.79584	241.8093	10.47511
21.80417	241.8939	10.47498
21.8125	241.977	10.47489
21.82083	242.0642	10.47473
21.82916	242.1545	10.4746
21.8375	242.2402	10.47451
21.84583	242.3234	10.4744
21.85416	242.4064	10.47426
21.8625	242.4913	10.47413
21.87083	242.5758	10.47404
21.87917	242.6565	10.47395
21.8875	242.7314	10.47383
21.89584	242.8157	10.47372
21.90417	242.9002	10.47365
21.9125	242.9847	10.47357
21.92084	243.0643	10.47348
21.92917	243.1512	10.47342
21.9375	243.2367	10.47336
21.94583	243.3291	10.47328
21.95416	243.4146	10.47316
21.9625	243.4956	10.47304
21.97083	243.5817	10.47294
21.97916	243.668	10.47283
21.9875	243.7478	10.47274
21.99583	243.8338	10.47265
22.00417	243.9164	10.47256
22.0125	243.9992	10.47241
22.02084	244.0848	10.47228
22.02917	244.1652	10.47221
22.0375	244.252	10.47213
22.04584	244.3354	10.47204
22.05417	244.4096	10.47194
22.0625	244.4933	10.47189
22.07083	244.5768	10.47179
22.07916	244.6622	10.47166
22.0875	244.742	10.47154
22.09583	244.8264	10.47145
22.10416	244.9118	10.47138
22.1125	244.9969	10.47128
22.12083	245.079	10.47118
22.12917	245.1632	10.47114
22.1375	245.246	10.47102
22.14584	245.3323	10.47088
22.15417	245.417	10.47076
22.1625	245.5004	10.47067
22.17084	245.5822	10.47058
22.17917	245.6642	10.4705
22.1875	245.751	10.4704
22.19583	245.834	10.47026
22.20416	245.9186	10.47013
22.2125	246.0028	10.46997
22.22083	246.0856	10.46987
22.22916	246.1706	10.46977
22.2375	246.2564	10.46969
22.24583	246.3381	10.46958
22.25417	246.4245	10.46947
22.2625	246.5062	10.46934
22.27084	246.592	10.46922
22.27917	246.6736	10.46913
22.2875	246.7582	10.46904
22.29584	246.8419	10.46892
22.30417	246.9257	10.46884
22.3125	247.0111	10.46874
22.32083	247.0942	10.46864
22.32916	247.1762	10.46854
22.3375	247.2598	10.46845
22.34583	247.3425	10.46834
22.35416	247.4291	10.4682
22.3625	247.5135	10.4681
22.37083	247.5954	10.46796
22.37917	247.6815	10.46782
22.3875	247.7644	10.46769
22.39584	247.8476	10.46753
