Time (min)	Temperature (C)	Weight (mg)
1.545834	39.30429	11.08038
1.554167	39.49187	11.08044
1.5625	39.68528	11.08044
1.570833	39.88194	11.08052
1.579166	40.06872	11.08054
1.5875	40.26468	11.08052
1.595833	40.4602	11.08051
1.604166	40.65381	11.08049
1.6125	40.84895	11.08049
1.620833	41.03803	11.08054
1.629167	41.23544	11.08049
1.6375	41.42755	11.08046
1.645834	41.62344	11.08047
1.654167	41.81895	11.08047
1.6625	42.0122	11.08049
1.670834	42.20546	11.08054
1.679166	42.39854	11.08055
1.6875	42.60041	11.08056
1.695834	42.78873	11.08056
1.704166	42.98104	11.08054
1.7125	43.17692	11.0806
1.720833	43.37368	11.08061
1.729166	43.56666	11.08063
1.7375	43.76109	11.08062
1.745833	43.95466	11.08064
1.754167	44.14743	11.08066
1.7625	44.34094	11.0807
1.770834	44.53852	11.08072
1.779167	44.73078	11.08077
1.7875	44.92579	11.08079
1.795834	45.12266	11.08079
1.804166	45.3135	11.08082
1.8125	45.505	11.08085
1.820834	45.69812	11.08088
1.829166	45.89074	11.0809
1.8375	46.0843	11.08089
1.845833	46.27731	11.0809
1.854166	46.4732	11.08092
1.8625	46.66624	11.08091
1.870833	46.8571	11.08091
1.879167	47.04918	11.08094
1.8875	47.24198	11.08093
1.895834	47.4376	11.08088
1.904167	47.62463	11.08085
1.9125	47.81404	11.0808
1.920834	48.01059	11.08079
1.929166	48.19535	11.08081
1.9375	48.39131	11.08081
1.945834	48.58351	11.08084
1.954166	48.77447	11.08089
1.9625	48.96512	11.08088
1.970833	49.15259	11.08089
1.979166	49.3396	11.08094
1.9875	49.53389	11.08096
1.995833	49.71859	11.08098
2.004166	49.90984	11.08099
2.0125	50.09969	11.08097
2.020833	50.28701	11.08097
2.029167	50.47456	11.08091
2.0375	50.66162	11.08095
2.045834	50.85041	11.08096
2.054166	51.03831	11.081
2.0625	51.22564	11.081
2.070834	51.4127	11.08104
2.079166	51.59837	11.08108
2.0875	51.7833	11.08112
2.095833	51.9749	11.08116
2.104167	52.162	11.0812
2.1125	52.3425	11.08125
2.120834	52.5294	11.08122
2.129166	52.71482	11.0813
2.1375	52.8963	11.08129
2.145833	53.0856	11.08128
2.154167	53.27038	11.0813
2.1625	53.4532	11.08135
2.170834	53.63346	11.08138
2.179166	53.81834	11.0814
2.1875	54.0031	11.08141
2.195834	54.18293	11.08144
2.204166	54.36524	11.08144
2.2125	54.54678	11.08137
2.220833	54.73176	11.08143
2.229167	54.91097	11.08147
2.2375	55.09441	11.0815
2.245834	55.27654	11.0815
2.254166	55.46119	11.08152
2.2625	55.63741	11.08154
2.270833	55.81843	11.08157
2.279167	55.99636	11.08157
2.2875	56.17986	11.0816
2.295834	56.35586	11.08159
2.304166	56.5345	11.08157
2.3125	56.71457	11.08156
2.320834	56.89325	11.08156
2.329166	57.07387	11.08159
2.3375	57.24754	11.0816
2.345833	57.4292	11.08159
2.354167	57.61952	11.08156
2.3625	57.792	11.08157
2.370834	57.95816	11.08159
2.379166	58.13642	11.08164
2.3875	58.3093	11.08166
2.395833	58.48486	11.08169
2.404167	58.66546	11.08169
2.4125	58.83701	11.08166
2.420834	59.01353	11.08164
2.429166	59.18865	11.08166
2.4375	59.35863	11.08168
2.445834	59.53772	11.0817
2.454166	59.70984	11.08172
2.4625	59.88243	11.08175
2.470833	60.05612	11.08179
2.479167	60.23268	11.08176
2.4875	60.40464	11.08176
2.495834	60.57288	11.0818
2.504166	60.74936	11.08181
2.5125	60.92348	11.0818
2.520833	61.08865	11.0818
2.529167	61.2683	11.08183
2.5375	61.44586	11.08183
2.545834	61.62574	11.08182
2.554166	61.79278	11.08181
2.5625	61.96074	11.08187
2.570834	62.11742	11.08189
2.579166	62.28936	11.08191
2.5875	62.45801	11.08193
2.595833	62.62468	11.08197
2.604167	62.79961	11.08202
2.6125	62.965	11.08203
2.620834	63.13787	11.08199
2.629166	63.30269	11.08196
2.6375	63.47586	11.08195
2.645833	63.64716	11.08189
2.654167	63.81292	11.08187
2.6625	63.97876	11.0818
2.670834	64.1447	11.08176
2.679166	64.3148	11.08179
2.6875	64.4826	11.08177
2.695834	64.64832	11.08174
2.704166	64.81629	11.08179
2.7125	64.98135	11.08181
2.720833	65.15026	11.08184
2.729167	65.31937	11.08188
2.7375	65.49658	11.08193
2.745834	65.66056	11.08203
2.754166	65.82988	11.08209
2.7625	65.99081	11.08209
2.770833	66.1585	11.08215
2.779167	66.32376	11.0822
2.7875	66.4782	11.08225
2.795834	66.6374	11.08231
2.804166	66.80039	11.08236
2.8125	66.96549	11.08239
2.820834	67.13122	11.0824
2.829166	67.29618	11.08239
2.8375	67.45762	11.08242
2.845833	67.62319	11.08243
2.854167	67.7861	11.08243
2.8625	67.95056	11.08242
2.870834	68.11241	11.08243
2.879166	68.2753	11.0824
2.8875	68.43909	11.08245
2.895833	68.60263	11.08253
2.904167	68.76189	11.08252
2.9125	68.92899	11.08251
2.920834	69.08984	11.0825
2.929166	69.25196	11.08245
2.9375	69.41588	11.08244
2.945834	69.5779	11.08239
2.954166	69.73513	11.08234
2.9625	69.89795	11.08231
2.970833	70.06132	11.08219
2.979167	70.2253	11.08209
2.9875	70.38504	11.08208
2.995834	70.56232	11.08206
3.004166	70.7223	11.0821
3.0125	70.87795	11.08214
3.020833	71.03394	11.08215
3.029167	71.18962	11.08222
3.0375	71.35522	11.08224
3.045834	71.51482	11.08227
3.054166	71.67111	11.08235
3.0625	71.83544	11.08236
3.070834	71.99512	11.08236
3.079166	72.15532	11.08238
3.0875	72.31794	11.08234
3.095833	72.47914	11.0823
3.104167	72.63945	11.08237
3.1125	72.80171	11.08237
3.120834	72.9571	11.0824
3.129166	73.1189	11.08243
3.1375	73.27815	11.08245
3.145833	73.43489	11.08246
3.154167	73.60205	11.08251
3.1625	73.75922	11.08251
3.170834	73.91968	11.0825
3.179166	74.08062	11.08253
3.1875	74.23843	11.08248
3.195834	74.39955	11.08248
3.204167	74.56098	11.08247
3.2125	74.71345	11.08247
3.220833	74.87869	11.08243
3.229167	75.03744	11.08244
3.2375	75.19678	11.08242
3.245834	75.35524	11.08241
3.254166	75.51494	11.0824
3.2625	75.67358	11.08235
3.270833	75.834	11.08233
3.279167	75.9918	11.08231
3.2875	76.1512	11.08229
3.295833	76.31139	11.08226
3.304166	76.46922	11.08231
3.3125	76.63114	11.08232
3.320834	76.79184	11.08234
3.329167	76.94712	11.08234
3.3375	77.10808	11.0824
3.345833	77.26894	11.08247
3.354167	77.42442	11.08251
3.3625	77.5827	11.08256
3.370834	77.74646	11.08259
3.379166	77.90571	11.0826
3.3875	78.06209	11.08256
3.395833	78.2207	11.08254
3.404167	78.38224	11.08255
3.4125	78.54263	11.08255
3.420833	78.69758	11.0825
3.429166	78.85839	11.08244
3.4375	79.0159	11.08239
3.445834	79.17676	11.08234
3.454167	79.3377	11.08228
3.4625	79.49482	11.08225
3.470833	79.65636	11.08226
3.479167	79.81624	11.08228
3.4875	79.97738	11.08229
3.495834	80.13396	11.08229
3.504166	80.29042	11.0823
3.5125	80.45361	11.08234
3.520833	80.61105	11.08237
3.529167	80.7715	11.0824
3.5375	80.92906	11.08245
3.545833	81.08887	11.08248
3.554166	81.24844	11.08246
3.5625	81.40816	11.08242
3.570834	81.56814	11.0824
3.579167	81.72769	11.0824
3.5875	81.8862	11.0824
3.595833	82.04648	11.08237
3.604167	82.20545	11.08235
3.6125	82.36724	11.08233
3.620834	82.52751	11.08235
3.629166	82.68934	11.08236
3.6375	82.84722	11.08238
3.645833	83.00447	11.08241
3.654167	83.16634	11.08241
3.6625	83.32724	11.08243
3.670833	83.485	11.08245
3.679166	83.64688	11.08246
3.6875	83.80669	11.0825
3.695834	83.9712	11.08252
3.704167	84.12774	11.08246
3.7125	84.28419	11.08238
3.720833	84.44603	11.08235
3.729167	84.60858	11.08229
3.7375	84.76747	11.08224
3.745834	84.93028	11.08218
3.754166	85.08996	11.08211
3.7625	85.25249	11.08206
3.770833	85.41381	11.08202
3.779167	85.57384	11.08197
3.7875	85.73561	11.08204
3.795833	85.89799	11.08209
3.804166	86.05415	11.0821
3.8125	86.21825	11.08216
3.820834	86.37951	11.0822
3.829167	86.53734	11.08223
3.8375	86.69982	11.08224
3.845833	86.85968	11.08224
3.854167	87.02538	11.08219
3.8625	87.18429	11.08214
3.870834	87.34303	11.08205
3.879166	87.50851	11.08203
3.8875	87.66926	11.08205
3.895833	87.83231	11.08199
3.904167	87.9896	11.08199
3.9125	88.15305	11.08199
3.920833	88.31311	11.082
3.929166	88.47801	11.08203
3.9375	88.63681	11.08207
3.945834	88.80055	11.08211
3.954167	88.96344	11.08215
3.9625	89.12411	11.08215
3.970833	89.28554	11.08211
3.979167	89.45099	11.08211
3.9875	89.62288	11.08209
3.995834	89.77982	11.08209
4.004166	89.93781	11.0821
4.0125	90.09672	11.08211
4.020834	90.25988	11.08213
4.029167	90.42424	11.08218
4.0375	90.58684	11.08221
4.045833	90.74946	11.08222
4.054167	90.91004	11.08224
4.0625	91.0716	11.08224
4.070833	91.23679	11.08224
4.079167	91.40076	11.08223
4.0875	91.56139	11.0822
4.095833	91.72665	11.08218
4.104166	91.88996	11.08216
4.1125	92.05199	11.08212
4.120834	92.21481	11.08208
4.129166	92.37819	11.08209
4.1375	92.54181	11.08207
4.145834	92.70491	11.08207
4.154167	92.86964	11.08206
4.1625	93.03461	11.08202
4.170833	93.19822	11.08202
4.179167	93.36004	11.08201
4.1875	93.52348	11.08198
4.195833	93.68398	11.08196
4.204167	93.84714	11.08194
4.2125	94.01376	11.08191
4.220833	94.17674	11.0819
4.229166	94.33992	11.08189
4.2375	94.50606	11.08184
4.245834	94.67053	11.08184
4.254166	94.8447	11.08178
4.2625	95.00874	11.08174
4.270834	95.17628	11.08169
4.279167	95.33874	11.08164
4.2875	95.49762	11.08157
4.295833	95.65395	11.08154
4.304167	95.81661	11.08144
4.3125	95.98136	11.0814
4.320833	96.1462	11.08138
4.329167	96.31181	11.08132
4.3375	96.47601	11.0813
4.345833	96.64149	11.08126
4.354166	96.80947	11.08126
4.3625	96.97345	11.08125
4.370834	97.13789	11.0813
4.379166	97.30238	11.08131
4.3875	97.46805	11.08136
4.395834	97.63025	11.08138
4.404167	97.7998	11.0814
4.4125	97.95995	11.08144
4.420833	98.12696	11.08145
4.429167	98.29707	11.08145
4.4375	98.46066	11.08142
4.445833	98.62222	11.08141
4.454167	98.79019	11.08137
4.4625	98.95434	11.08134
4.470833	99.12039	11.08126
4.479166	99.28259	11.08116
4.4875	99.45222	11.08111
4.495834	99.61684	11.08108
4.504166	99.78468	11.081
4.5125	99.9482	11.08098
4.520834	100.1151	11.08093
4.529167	100.2768	11.08091
4.5375	100.4456	11.08089
4.545833	100.6139	11.08086
4.554167	100.779	11.0809
4.5625	100.9449	11.08092
4.570833	101.1129	11.08091
4.579167	101.2761	11.08091
4.5875	101.4394	11.08091
4.595833	101.6105	11.08089
4.604166	101.7761	11.08092
4.6125	101.9398	11.08091
4.620834	102.1073	11.08089
4.629166	102.2732	11.08087
4.6375	102.4381	11.08079
4.645834	102.6088	11.0807
4.654167	102.7716	11.08068
4.6625	102.9426	11.08062
4.670833	103.1064	11.0806
4.679167	103.2722	11.08061
4.6875	103.4358	11.08053
4.695833	103.6041	11.0805
4.704167	103.7712	11.08047
4.7125	103.9416	11.08046
4.720833	104.1075	11.08045
4.729166	104.2748	11.08044
4.7375	104.4398	11.08038
4.745834	104.605	11.08035
4.754166	104.7773	11.08029
4.7625	104.9409	11.08024
4.770834	105.11	11.08028
4.779167	105.2764	11.08025
4.7875	105.4422	11.08021
4.795833	105.6118	11.08016
4.804167	105.7752	11.08018
4.8125	105.9443	11.08021
4.820833	106.1075	11.08024
4.829167	106.2794	11.08026
4.8375	106.4453	11.08028
4.845833	106.6126	11.08024
4.854166	106.782	11.08019
4.8625	106.948	11.08016
4.870834	107.1148	11.08015
4.879166	107.2824	11.0801
4.8875	107.4501	11.08004
4.895834	107.6174	11.07999
4.904167	107.7841	11.07993
4.9125	107.9528	11.0799
4.920833	108.1211	11.07988
4.929167	108.2872	11.07986
4.9375	108.4554	11.07981
4.945833	108.6239	11.07976
4.954167	108.7921	11.07972
4.9625	108.9598	11.07971
4.970833	109.1244	11.0797
4.979166	109.2942	11.07969
4.9875	109.4611	11.07965
4.995834	109.6274	11.07959
5.004166	109.7974	11.07955
5.0125	109.9742	11.07951
5.020834	110.1448	11.07948
5.029167	110.3109	11.07947
5.0375	110.478	11.07943
5.045833	110.6458	11.07937
5.054167	110.8123	11.07934
5.0625	110.9674	11.07925
5.070833	111.1381	11.0792
5.079167	111.3075	11.07916
5.0875	111.4734	11.07912
5.095833	111.6419	11.07907
5.104166	111.8086	11.07902
5.1125	111.9776	11.07895
5.120834	112.1456	11.07893
5.129166	112.3164	11.07894
5.1375	112.4843	11.07889
5.145834	112.6483	11.07889
5.154167	112.8164	11.07887
5.1625	112.9842	11.07886
5.170833	113.1528	11.07884
5.179167	113.3218	11.0788
5.1875	113.4916	11.0788
5.195833	113.6573	11.07881
5.204167	113.8238	11.07876
5.2125	113.991	11.07869
5.220833	114.162	11.07865
5.229166	114.3298	11.07861
5.2375	114.4966	11.07857
5.245834	114.6646	11.07852
5.254166	114.8352	11.07846
5.2625	115.0028	11.07841
5.270834	115.1722	11.07832
5.279168	115.3393	11.07826
5.2875	115.5064	11.07819
5.295832	115.6758	11.07815
5.304168	115.8441	11.07814
5.3125	116.0138	11.0781
5.320832	116.1801	11.07806
5.329168	116.349	11.07802
5.3375	116.5192	11.07796
5.345832	116.6881	11.07788
5.354166	116.8538	11.07782
5.3625	117.0199	11.07774
5.370834	117.1886	11.0777
5.379166	117.3547	11.07765
5.3875	117.5274	11.07757
5.395834	117.6944	11.07755
5.404168	117.8612	11.07753
5.4125	118.03	11.07749
5.420832	118.1976	11.07748
5.429168	118.3656	11.07747
5.4375	118.5352	11.07746
5.445832	118.7038	11.07746
5.454168	118.8724	11.07742
5.4625	119.0384	11.07735
5.470832	119.2082	11.07729
5.479166	119.376	11.07718
5.4875	119.544	11.07708
5.495834	119.7126	11.07698
5.504166	119.8788	11.07691
5.5125	120.0456	11.07683
5.520834	120.2136	11.07675
5.529168	120.3852	11.07667
5.5375	120.5514	11.07659
5.545832	120.7218	11.07652
5.554168	120.8912	11.07646
5.5625	121.0596	11.07641
5.570832	121.225	11.0764
5.579168	121.3933	11.07635
5.5875	121.5649	11.07629
5.595832	121.7296	11.07625
5.604166	121.8987	11.07623
5.6125	122.07	11.07619
5.620834	122.2461	11.07614
5.629166	122.4033	11.07611
5.6375	122.5736	11.07606
5.645834	122.7393	11.076
5.654168	122.9193	11.07593
5.6625	123.0886	11.07588
5.670832	123.2566	11.07583
5.679168	123.4233	11.07578
5.6875	123.591	11.07573
5.695832	123.757	11.07566
5.704168	123.9281	11.07561
5.7125	124.0967	11.07553
5.720832	124.2691	11.07548
5.729166	124.4355	11.07542
5.7375	124.6014	11.07535
5.745834	124.7683	11.07527
5.754166	124.9358	11.0752
5.7625	125.1067	11.0751
5.770834	125.2719	11.07502
5.779168	125.4407	11.07493
5.7875	125.6061	11.07482
5.795832	125.7723	11.07475
5.804168	125.9324	11.07465
5.8125	126.0961	11.07453
5.820832	126.2663	11.07442
5.829168	126.4343	11.07431
5.8375	126.6025	11.07422
5.845832	126.7722	11.0742
5.854166	126.938	11.07412
5.8625	127.1057	11.07406
5.870834	127.2733	11.07404
5.879166	127.4384	11.07401
5.8875	127.6086	11.07399
5.895834	127.7745	11.07398
5.904168	127.9427	11.07397
5.9125	128.11	11.07397
5.920832	128.2789	11.07393
5.929168	128.4482	11.07385
5.9375	128.6138	11.07382
5.945832	128.7824	11.07376
5.954168	128.9505	11.0737
5.9625	129.1201	11.07361
5.970832	129.2808	11.07354
5.979166	129.4544	11.07345
5.9875	129.6221	11.07337
5.995834	129.7884	11.07329
6.004166	129.9543	11.07321
6.0125	130.1249	11.0731
6.020834	130.2897	11.073
6.029168	130.459	11.07294
6.0375	130.6236	11.07287
6.045832	130.7946	11.0728
6.054168	130.9629	11.07274
6.0625	131.1295	11.07268
6.070832	131.2982	11.0726
6.079168	131.4646	11.0725
6.0875	131.631	11.07243
6.095832	131.7994	11.07236
6.104166	131.9662	11.07226
6.1125	132.1367	11.07215
6.120834	132.3031	11.07205
6.129166	132.4774	11.07196
6.1375	132.6352	11.07186
6.145834	132.8044	11.07176
6.154168	132.9698	11.07167
6.1625	133.1407	11.0716
6.170832	133.3085	11.0715
6.179168	133.4748	11.0714
6.1875	133.6436	11.07133
6.195832	133.8108	11.07124
6.204168	133.975	11.07112
6.2125	134.1403	11.07102
6.220832	134.3103	11.07092
6.229166	134.4772	11.07083
6.2375	134.6469	11.07076
6.245834	134.8132	11.07067
6.254166	134.9801	11.0706
6.2625	135.147	11.07053
6.270834	135.3142	11.07044
6.279168	135.4831	11.07035
6.2875	135.6498	11.07029
6.295832	135.815	11.07019
6.304168	135.9817	11.07011
6.3125	136.1531	11.07001
6.320832	136.3175	11.0699
6.329168	136.4854	11.06978
6.3375	136.6546	11.06967
6.345832	136.821	11.06958
6.354166	136.9892	11.06947
6.3625	137.1538	11.06935
6.370834	137.322	11.06926
6.379166	137.4891	11.06916
6.3875	137.6572	11.06904
6.395834	137.8253	11.06898
6.404166	137.993	11.06888
6.4125	138.1604	11.06883
6.420832	138.3237	11.06874
6.429168	138.4914	11.06866
6.4375	138.6574	11.0686
6.445832	138.825	11.06856
6.454168	138.9928	11.06846
6.4625	139.1617	11.06839
6.470834	139.3264	11.06832
6.479166	139.496	11.06818
6.4875	139.6632	11.06808
6.495834	139.8297	11.06801
6.504166	139.9959	11.06794
6.5125	140.1621	11.06785
6.520834	140.3319	11.06778
6.529166	140.4971	11.06769
6.5375	140.6628	11.0676
6.545832	140.8306	11.06749
6.554168	140.998	11.06739
6.5625	141.163	11.06733
6.570832	141.3329	11.06722
6.579168	141.4937	11.06707
6.5875	141.6662	11.06686
6.595834	141.8334	11.06673
6.604166	141.9979	11.06653
6.6125	142.1635	11.06639
6.620834	142.3322	11.06625
6.629166	142.4966	11.06616
6.6375	142.6626	11.06606
6.645834	142.8331	11.06596
6.654166	142.9985	11.06585
6.6625	143.1652	11.06572
6.670832	143.3328	11.06564
6.679168	143.4989	11.06553
6.6875	143.6651	11.06545
6.695832	143.8301	11.06535
6.704168	143.9994	11.06528
6.7125	144.1633	11.06516
6.720834	144.3276	11.06499
6.729166	144.4931	11.06486
6.7375	144.659	11.06476
6.745834	144.8363	11.06466
6.754166	145.006	11.06454
6.7625	145.1736	11.06441
6.770834	145.336	11.0643
6.779166	145.5011	11.06418
6.7875	145.668	11.06402
6.795832	145.835	11.06386
6.804168	146.0001	11.06374
6.8125	146.166	11.06358
6.820832	146.3342	11.06345
6.829168	146.4974	11.06336
6.8375	146.6626	11.06323
6.845834	146.8198	11.06314
6.854166	146.9833	11.06301
6.8625	147.1476	11.06281
6.870834	147.3135	11.06271
6.879166	147.4776	11.06261
6.8875	147.6446	11.06249
6.895834	147.8117	11.06238
6.904166	147.9724	11.06225
6.9125	148.1407	11.06202
6.920832	148.307	11.06192
6.929168	148.4743	11.06175
6.9375	148.6362	11.06163
6.945832	148.8052	11.06158
6.954168	148.9685	11.06142
6.9625	149.1342	11.06131
6.970834	149.2984	11.0612
6.979166	149.4632	11.06108
6.9875	149.6315	11.06098
6.995834	149.7928	11.06094
7.004166	149.9594	11.06081
7.0125	150.1258	11.06069
7.020834	150.289	11.06053
7.029166	150.4552	11.06035
7.0375	150.6204	11.06026
7.045832	150.7854	11.0601
7.054168	150.9492	11.05995
7.0625	151.1155	11.05978
7.070832	151.2808	11.05962
7.079168	151.4421	11.05947
7.0875	151.6067	11.05935
7.095834	151.7754	11.05921
7.104166	151.9377	11.0591
7.1125	152.1053	11.05898
7.120834	152.268	11.05883
7.129166	152.4339	11.05873
7.1375	152.5997	11.05857
7.145834	152.7628	11.05843
7.154166	152.9288	11.05828
7.1625	153.0921	11.05812
7.170832	153.2578	11.05796
7.179168	153.4228	11.05784
7.1875	153.5858	11.05766
7.195832	153.7523	11.05753
7.204168	153.9152	11.05738
7.2125	154.0799	11.05719
7.220834	154.244	11.05703
7.229166	154.4082	11.05687
7.2375	154.5719	11.05674
7.245834	154.736	11.05659
7.254166	154.9003	11.05643
7.2625	155.0666	11.05626
7.270834	155.2306	11.05613
7.279166	155.3961	11.05597
7.2875	155.5583	11.0558
7.295832	155.7221	11.05569
7.304168	155.8837	11.0556
7.3125	156.0488	11.05556
7.320832	156.21	11.05546
7.329168	156.3744	11.05534
7.3375	156.5362	11.05524
7.345834	156.6991	11.0552
7.354166	156.8605	11.05516
7.3625	157.0223	11.05519
7.370834	157.1851	11.05522
7.379166	157.3454	11.05526
7.3875	157.5059	11.05536
7.395834	157.6668	11.05552
7.404166	157.8287	11.05577
7.4125	157.9913	11.05604
7.420832	158.1514	11.05628
7.429168	158.3109	11.05644
7.4375	158.4732	11.05654
7.445832	158.634	11.05654
7.454168	158.794	11.05641
7.4625	158.9514	11.05624
7.470834	159.1108	11.05588
7.479166	159.2702	11.05526
7.4875	159.4316	11.05449
7.495834	159.5889	11.05356
7.504166	159.7515	11.05246
7.5125	159.9091	11.05126
7.520834	160.0712	11.04997
7.529166	160.2268	11.04859
7.5375	160.389	11.04721
7.545832	160.5466	11.0457
7.554168	160.7086	11.04423
7.5625	160.8664	11.04279
7.570832	161.0299	11.04139
7.579168	161.1882	11.04008
7.5875	161.3492	11.03888
7.595834	161.5151	11.03777
7.604166	161.6749	11.03677
7.6125	161.8345	11.03587
7.620834	161.9969	11.03506
7.629166	162.1606	11.03434
7.6375	162.3249	11.03371
7.645834	162.4868	11.03319
7.654166	162.6495	11.03276
7.6625	162.8149	11.03234
7.670832	162.9791	11.03199
7.679168	163.1458	11.03168
7.6875	163.3107	11.03144
7.695832	163.4732	11.03122
7.704168	163.6391	11.03103
7.7125	163.8045	11.03087
7.720834	163.9742	11.03068
7.729166	164.139	11.03046
