Time (min)	Temperature (C)	Weight (mg)
10.52916	29.87783	10.95902
10.55834	29.90967	10.95893
10.59167	29.9439	10.95879
10.62084	29.97102	10.95872
10.65	29.99912	10.95878
10.68333	30.03267	10.95886
10.7125	30.06165	10.95885
10.74167	30.09153	10.95878
10.775	30.12412	10.95869
10.80417	30.15704	10.95876
10.83333	30.1833	10.95884
10.86667	30.21981	10.9588
10.89583	30.24539	10.9586
10.925	30.27682	10.95845
10.95833	30.309	10.95851
10.9875	30.33756	10.95857
11.01666	30.36638	10.95849
11.05	30.39966	10.95839
11.07916	30.4292	10.95849
11.10834	30.45816	10.9587
11.14166	30.49287	10.95881
11.17084	30.52252	10.95876
11.2	30.55038	10.95869
11.23334	30.583	10.95864
11.2625	30.62069	10.95868
11.29166	30.65863	10.95868
11.325	30.69129	10.95859
11.35417	30.71154	10.9586
11.38333	30.74914	10.9587
11.41666	30.7814	10.95876
11.44583	30.80908	10.9586
11.475	30.82368	10.95846
11.50833	30.85476	10.95851
11.5375	30.8825	10.9586
11.56666	30.91158	10.95862
11.6	30.94497	10.95866
11.62916	30.97517	10.95874
11.65834	31.00366	10.95878
11.69166	31.03551	10.95877
11.72084	31.06705	10.95878
11.75	31.1047	10.95876
11.78334	31.1424	10.95862
11.8125	31.16532	10.95857
11.84167	31.18754	10.95849
11.875	31.21888	10.95856
11.90416	31.24825	10.95855
11.93333	31.27756	10.9586
11.96667	31.31234	10.95863
11.99584	31.34144	10.95874
12.025	31.37053	10.95873
12.05833	31.40331	10.95871
12.0875	31.43195	10.95865
12.11667	31.46202	10.95863
12.15	31.49688	10.95863
12.17917	31.52526	10.95864
12.20833	31.5542	10.95868
12.24167	31.59123	10.9587
12.27083	31.61928	10.95872
12.3	31.64601	10.95871
12.33333	31.67988	10.95869
12.3625	31.7094	10.95866
12.39166	31.73791	10.95872
12.425	31.77084	10.95874
12.45416	31.80156	10.95862
12.48334	31.82916	10.9585
12.51666	31.86345	10.95854
12.54584	31.89306	10.95868
12.575	31.92208	10.95876
12.60834	31.95418	10.95876
12.6375	31.98508	10.9588
12.66666	32.01433	10.95877
12.7	32.04793	10.95876
12.72917	32.07722	10.95877
12.75833	32.1063	10.95881
12.79166	32.14071	10.95875
12.82083	32.16874	10.95867
12.85	32.19782	10.95853
12.88333	32.24192	10.95836
12.9125	32.27509	10.95831
12.94167	32.29304	10.95846
12.975	32.3214	10.95852
13.00417	32.34792	10.95848
13.03334	32.3805	10.95845
13.06667	32.41203	10.95853
13.09584	32.4415	10.95848
13.125	32.47006	10.95842
13.15834	32.50868	10.95831
13.1875	32.54916	10.9583
13.21667	32.57614	10.95839
13.25	32.6072	10.95846
13.27916	32.61891	10.9585
13.30833	32.65041	10.9585
13.34167	32.68492	10.95853
13.37083	32.71355	10.9585
13.4	32.74321	10.95846
13.43333	32.77586	10.95844
13.4625	32.80338	10.95841
13.49167	32.8328	10.95841
13.525	32.86844	10.95842
13.55417	32.8944	10.9584
13.58333	32.92654	10.95837
13.61667	32.95813	10.95839
13.64583	32.98768	10.95843
13.675	33.02463	10.95843
13.70833	33.06735	10.95828
13.7375	33.09652	10.95814
13.76666	33.12384	10.95805
13.8	33.1425	10.95816
13.82916	33.17034	10.95832
13.85834	33.2005	10.9584
13.89166	33.233	10.9584
13.92084	33.26352	10.95841
13.95	33.29553	10.95848
13.98334	33.32709	10.95857
14.0125	33.36768	10.95851
14.04166	33.39547	10.95846
14.075	33.42762	10.95847
14.10417	33.45836	10.95854
14.13333	33.48632	10.9585
14.16666	33.51811	10.95845
14.19583	33.54782	10.95845
14.225	33.57461	10.9585
14.25833	33.60702	10.9584
14.2875	33.6205	10.95833
14.31667	33.64972	10.95826
14.35	33.68414	10.95822
14.37917	33.71596	10.9582
14.40834	33.74378	10.95824
14.44167	33.77534	10.95832
14.47084	33.80348	10.95837
14.5	33.8345	10.95839
14.53334	33.86529	10.95843
14.5625	33.89298	10.95846
14.59167	33.92618	10.95844
14.625	33.95734	10.95837
14.65416	33.98764	10.95838
14.68333	34.01572	10.95834
14.71667	34.04886	10.95831
14.74583	34.07778	10.95832
14.775	34.10735	10.95848
14.80833	34.14206	10.95852
14.8375	34.17095	10.9584
14.86667	34.20158	10.95828
14.9	34.2336	10.95834
14.92917	34.26496	10.95838
14.95833	34.2948	10.95827
14.99167	34.32838	10.95826
15.02083	34.35551	10.95829
15.05	34.3913	10.95831
15.08333	34.41732	10.95823
15.1125	34.44806	10.95825
15.14166	34.47791	10.9583
15.175	34.51178	10.95835
15.20416	34.54255	10.95836
15.23334	34.57024	10.95834
15.26666	34.60485	10.95836
15.29584	34.63348	10.95837
15.325	34.66145	10.95837
15.35834	34.69666	10.95834
15.3875	34.72224	10.95832
15.41666	34.75463	10.95834
15.45	34.7877	10.95833
15.47917	34.82209	10.95829
15.50833	34.8484	10.95826
15.54166	34.88123	10.9583
15.57083	34.91042	10.95832
15.6	34.93978	10.95831
15.63333	34.97458	10.95831
15.6625	35.00188	10.95836
15.69167	35.02989	10.95831
15.725	35.06306	10.95824
15.75417	35.0939	10.95827
15.78334	35.12241	10.95834
15.81667	35.15425	10.95839
15.84584	35.18525	10.95834
15.875	35.21597	10.95836
15.90834	35.25078	10.95839
15.9375	35.27667	10.95841
15.96667	35.30508	10.95844
16	35.33545	10.95846
16.02917	35.36791	10.9585
16.05833	35.39655	10.95845
16.09166	35.4456	10.95832
16.12083	35.464	10.95826
16.15	35.4885	10.95819
16.18333	35.52706	10.95808
16.2125	35.55326	10.95799
16.24167	35.5812	10.95803
16.275	35.6138	10.95819
16.30417	35.64162	10.95834
16.33334	35.66906	10.95846
16.36667	35.70437	10.95846
16.39584	35.73474	10.95838
16.425	35.76788	10.95834
16.45834	35.79727	10.95828
16.4875	35.8275	10.95819
16.51667	35.85406	10.95808
16.55	35.88802	10.95812
16.57916	35.91976	10.95818
16.60833	35.9461	10.95823
16.64167	35.97893	10.95824
16.67084	36.00852	10.95828
16.7	36.03637	10.95816
16.73333	36.07016	10.9581
16.7625	36.09972	10.9581
16.79166	36.12982	10.95824
16.825	36.15867	10.9583
16.85416	36.19083	10.95835
16.88333	36.22079	10.95835
16.91666	36.26468	10.9583
16.94583	36.29008	10.95825
16.975	36.31267	10.9582
17.00833	36.3461	10.95818
17.0375	36.3748	10.95812
17.06666	36.40213	10.95805
17.1	36.43555	10.95804
17.12917	36.47921	10.95808
17.15833	36.50996	10.95812
17.19166	36.53061	10.95805
17.22083	36.57037	10.95801
17.25	36.58629	10.95794
17.28333	36.61668	10.9579
17.3125	36.6455	10.958
17.34166	36.674	10.95808
17.375	36.70868	10.9581
17.40417	36.73562	10.95807
17.43333	36.76546	10.9581
17.46666	36.79716	10.95814
17.49583	36.82768	10.95816
17.525	36.87082	10.95808
17.55833	36.90674	10.95793
17.5875	36.93233	10.9579
17.61667	36.94762	10.958
17.65	36.98006	10.9581
17.67917	37.0126	10.95809
17.70834	37.0397	10.95815
17.74167	37.07334	10.95816
17.77084	37.10156	10.95822
17.8	37.13194	10.95825
17.83334	37.16455	10.9583
17.8625	37.1952	10.95824
17.89167	37.22186	10.95813
17.925	37.2538	10.95811
17.95416	37.2829	10.95818
17.98333	37.31159	10.9582
18.01667	37.35324	10.95812
18.04584	37.39143	10.95803
18.075	37.42211	10.95797
18.10833	37.45032	10.95803
18.1375	37.46581	10.95817
18.16666	37.49608	10.95828
18.2	37.52816	10.9583
18.22916	37.5562	10.95824
18.25833	37.58424	10.95821
18.29166	37.61748	10.95819
18.32083	37.6476	10.95815
18.35	37.6773	10.95812
18.38333	37.70882	10.95809
18.4125	37.74086	10.95815
18.44166	37.76848	10.95818
18.475	37.80192	10.95822
18.50417	37.83067	10.9582
18.53333	37.8606	10.95821
18.56666	37.89347	10.95826
18.59583	37.92323	10.95834
18.625	37.95316	10.95832
18.65833	37.98555	10.95825
18.6875	38.01572	10.95819
18.71666	38.04562	10.95819
18.75	38.07742	10.95821
18.77917	38.11022	10.95827
18.80833	38.13678	10.95831
18.84166	38.17187	10.95831
18.87083	38.19872	10.95826
18.9	38.22725	10.95826
18.93333	38.25914	10.95825
18.9625	38.28832	10.95825
18.99167	38.32144	10.95817
19.025	38.35363	10.95811
19.05417	38.38347	10.95807
19.08334	38.4112	10.95805
19.11667	38.44645	10.95805
19.14584	38.47556	10.95808
19.175	38.50446	10.95813
19.20834	38.53798	10.95818
19.2375	38.56785	10.95818
19.26667	38.5949	10.95818
19.3	38.6289	10.95817
19.32916	38.65625	10.95816
19.35833	38.6889	10.95813
19.39167	38.72202	10.95815
19.42084	38.74996	10.95808
19.45	38.78002	10.95805
19.48333	38.81182	10.95808
19.5125	38.83986	10.9582
19.54166	38.86865	10.95824
19.575	38.90414	10.95824
19.60416	38.93025	10.9582
19.63333	38.96059	10.95813
19.66666	38.9949	10.9581
19.69583	39.02402	10.95814
19.725	39.05225	10.95819
19.75833	39.08732	10.95811
19.7875	39.11736	10.95808
19.81666	39.14475	10.95811
19.85	39.17878	10.95814
19.87917	39.20679	10.95812
19.90833	39.23557	10.95805
19.94166	39.2701	10.95798
19.97083	39.2979	10.95793
20	39.32541	10.95797
20.03333	39.35984	10.95806
20.0625	39.38961	10.95816
20.09166	39.42324	10.95816
20.125	39.46881	10.95806
20.15417	39.48884	10.95796
20.18333	39.50915	10.95796
20.21666	39.54258	10.95798
20.24583	39.57188	10.95795
20.275	39.60076	10.95787
20.30833	39.64958	10.95782
20.3375	39.67783	10.95781
20.36667	39.70764	10.95784
20.4	39.74236	10.95792
20.42917	39.76828	10.95798
20.45834	39.79714	10.95802
20.49167	39.83041	10.95794
20.52084	39.85834	10.95786
20.55	39.88257	10.95778
20.58334	39.90529	10.95776
20.6125	39.93306	10.9578
20.64167	39.9643	10.95792
20.675	39.99576	10.95799
20.70416	40.02635	10.95794
20.73333	40.05152	10.95787
20.76667	40.08524	10.9577
20.79584	40.11461	10.9576
20.825	40.1434	10.95766
20.85833	40.17532	10.95782
20.8875	40.205	10.95792
20.91666	40.23677	10.95795
20.95	40.26706	10.95798
20.97916	40.29862	10.95792
21.00833	40.32753	10.95792
21.04166	40.36235	10.95786
21.07083	40.39224	10.9579
21.1	40.42133	10.95789
21.13333	40.45369	10.95794
21.1625	40.48567	10.95794
21.19166	40.51082	10.9578
21.225	40.54557	10.9577
21.25417	40.57239	10.95763
21.28333	40.60272	10.9577
21.31666	40.63855	10.95773
21.34583	40.66564	10.95786
21.375	40.69622	10.95794
21.40833	40.72729	10.95786
21.4375	40.76003	10.95776
21.46666	40.79054	10.95779
21.5	40.82216	10.95792
21.52917	40.8531	10.95792
21.55833	40.88206	10.95785
21.59166	40.91453	10.95779
21.62083	40.94409	10.95782
21.65	40.97119	10.95782
21.68333	41.00612	10.95785
21.7125	41.0408	10.95783
21.74167	41.08102	10.95776
21.775	41.11303	10.9578
21.80417	41.14289	10.95789
21.83334	41.17044	10.95796
21.86667	41.2037	10.95791
21.89584	41.23013	10.95787
21.925	41.25062	10.95788
21.95834	41.27638	10.958
21.9875	41.30526	10.95803
22.01667	41.33805	10.95795
22.05	41.36806	10.95794
22.07916	41.39672	10.95795
22.10834	41.42685	10.95795
22.14167	41.46316	10.95786
22.17084	41.49609	10.95787
22.2	41.51921	10.9579
22.23334	41.55243	10.95792
22.2625	41.58466	10.9579
22.29167	41.61163	10.95785
22.325	41.64421	10.95775
22.35416	41.6731	10.95763
22.38333	41.7047	10.95762
22.41667	41.73614	10.95765
22.44583	41.76594	10.9577
22.475	41.7948	10.95776
22.50833	41.82663	10.95782
22.5375	41.85362	10.95788
22.56666	41.88521	10.95792
22.6	41.91942	10.95793
22.62917	41.94719	10.95788
22.65833	41.97466	10.9578
22.69166	42.01022	10.9578
22.72083	42.0388	10.95782
22.75	42.06947	10.95786
22.78333	42.10874	10.95787
22.8125	42.13376	10.95784
22.84166	42.16026	10.95774
22.875	42.1922	10.95771
22.90417	42.22288	10.95776
22.93333	42.25467	10.95777
22.96666	42.28734	10.95762
22.99583	42.31446	10.95744
23.025	42.34409	10.95757
23.05833	42.37609	10.95772
23.0875	42.4068	10.95782
23.11667	42.44834	10.95785
23.15	42.4824	10.95788
23.17917	42.50338	10.95787
23.20834	42.52553	10.95779
23.24167	42.5584	10.95779
23.27084	42.58831	10.95781
23.3	42.61993	10.95781
23.33334	42.65483	10.95769
23.3625	42.67979	10.95759
23.39167	42.70636	10.95766
23.425	42.7402	10.95781
23.45416	42.76865	10.95788
23.48334	42.80701	10.95788
23.51667	42.83268	10.95789
23.54584	42.8638	10.95785
23.575	42.89264	10.95782
23.60834	42.9245	10.95771
23.6375	42.95441	10.95765
23.66667	42.98513	10.95769
23.7	43.0189	10.9578
23.72916	43.04679	10.9578
23.75833	43.07608	10.9578
23.79167	43.10873	10.95783
23.82083	43.13833	10.95786
23.85	43.16558	10.95781
23.88333	43.19819	10.9578
23.9125	43.22854	10.9578
23.94166	43.25574	10.95784
23.975	43.29306	10.95781
24.00417	43.33572	10.95776
24.03333	43.34982	10.95781
24.06666	43.38156	10.95789
24.09583	43.42545	10.95793
24.125	43.45541	10.9579
24.15833	43.4808	10.9579
24.1875	43.50386	10.95778
24.21666	43.53192	10.95764
24.25	43.56653	10.95759
24.27917	43.5927	10.95767
24.30833	43.62224	10.95763
24.34166	43.6681	10.9575
24.37083	43.68522	10.95754
24.4	43.71303	10.95763
24.43333	43.74596	10.95772
24.4625	43.77675	10.9577
24.49167	43.8055	10.95774
24.525	43.83944	10.95779
24.55417	43.86926	10.95781
24.58334	43.89597	10.95779
24.61667	43.93041	10.95773
24.64584	43.95996	10.9577
24.675	43.98791	10.9577
24.70834	44.0247	10.95768
24.7375	44.06732	10.95768
24.76667	44.08262	10.95777
24.8	44.11516	10.95779
24.82916	44.1436	10.95781
24.85834	44.17417	10.9578
24.89167	44.2064	10.95784
24.92084	44.2499	10.95789
24.95	44.26604	10.95794
24.98334	44.29503	10.95792
25.0125	44.3332	10.95788
25.04167	44.36879	10.95784
25.075	44.40554	10.95774
25.10416	44.4325	10.95765
25.13333	44.46164	10.95768
25.16667	44.48069	10.95777
25.19583	44.5083	10.95784
25.225	44.53998	10.95785
25.25833	44.57172	10.95788
25.2875	44.601	10.95789
25.31666	44.63165	10.95788
25.35	44.67787	10.95782
25.37917	44.70856	10.95778
25.40833	44.72675	10.95775
25.44166	44.75339	10.95778
25.47083	44.78156	10.95775
25.5	44.81754	10.9578
25.53333	44.844	10.95782
25.5625	44.8743	10.95786
25.59166	44.90028	10.95781
25.625	44.93704	10.95783
25.65417	44.96623	10.95785
25.68333	44.99223	10.95782
25.71666	45.02631	10.95779
25.74583	45.05641	10.95775
25.775	45.08466	10.95771
25.80833	45.11988	10.95767
25.8375	45.14994	10.95759
25.86666	45.17656	10.95746
25.9	45.21062	10.95737
25.92916	45.2411	10.95743
25.95834	45.2705	10.95754
25.99166	45.30145	10.95761
26.02084	45.33154	10.95759
26.05	45.3596	10.95754
26.08334	45.39316	10.95756
26.1125	45.42271	10.95765
26.14167	45.45154	10.95763
26.175	45.48526	10.95764
26.20416	45.514	10.9576
26.23334	45.54503	10.95762
26.26667	45.57818	10.95758
26.29584	45.60794	10.9576
26.325	45.63834	10.95764
26.35834	45.67211	10.95773
26.3875	45.70348	10.95774
26.41667	45.72728	10.95773
26.45	45.75941	10.95773
26.47916	45.78811	10.9577
26.50834	45.81972	10.95762
26.54167	45.85438	10.95752
26.57084	45.88106	10.95748
26.6	45.91158	10.95756
26.63334	45.94532	10.95766
26.6625	45.97491	10.95776
26.69166	46.00115	10.95777
26.725	46.03504	10.95779
26.75417	46.06575	10.95772
26.78333	46.09526	10.95772
26.81666	46.1286	10.95771
26.84583	46.15564	10.95768
26.875	46.18588	10.95761
26.90833	46.21807	10.95763
26.9375	46.2489	10.9576
26.96666	46.27885	10.95751
27	46.31438	10.95737
27.02917	46.34186	10.95739
27.05833	46.36963	10.95742
27.09166	46.40344	10.95749
27.12083	46.43078	10.95755
27.15	46.46126	10.95759
27.18333	46.49584	10.95757
27.2125	46.52622	10.95751
27.24166	46.55547	10.95753
27.275	46.58696	10.95764
27.30416	46.61314	10.95769
27.33334	46.64278	10.95774
27.36666	46.67838	10.95765
27.39584	46.7085	10.95763
27.425	46.73636	10.95744
27.45834	46.77148	10.95726
27.4875	46.79948	10.95724
27.51667	46.82834	10.95746
27.55	46.86026	10.95758
27.57916	46.89	10.95757
27.60834	46.91806	10.95754
27.64167	46.95198	10.95754
27.67084	46.98221	10.95753
27.7	47.01031	10.95751
27.73334	47.04535	10.95751
27.7625	47.07266	10.95746
27.79167	47.09964	10.95746
27.825	47.13604	10.95754
27.85416	47.16403	10.95763
27.88334	47.19246	10.95766
27.91667	47.22664	10.95762
27.94584	47.25818	10.95757
27.975	47.28562	10.95756
28.00834	47.32149	10.9576
28.0375	47.34858	10.9576
28.06666	47.37908	10.95754
28.1	47.41128	10.9575
28.12917	47.44094	10.9575
28.15833	47.46982	10.95747
28.19166	47.5029	10.9574
28.22083	47.53356	10.95732
28.25	47.5608	10.95731
28.28333	47.59366	10.95732
28.3125	47.62216	10.95726
28.34166	47.65262	10.95719
28.375	47.68496	10.95727
28.40417	47.71581	10.95741
28.43333	47.74496	10.95749
28.46666	47.77738	10.95746
28.49583	47.80547	10.95743
28.525	47.83533	10.95741
28.55833	47.86777	10.95735
28.5875	47.89843	10.95734
28.61666	47.92641	10.95728
28.65	47.95848	10.95742
28.67916	47.98715	10.95741
28.70834	48.0165	10.95743
28.74166	48.0498	10.95733
28.77084	48.07888	10.95731
28.8	48.10922	10.95724
28.83334	48.14156	10.95726
