"Time (min)"	"Temperature (°C)"	"Weight (mg)"
0.5458334	30.22830	20.44823
0.5541668	30.40702	20.44808
0.5625000	30.58940	20.44788
0.5708332	30.77805	20.44772
0.5791666	30.96938	20.44759
0.5875000	31.17010	20.44742
0.5958334	31.37024	20.44722
0.6041668	31.56924	20.44702
0.6125000	31.78066	20.44683
0.6208334	31.99406	20.44666
0.6291666	32.20925	20.44647
0.6375000	32.42488	20.44631
0.6458332	32.64881	20.44618
0.6541666	32.87162	20.44603
0.6625000	33.10778	20.44585
0.6708334	33.34192	20.44570
0.6791668	33.57860	20.44554
0.6875000	33.81742	20.44536
0.6958332	34.07028	20.44521
0.7041666	34.31546	20.44506
0.7125000	34.56965	20.44492
0.7208334	34.82866	20.44475
0.7291668	35.08708	20.44455
0.7375000	35.35428	20.44433
0.7458334	35.62832	20.44412
0.7541666	35.89669	20.44393
0.7625000	36.17197	20.44377
0.7708332	36.45420	20.44359
0.7791666	36.74219	20.44338
0.7875000	37.02966	20.44316
0.7958334	37.32022	20.44293
0.8041668	37.61568	20.44274
0.8125000	37.91568	20.44256
0.8208332	38.22006	20.44239
0.8291666	38.52438	20.44222
0.8375000	38.82937	20.44206
0.8458334	39.14108	20.44191
0.8541668	39.46002	20.44174
0.8625000	39.78150	20.44158
0.8708332	40.10495	20.44138
0.8791668	40.43426	20.44117
0.8875000	40.76053	20.44099
0.8958332	41.09247	20.44081
0.9041666	41.43144	20.44062
0.9125000	41.76954	20.44043
0.9208334	42.11160	20.44020
0.9291668	42.45982	20.43996
0.9375000	42.80959	20.43974
0.9458332	43.16508	20.43954
0.9541666	43.51900	20.43938
0.9625000	43.87668	20.43925
0.9708334	44.23889	20.43906
0.9791668	44.60231	20.43889
0.9875000	44.97026	20.43871
0.9958332	45.33580	20.43849
1.004167	45.71324	20.43828
1.012500	46.08619	20.43805
1.020833	46.46582	20.43784
1.029167	46.85094	20.43760
1.037500	47.23570	20.43732
1.045834	47.61896	20.43705
1.054167	48.00522	20.43678
1.062500	48.39800	20.43652
1.070833	48.79529	20.43625
1.079166	49.18914	20.43601
1.087500	49.59079	20.43574
1.095833	49.99244	20.43548
1.104166	50.39596	20.43521
1.112500	50.80548	20.43495
1.120833	51.21221	20.43471
1.129167	51.62438	20.43444
1.137500	52.03582	20.43414
1.145834	52.45165	20.43385
1.154167	52.87030	20.43357
1.162500	53.29043	20.43328
1.170834	53.71224	20.43297
1.179167	54.13974	20.43268
1.187500	54.56158	20.43239
1.195833	54.98819	20.43207
1.204166	55.41906	20.43175
1.212500	55.84870	20.43143
1.220833	56.28266	20.43112
1.229166	56.71575	20.43078
1.237500	57.15456	20.43042
1.245833	57.59010	20.43006
1.254167	58.03010	20.42974
1.262500	58.47326	20.42935
1.270834	58.91519	20.42895
1.279167	59.35684	20.42856
1.287500	59.80895	20.42817
1.295834	60.25276	20.42779
1.304167	60.70074	20.42739
1.312500	61.15144	20.42697
1.320833	61.60100	20.42657
1.329166	62.05551	20.42616
1.337500	62.50949	20.42571
1.345833	62.96580	20.42528
1.354166	63.42310	20.42486
1.362500	63.87989	20.42441
1.370833	64.33784	20.42391
1.379167	64.79550	20.42341
1.387500	65.25616	20.42295
1.395834	65.71894	20.42244
1.404167	66.17942	20.42192
1.412500	66.64282	20.42139
1.420834	67.10489	20.42086
1.429167	67.57418	20.42034
1.437500	68.03649	20.41981
1.445833	68.50556	20.41928
1.454166	68.97271	20.41878
1.462500	69.44097	20.41822
1.470833	69.91126	20.41761
1.479166	70.38145	20.41703
1.487500	70.85290	20.41642
1.495833	71.32476	20.41581
1.504167	71.79378	20.41519
1.512500	72.26638	20.41458
1.520834	72.74039	20.41394
1.529167	73.21139	20.41329
1.537500	73.68858	20.41261
1.545834	74.15996	20.41192
1.554167	74.63555	20.41125
1.562500	75.10803	20.41055
1.570833	75.58478	20.40985
1.579166	76.06040	20.40917
1.587500	76.53156	20.40845
1.595833	77.01348	20.40773
1.604166	77.48479	20.40699
1.612500	77.96295	20.40624
1.620833	78.43666	20.40548
1.629167	78.91058	20.40471
1.637500	79.38876	20.40393
1.645834	79.86665	20.40312
1.654167	80.33956	20.40229
1.662500	80.81519	20.40145
1.670834	81.29366	20.40059
1.679166	81.77358	20.39967
1.687500	82.24678	20.39878
1.695834	82.72306	20.39786
1.704166	83.20106	20.39693
1.712500	83.67440	20.39601
1.720833	84.14813	20.39506
1.729166	84.63042	20.39409
1.737500	85.10400	20.39316
1.745833	85.58316	20.39221
1.754167	86.05382	20.39125
1.762500	86.53716	20.39025
1.770834	87.00803	20.38921
1.779167	87.48278	20.38818
1.787500	87.95781	20.38715
1.795834	88.43511	20.38606
1.804166	88.91011	20.38496
1.812500	89.38540	20.38386
1.820834	89.85632	20.38273
1.829166	90.33295	20.38156
1.837500	90.80574	20.38036
1.845833	91.28076	20.37920
1.854166	91.75380	20.37803
1.862500	92.22358	20.37684
1.870833	92.69699	20.37562
1.879167	93.16918	20.37439
1.887500	93.64051	20.37313
1.895834	94.11011	20.37186
1.904167	94.57892	20.37055
1.912500	95.05043	20.36924
1.920834	95.51825	20.36789
1.929166	95.98672	20.36650
1.937500	96.45651	20.36512
1.945834	96.92496	20.36371
1.954166	97.39528	20.36227
1.962500	97.86299	20.36084
1.970833	98.32850	20.35941
1.979166	98.79342	20.35796
1.987500	99.25916	20.35650
1.995833	99.72369	20.35499
2.004166	100.1918	20.35348
2.012500	100.6539	20.35200
2.020833	101.1193	20.35047
2.029167	101.5820	20.34893
2.037500	102.0441	20.34736
2.045834	102.5030	20.34576
2.054166	102.9647	20.34414
2.062500	103.4266	20.34250
2.070834	103.8886	20.34086
2.079166	104.3460	20.33922
2.087500	104.8048	20.33759
2.095833	105.2620	20.33594
2.104167	105.7195	20.33425
2.112500	106.1754	20.33251
2.120834	106.6361	20.33075
2.129166	107.0902	20.32901
2.137500	107.5461	20.32727
2.145833	108.0003	20.32549
2.154167	108.4556	20.32368
2.162500	108.9061	20.32183
2.170834	109.3585	20.31995
2.179166	109.8118	20.31808
2.187500	110.2632	20.31618
2.195834	110.7144	20.31429
2.204166	111.1628	20.31240
2.212500	111.6142	20.31048
2.220833	112.0608	20.30856
2.229167	112.5079	20.30662
2.237500	112.9577	20.30465
2.245834	113.4038	20.30270
2.254166	113.8490	20.30073
2.262500	114.2938	20.29873
2.270833	114.7392	20.29672
2.279167	115.1824	20.29470
2.287500	115.6262	20.29266
2.295834	116.0710	20.29059
2.304166	116.5080	20.28849
2.312500	116.9501	20.28641
2.320834	117.3928	20.28432
2.329166	117.8360	20.28219
2.337500	118.2744	20.28005
2.345833	118.7149	20.27791
2.354167	119.1564	20.27576
2.362500	119.5908	20.27358
2.370834	120.0315	20.27140
2.379166	120.4701	20.26924
2.387500	120.9033	20.26706
2.395833	121.3376	20.26488
2.404167	121.7714	20.26267
2.412500	122.2074	20.26046
2.420834	122.6393	20.25824
2.429166	123.0714	20.25599
2.437500	123.5052	20.25374
2.445834	123.9375	20.25148
2.454166	124.3653	20.24921
2.462500	124.7965	20.24690
2.470833	125.2258	20.24458
2.479167	125.6549	20.24225
2.487500	126.0841	20.23992
2.495834	126.5142	20.23759
2.504166	126.9414	20.23525
2.512500	127.3704	20.23292
2.520833	127.7937	20.23057
2.529167	128.2178	20.22820
2.537500	128.6425	20.22579
2.545834	129.0653	20.22338
2.554166	129.4887	20.22102
2.562500	129.9112	20.21863
2.570834	130.3370	20.21622
2.579166	130.7615	20.21379
2.587500	131.1786	20.21136
2.595833	131.5992	20.20892
2.604167	132.0205	20.20648
2.612500	132.4420	20.20406
2.620834	132.8632	20.20166
2.629166	133.2839	20.19924
2.637500	133.7036	20.19678
2.645833	134.1230	20.19432
2.654167	134.5398	20.19189
2.662500	134.9585	20.18944
2.670834	135.3796	20.18695
2.679166	135.7952	20.18446
2.687500	136.2110	20.18196
2.695834	136.6262	20.17942
2.704166	137.0437	20.17691
2.712500	137.4552	20.17441
2.720833	137.8723	20.17185
2.729167	138.2881	20.16932
2.737500	138.7031	20.16680
2.745834	139.1151	20.16426
2.754166	139.5278	20.16174
2.762500	139.9434	20.15923
2.770833	140.3552	20.15667
2.779167	140.7702	20.15413
2.787500	141.1792	20.15158
2.795834	141.5936	20.14901
2.804166	142.0059	20.14647
2.812500	142.4218	20.14391
2.820834	142.8285	20.14134
2.829166	143.2418	20.13877
2.837500	143.6507	20.13619
2.845833	144.0604	20.13356
2.854167	144.4709	20.13098
2.862500	144.8812	20.12839
2.870834	145.2875	20.12578
2.879166	145.6961	20.12318
2.887500	146.1052	20.12054
2.895833	146.5146	20.11786
2.904167	146.9231	20.11521
2.912500	147.3330	20.11256
2.920834	147.7392	20.10992
2.929166	148.1455	20.10730
2.937500	148.5530	20.10467
2.945834	148.9579	20.10202
2.954166	149.3645	20.09939
2.962500	149.7701	20.09678
2.970833	150.1772	20.09416
2.979167	150.5860	20.09154
2.987500	150.9901	20.08888
2.995834	151.3963	20.08626
3.004166	151.8008	20.08362
3.012500	152.2077	20.08093
3.020833	152.6091	20.07824
3.029167	153.0162	20.07557
3.037500	153.4194	20.07289
3.045834	153.8260	20.07019
3.054166	154.2317	20.06748
3.062500	154.6328	20.06478
3.070834	155.0381	20.06209
3.079166	155.4427	20.05935
3.087500	155.8471	20.05659
3.095833	156.2503	20.05390
3.104167	156.6521	20.05120
3.112500	157.0536	20.04850
3.120834	157.4560	20.04580
3.129166	157.8613	20.04310
3.137500	158.2661	20.04040
3.145833	158.6666	20.03771
3.154167	159.0690	20.03499
3.162500	159.4700	20.03228
3.170834	159.8749	20.02961
3.179166	160.2754	20.02689
3.187500	160.6806	20.02415
3.195834	161.0811	20.02139
3.204167	161.4840	20.01862
3.212500	161.8855	20.01587
3.220833	162.2899	20.01311
3.229167	162.6902	20.01033
3.237500	163.0922	20.00752
3.245834	163.4921	20.00472
3.254166	163.8948	20.00190
3.262500	164.2934	19.99911
3.270833	164.6991	19.99634
3.279167	165.0988	19.99355
3.287500	165.5038	19.99069
3.295833	165.9027	19.98781
3.304166	166.3044	19.98492
3.312500	166.7074	19.98205
3.320834	167.1089	19.97923
3.329167	167.5090	19.97636
3.337500	167.9122	19.97349
3.345833	168.3130	19.97062
3.354167	168.7142	19.96769
3.362500	169.1168	19.96480
3.370834	169.5186	19.96194
3.379166	169.9226	19.95906
3.387500	170.3224	19.95619
3.395833	170.7268	19.95328
3.404167	171.1273	19.95030
3.412500	171.5310	19.94736
3.420833	171.9363	19.94439
3.429166	172.3368	19.94140
3.437500	172.7351	19.93840
3.445834	173.1381	19.93540
3.454167	173.5425	19.93238
3.462500	173.9456	19.92934
3.470833	174.3442	19.92632
3.479167	174.7511	19.92332
3.487500	175.1525	19.92033
3.495834	175.5562	19.91730
3.504166	175.9609	19.91428
3.512500	176.3635	19.91126
3.520833	176.7638	19.90828
3.529167	177.1665	19.90525
3.537500	177.5723	19.90221
3.545833	177.9756	19.89918
3.554166	178.3794	19.89614
3.562500	178.7824	19.89314
3.570834	179.1816	19.89008
3.579167	179.5862	19.88699
3.587500	179.9911	19.88391
3.595833	180.3939	19.88080
3.604167	180.7992	19.87766
3.612500	181.2014	19.87451
3.620834	181.6070	19.87136
3.629166	182.0110	19.86818
3.637500	182.4152	19.86498
3.645833	182.8182	19.86175
3.654167	183.2221	19.85858
3.662500	183.6250	19.85541
3.670833	184.0326	19.85222
3.679166	184.4373	19.84904
3.687500	184.8422	19.84585
3.695834	185.2464	19.84262
3.704167	185.6508	19.83942
3.712500	186.0563	19.83626
3.720833	186.4621	19.83304
3.729167	186.8674	19.82982
3.737500	187.2722	19.82656
3.745834	187.6787	19.82331
3.754166	188.0855	19.82006
3.762500	188.4901	19.81678
3.770833	188.8962	19.81352
3.779167	189.3056	19.81032
3.787500	189.7108	19.80706
3.795833	190.1169	19.80376
3.804166	190.5231	19.80047
3.812500	190.9320	19.79718
3.820834	191.3389	19.79391
3.829167	191.7484	19.79062
3.837500	192.1558	19.78728
3.845833	192.5617	19.78398
3.854167	192.9713	19.78070
3.862500	193.3808	19.77736
3.870834	193.7872	19.77402
3.879166	194.1950	19.77070
3.887500	194.6064	19.76741
3.895833	195.0147	19.76411
3.904167	195.4231	19.76074
3.912500	195.8292	19.75739
3.920833	196.2408	19.75405
3.929166	196.6512	19.75074
3.937500	197.0609	19.74742
3.945834	197.4683	19.74408
3.954167	197.8789	19.74077
3.962500	198.2892	19.73744
3.970833	198.7001	19.73407
3.979167	199.1116	19.73072
3.987500	199.5203	19.72737
3.995834	199.9333	19.72402
4.004166	200.3434	19.72070
4.012500	200.7549	19.71733
4.020834	201.1676	19.71394
4.029167	201.5796	19.71058
4.037500	201.9900	19.70716
4.045833	202.4016	19.70370
4.054167	202.8168	19.70029
4.062500	203.2285	19.69686
4.070833	203.6427	19.69342
4.079167	204.0522	19.68998
4.087500	204.4664	19.68653
4.095833	204.8812	19.68307
4.104166	205.2952	19.67964
4.112500	205.7090	19.67624
4.120834	206.1233	19.67280
4.129166	206.5342	19.66939
4.137500	206.9512	19.66592
4.145834	207.3625	19.66244
4.154167	207.7774	19.65903
4.162500	208.1925	19.65560
4.170833	208.6075	19.65211
4.179167	209.0222	19.64863
4.187500	209.4355	19.64512
4.195833	209.8520	19.64153
4.204167	210.2656	19.63804
4.212500	210.6844	19.63454
4.220833	211.0984	19.63104
4.229166	211.5178	19.62750
4.237500	211.9299	19.62395
4.245834	212.3491	19.62040
4.254166	212.7640	19.61686
4.262500	213.1797	19.61330
4.270834	213.5969	19.60968
4.279167	214.0150	19.60611
4.287500	214.4323	19.60252
4.295833	214.8488	19.59888
4.304167	215.2650	19.59525
4.312500	215.6833	19.59162
4.320833	216.1017	19.58794
4.329167	216.5176	19.58428
4.337500	216.9378	19.58063
4.345833	217.3542	19.57696
4.354166	217.7738	19.57327
4.362500	218.1922	19.56953
4.370834	218.6109	19.56578
4.379166	219.0280	19.56203
4.387500	219.4492	19.55824
4.395834	219.8683	19.55444
4.404167	220.2890	19.55064
4.412500	220.7076	19.54680
4.420833	221.1314	19.54298
4.429167	221.5501	19.53914
4.437500	221.9670	19.53529
4.445833	222.3867	19.53146
4.454167	222.8106	19.52756
4.462500	223.2308	19.52369
4.470833	223.6502	19.51979
4.479166	224.0726	19.51584
4.487500	224.4930	19.51190
4.495834	224.9138	19.50794
4.504166	225.3348	19.50388
4.512500	225.7568	19.49982
4.520834	226.1792	19.49575
4.529167	226.6006	19.49162
4.537500	227.0213	19.48752
4.545833	227.4430	19.48335
4.554167	227.8668	19.47912
4.562500	228.2898	19.47490
4.570833	228.7125	19.47061
4.579167	229.1336	19.46627
4.587500	229.5544	19.46194
4.595833	229.9816	19.45754
4.604166	230.4028	19.45310
4.612500	230.8256	19.44858
4.620834	231.2482	19.44402
4.629166	231.6720	19.43944
4.637500	232.0940	19.43485
4.645834	232.5177	19.43017
4.654167	232.9466	19.42542
4.662500	233.3694	19.42058
4.670833	233.7932	19.41566
4.679167	234.2156	19.41066
4.687500	234.6412	19.40558
4.695833	235.0656	19.40041
4.704167	235.4908	19.39514
4.712500	235.9162	19.38975
4.720833	236.3394	19.38420
4.729166	236.7669	19.37852
4.737500	237.1897	19.37266
4.745834	237.6197	19.36666
4.754166	238.0413	19.36050
4.762500	238.4692	19.35412
4.770834	238.8942	19.34754
4.779167	239.3211	19.34074
4.787500	239.7474	19.33368
4.795833	240.1734	19.32633
4.804167	240.6013	19.31869
4.812500	241.0266	19.31075
4.820833	241.4549	19.30254
4.829167	241.8788	19.29402
4.837500	242.3082	19.28516
4.845833	242.7375	19.27602
4.854166	243.1650	19.26654
4.862500	243.5922	19.25672
4.870834	244.0182	19.24658
4.879166	244.4470	19.23617
4.887500	244.8742	19.22549
4.895834	245.3038	19.21454
4.904167	245.7306	19.20330
4.912500	246.1600	19.19184
4.920833	246.5866	19.18015
4.929167	247.0127	19.16822
4.937500	247.4408	19.15610
4.945833	247.8686	19.14378
4.954167	248.2984	19.13119
4.962500	248.7248	19.11834
4.970833	249.1533	19.10532
4.979166	249.5810	19.09210
4.987500	250.0115	19.07866
4.995834	250.4399	19.06496
5.004166	250.8701	19.05098
5.012500	251.2989	19.03681
5.020834	251.7253	19.02236
5.029167	252.1547	19.00765
5.037500	252.5840	18.99272
5.045833	253.0108	18.97759
5.054167	253.4400	18.96215
5.062500	253.8677	18.94642
5.070833	254.2990	18.93046
5.079167	254.7266	18.91423
5.087500	255.1566	18.89769
5.095833	255.5875	18.88085
5.104166	256.0166	18.86369
5.112500	256.4464	18.84623
5.120834	256.8725	18.82849
5.129166	257.3041	18.81041
5.137500	257.7324	18.79199
5.145834	258.1622	18.77320
5.154167	258.5930	18.75405
5.162500	259.0238	18.73454
5.170833	259.4550	18.71466
5.179167	259.8862	18.69441
5.187500	260.3165	18.67386
5.195833	260.7441	18.65292
5.204167	261.1776	18.63149
5.212500	261.6080	18.60964
5.220833	262.0369	18.58740
5.229166	262.4723	18.56473
5.237500	262.9023	18.54161
5.245834	263.3341	18.51804
5.254166	263.7682	18.49404
5.262500	264.1976	18.46956
5.270834	264.6301	18.44454
5.279168	265.0617	18.41904
5.287500	265.4940	18.39312
5.295832	265.9281	18.36671
5.304168	266.3604	18.33977
5.312500	266.7928	18.31238
5.320832	267.2284	18.28449
5.329168	267.6595	18.25610
5.337500	268.0956	18.22723
5.345832	268.5318	18.19787
5.354166	268.9634	18.16800
5.362500	269.3987	18.13764
5.370834	269.8334	18.10681
5.379166	270.2672	18.07552
5.387500	270.7026	18.04376
5.395834	271.1389	18.01158
5.404168	271.5752	17.97899
5.412500	272.0132	17.94596
5.420832	272.4496	17.91252
5.429168	272.8852	17.87872
5.437500	273.3205	17.84461
5.445832	273.7584	17.81015
5.454168	274.1969	17.77535
5.462500	274.6334	17.74027
5.470832	275.0734	17.70499
5.479166	275.5096	17.66945
5.487500	275.9466	17.63369
5.495834	276.3858	17.59775
5.504166	276.8210	17.56162
5.512500	277.2607	17.52537
5.520834	277.7010	17.48896
5.529168	278.1383	17.45250
5.537500	278.5796	17.41599
5.545832	279.0146	17.37943
5.554168	279.4563	17.34284
5.562500	279.8938	17.30626
5.570832	280.3332	17.26970
5.579168	280.7730	17.23320
5.587500	281.2109	17.19680
5.595832	281.6504	17.16048
5.604166	282.0904	17.12427
5.612500	282.5284	17.08820
5.620834	282.9678	17.05230
5.629166	283.4059	17.01654
5.637500	283.8448	16.98091
5.645834	284.2860	16.94546
5.654168	284.7221	16.91025
5.662500	285.1604	16.87526
5.670832	285.5994	16.84049
5.679168	286.0380	16.80596
5.687500	286.4772	16.77165
5.695832	286.9160	16.73759
5.704168	287.3558	16.70378
5.712500	287.7943	16.67022
5.720832	288.2332	16.63692
5.729166	288.6666	16.60389
5.737500	289.1047	16.57110
5.745834	289.5412	16.53858
5.754166	289.9778	16.50633
5.762500	290.4129	16.47436
5.770834	290.8508	16.44266
5.779168	291.2878	16.41122
5.787500	291.7211	16.38006
5.795832	292.1552	16.34919
5.804168	292.5914	16.31859
5.812500	293.0278	16.28825
5.820832	293.4615	16.25813
5.829168	293.8968	16.22827
5.837500	294.3282	16.19866
5.845832	294.7640	16.16928
5.854166	295.1979	16.14018
5.862500	295.6309	16.11134
5.870834	296.0618	16.08268
5.879166	296.4970	16.05426
5.887500	296.9282	16.02615
5.895834	297.3581	15.99828
5.904168	297.7908	15.97066
5.912500	298.2229	15.94327
5.920832	298.6533	15.91612
5.929168	299.0850	15.88918
5.937500	299.5152	15.86245
5.945832	299.9445	15.83594
5.954168	300.3732	15.80967
5.962500	300.8008	15.78362
5.970832	301.2337	15.75774
5.979166	301.6634	15.73210
5.987500	302.0889	15.70669
5.995834	302.5188	15.68151
6.004166	302.9442	15.65659
6.012500	303.3725	15.63188
6.020834	303.8000	15.60738
6.029168	304.2270	15.58311
6.037500	304.6538	15.55908
6.045832	305.0806	15.53527
6.054168	305.5039	15.51166
6.062500	305.9307	15.48825
6.070832	306.3562	15.46502
6.079168	306.7836	15.44199
6.087500	307.2054	15.41916
6.095832	307.6291	15.39652
6.104166	308.0560	15.37407
6.112500	308.4804	15.35181
6.120834	308.9037	15.32974
6.129166	309.3259	15.30784
6.137500	309.7487	15.28616
6.145834	310.1732	15.26465
6.154168	310.5951	15.24336
6.162500	311.0188	15.22227
6.170832	311.4429	15.20135
6.179168	311.8650	15.18062
6.187500	312.2845	15.16007
6.195832	312.7081	15.13969
6.204168	313.1284	15.11949
6.212500	313.5509	15.09948
6.220832	313.9714	15.07962
6.229166	314.3890	15.05995
6.237500	314.8115	15.04042
6.245834	315.2336	15.02106
6.254166	315.6530	15.00189
6.262500	316.0730	14.98287
6.270834	316.4878	14.96398
6.279168	316.9082	14.94525
6.287500	317.3318	14.92668
6.295832	317.7488	14.90824
6.304168	318.1686	14.88994
6.312500	318.5876	14.87182
6.320832	319.0065	14.85386
6.329168	319.4263	14.83598
6.337500	319.8429	14.81821
6.345832	320.2610	14.80056
6.354166	320.6797	14.78309
6.362500	321.0972	14.76574
6.370834	321.5125	14.74847
6.379166	321.9315	14.73134
6.387500	322.3525	14.71433
6.395834	322.7695	14.69740
6.404166	323.1869	14.68060
6.412500	323.6032	14.66394
6.420832	324.0243	14.64735
6.429168	324.4375	14.63086
6.437500	324.8534	14.61445
6.445832	325.2700	14.59813
6.454168	325.6866	14.58192
6.462500	326.1055	14.56578
6.470834	326.5214	14.54969
6.479166	326.9369	14.53365
6.487500	327.3537	14.51766
6.495834	327.7694	14.50172
6.504166	328.1865	14.48589
6.512500	328.6035	14.47011
6.520834	329.0184	14.45438
6.529166	329.4336	14.43872
6.537500	329.8500	14.42310
6.545832	330.2666	14.40750
6.554168	330.6829	14.39194
6.562500	331.1000	14.37646
6.570832	331.5149	14.36099
6.579168	331.9314	14.34552
6.587500	332.3458	14.33005
6.595834	332.7622	14.31461
6.604166	333.1766	14.29919
6.612500	333.5943	14.28376
6.620834	334.0080	14.26836
6.629166	334.4254	14.25301
6.637500	334.8411	14.23764
6.645834	335.2562	14.22225
6.654166	335.6734	14.20686
6.662500	336.0860	14.19146
6.670832	336.5035	14.17602
6.679168	336.9188	14.16058
6.687500	337.3360	14.14514
6.695832	337.7515	14.12965
6.704168	338.1669	14.11411
6.712500	338.5846	14.09852
6.720834	339.0010	14.08288
6.729166	339.4150	14.06719
6.737500	339.8292	14.05143
6.745834	340.2430	14.03564
6.754166	340.6624	14.01986
6.762500	341.0777	14.00401
6.770834	341.4958	13.98807
6.779166	341.9100	13.97208
6.787500	342.3256	13.95602
6.795832	342.7412	13.93984
6.804168	343.1586	13.92359
6.812500	343.5760	13.90733
6.820832	343.9924	13.89105
6.829168	344.4082	13.87460
6.837500	344.8240	13.85803
6.845834	345.2419	13.84136
6.854166	345.6546	13.82458
6.862500	346.0715	13.80770
6.870834	346.4900	13.79071
6.879166	346.9094	13.77364
6.887500	347.3223	13.75646
6.895834	347.7410	13.73910
6.904166	348.1578	13.72156
6.912500	348.5742	13.70394
6.920832	348.9932	13.68618
6.929168	349.4053	13.66823
6.937500	349.8252	13.65015
6.945832	350.2418	13.63192
6.954168	350.6618	13.61355
6.962500	351.0763	13.59502
6.970834	351.4946	13.57631
6.979166	351.9109	13.55745
6.987500	352.3280	13.53844
6.995834	352.7476	13.51920
7.004166	353.1652	13.49978
7.012500	353.5840	13.48018
7.020834	354.0033	13.46040
7.029166	354.4178	13.44039
7.037500	354.8377	13.42016
7.045832	355.2581	13.39971
7.054168	355.6740	13.37906
7.062500	356.0928	13.35817
7.070832	356.5130	13.33705
7.079168	356.9324	13.31577
7.087500	357.3480	13.29426
7.095834	357.7653	13.27253
7.104166	358.1891	13.25056
7.112500	358.6062	13.22837
7.120834	359.0239	13.20597
7.129166	359.4449	13.18332
7.137500	359.8619	13.16049
7.145834	360.2834	13.13743
7.154166	360.7043	13.11412
7.162500	361.1222	13.09057
7.170832	361.5437	13.06680
7.179168	361.9624	13.04281
7.187500	362.3830	13.01859
7.195832	362.8060	12.99411
7.204168	363.2240	12.96944
7.212500	363.6426	12.94463
7.220834	364.0650	12.91951
7.229166	364.4852	12.89418
7.237500	364.9076	12.86867
7.245834	365.3248	12.84297
7.254166	365.7466	12.81711
7.262500	366.1662	12.79106
7.270834	366.5864	12.76484
7.279166	367.0096	12.73852
7.287500	367.4303	12.71204
7.295832	367.8503	12.68538
7.304168	368.2731	12.65864
7.312500	368.6920	12.63181
7.320832	369.1162	12.60490
7.329168	369.5348	12.57794
7.337500	369.9570	12.55088
7.345834	370.3801	12.52378
7.354166	370.8008	12.49668
7.362500	371.2234	12.46958
7.370834	371.6452	12.44246
7.379166	372.0661	12.41538
7.387500	372.4861	12.38836
7.395834	372.9058	12.36140
7.404166	373.3317	12.33452
7.412500	373.7515	12.30769
7.420832	374.1741	12.28100
7.429168	374.5936	12.25446
7.437500	375.0162	12.22806
7.445832	375.4375	12.20181
7.454168	375.8602	12.17577
7.462500	376.2848	12.14992
7.470834	376.7021	12.12429
7.479166	377.1250	12.09890
7.487500	377.5469	12.07375
7.495834	377.9670	12.04890
7.504166	378.3898	12.02436
7.512500	378.8123	12.00010
7.520834	379.2314	11.97615
7.529166	379.6487	11.95254
7.537500	380.0728	11.92926
7.545832	380.4933	11.90634
7.554168	380.9141	11.88378
7.562500	381.3330	11.86159
7.570832	381.7568	11.83976
7.579168	382.1753	11.81831
7.587500	382.5943	11.79722
7.595834	383.0150	11.77654
7.604166	383.4361	11.75624
7.612500	383.8539	11.73635
7.620834	384.2736	11.71688
7.629166	384.6960	11.69778
7.637500	385.1120	11.67902
7.645834	385.5326	11.66068
7.654166	385.9543	11.64276
7.662500	386.3720	11.62524
