"Time (min)"	"Temperature (°C)"	"Weight (mg)"
52.25416	278.9442	15.47453
52.26667	279.0111	15.47152
52.27917	279.0686	15.46854
52.28750	279.1080	15.46654
52.29583	279.1490	15.46452
52.30834	279.2124	15.46146
52.32084	279.2749	15.45836
52.32917	279.3159	15.45630
52.33750	279.3594	15.45430
52.35000	279.4209	15.45124
52.36250	279.4847	15.44817
52.37084	279.5260	15.44614
52.37916	279.5668	15.44412
52.39167	279.6303	15.44112
52.40417	279.6925	15.43813
52.41250	279.7336	15.43614
52.42083	279.7772	15.43410
52.42916	279.8180	15.43211
52.44166	279.8793	15.42912
52.45418	279.9397	15.42612
52.46250	279.9860	15.42411
52.47082	280.0270	15.42208
52.48332	280.0887	15.41906
52.49584	280.1504	15.41607
52.50416	280.2010	15.41407
52.51250	280.2444	15.41206
52.52500	280.2974	15.40905
52.53750	280.3590	15.40610
52.54582	280.4039	15.40411
52.55416	280.4453	15.40214
52.56666	280.5053	15.39918
52.57918	280.5690	15.39622
52.58750	280.6110	15.39425
52.59582	280.6530	15.39229
52.60832	280.7149	15.38932
52.62084	280.7781	15.38631
52.62916	280.8198	15.38434
52.63750	280.8618	15.38235
52.64582	280.9041	15.38037
52.65832	280.9693	15.37742
52.67082	281.0337	15.37445
52.67916	281.0685	15.37244
52.68750	281.1127	15.37046
52.70000	281.1728	15.36753
52.71250	281.2348	15.36453
52.72082	281.2786	15.36255
52.72918	281.3175	15.36055
52.74168	281.3820	15.35750
52.75416	281.4437	15.35451
52.76250	281.4878	15.35252
52.77082	281.5290	15.35057
52.78332	281.5910	15.34758
52.79582	281.6528	15.34470
52.80416	281.6976	15.34276
52.81250	281.7369	15.34082
52.82500	281.8008	15.33794
52.83750	281.8628	15.33505
52.84582	281.9030	15.33314
52.85418	281.9482	15.33120
52.86250	281.9863	15.32929
52.87500	282.0494	15.32639
52.88750	282.1126	15.32348
52.89582	282.1556	15.32156
52.90418	282.1948	15.31964
52.91666	282.2584	15.31665
52.92916	282.3204	15.31372
52.93750	282.3640	15.31173
52.94584	282.4037	15.30975
52.95834	282.4685	15.30682
52.97082	282.5325	15.30390
52.97918	282.5721	15.30196
52.98750	282.6119	15.30001
53.00000	282.6752	15.29715
53.01250	282.7393	15.29426
53.02082	282.7791	15.29236
53.02918	282.8228	15.29043
53.04166	282.8844	15.28755
53.05416	282.9465	15.28470
53.06250	282.9912	15.28279
53.07084	283.0288	15.28088
53.07918	283.0728	15.27898
53.09168	283.1369	15.27610
53.10418	283.1987	15.27319
53.11250	283.2394	15.27126
53.12084	283.2812	15.26932
53.13332	283.3442	15.26641
53.14582	283.4085	15.26351
53.15418	283.4487	15.26158
53.16250	283.4896	15.25965
53.17500	283.5543	15.25674
53.18750	283.6166	15.25385
53.19584	283.6575	15.25194
53.20418	283.6992	15.25000
53.21668	283.7614	15.24706
53.22918	283.8248	15.24407
53.23750	283.8702	15.24207
53.24584	283.9168	15.24010
53.25832	283.9808	15.23714
53.27082	284.0426	15.23418
53.27918	284.0852	15.23228
53.28750	284.1254	15.23039
53.29582	284.1677	15.22850
53.30834	284.2305	15.22577
53.32084	284.2929	15.22305
53.32918	284.3226	15.22121
53.33750	284.3670	15.21938
53.35000	284.4273	15.21668
53.36250	284.4900	15.21389
53.37084	284.5330	15.21200
53.37916	284.5745	15.21012
53.39168	284.6416	15.20726
53.40418	284.7010	15.20444
53.41250	284.7410	15.20255
53.42082	284.7824	15.20065
53.43334	284.8481	15.19783
53.44584	284.9084	15.19500
53.45418	284.9502	15.19313
53.46250	284.9932	15.19124
53.47500	285.0536	15.18835
53.48750	285.1164	15.18550
53.49584	285.1594	15.18364
53.50416	285.1997	15.18175
53.51250	285.2422	15.17984
53.52500	285.3039	15.17698
53.53750	285.3668	15.17411
53.54582	285.4093	15.17223
53.55416	285.4509	15.17040
53.56666	285.5125	15.16760
53.57918	285.5764	15.16477
53.58750	285.6191	15.16293
53.59582	285.6610	15.16110
53.60832	285.7230	15.15833
53.62084	285.7832	15.15552
53.62916	285.8282	15.15363
53.63750	285.8683	15.15174
53.65000	285.9336	15.14896
53.66250	285.9959	15.14614
53.67082	286.0370	15.14426
53.67916	286.0788	15.14236
53.69166	286.1392	15.13952
53.70418	286.2042	15.13671
53.71250	286.2455	15.13484
53.72082	286.2874	15.13295
53.72918	286.3299	15.13103
53.74168	286.3910	15.12820
53.75416	286.4526	15.12542
53.76250	286.4960	15.12358
53.77082	286.5366	15.12172
53.78332	286.5991	15.11894
53.79582	286.6669	15.11616
53.80416	286.7046	15.11431
53.81250	286.7440	15.11247
53.82500	286.8064	15.10969
53.83750	286.8720	15.10688
53.84582	286.9125	15.10500
53.85418	286.9536	15.10313
53.86668	287.0175	15.10036
53.87916	287.0796	15.09758
53.88750	287.1186	15.09570
53.89582	287.1630	15.09388
53.90832	287.2254	15.09114
53.92082	287.2878	15.08837
53.92916	287.3303	15.08652
53.93750	287.3725	15.08468
53.94584	287.4138	15.08282
53.95834	287.4771	15.08005
53.97082	287.5368	15.07732
53.97918	287.5806	15.07546
53.98750	287.6230	15.07358
54.00000	287.6860	15.07080
54.01250	287.7478	15.06802
54.02082	287.7919	15.06617
54.02918	287.8326	15.06434
54.04166	287.8962	15.06156
54.05416	287.9573	15.05876
54.06250	288.0000	15.05691
54.07084	288.0404	15.05505
54.08334	288.1036	15.05228
54.09582	288.1689	15.04957
54.10418	288.2085	15.04775
54.11250	288.2509	15.04591
54.12500	288.3134	15.04316
54.13750	288.3832	15.04042
54.14582	288.4263	15.03861
54.15418	288.4610	15.03680
54.16250	288.5028	15.03499
54.17500	288.5649	15.03218
54.18750	288.6266	15.02937
54.19584	288.6688	15.02749
54.20418	288.7104	15.02566
54.21668	288.7728	15.02294
54.22918	288.8371	15.02016
54.23750	288.8774	15.01832
54.24584	288.9196	15.01649
54.25832	288.9802	15.01377
54.27082	289.0441	15.01106
54.27918	289.0874	15.00928
54.28750	289.1289	15.00746
54.30000	289.1906	15.00469
54.31250	289.2536	15.00194
54.32084	289.2930	15.00012
54.32918	289.3384	14.99828
54.34168	289.4004	14.99553
54.35418	289.4626	14.99278
54.36250	289.5025	14.99096
54.37084	289.5472	14.98913
54.37916	289.5832	14.98730
54.39168	289.6508	14.98460
54.40418	289.7130	14.98187
54.41250	289.7556	14.98001
54.42082	289.7960	14.97822
54.43334	289.8577	14.97553
54.44584	289.9197	14.97282
54.45418	289.9648	14.97101
54.46250	290.0050	14.96921
54.47500	290.0686	14.96650
54.48750	290.1316	14.96379
54.49584	290.1721	14.96199
54.50416	290.2156	14.96013
54.51668	290.2781	14.95737
54.52918	290.3376	14.95464
54.53750	290.3789	14.95283
54.54582	290.4219	14.95100
54.55834	290.4863	14.94822
54.57084	290.5497	14.94550
54.57918	290.5895	14.94370
54.58750	290.6307	14.94190
54.59582	290.6744	14.94009
54.60832	290.7352	14.93736
54.62084	290.7990	14.93462
54.62916	290.8384	14.93280
54.63750	290.8805	14.93100
54.65000	290.9448	14.92827
54.66250	291.0049	14.92552
54.67082	291.0496	14.92370
54.67916	291.0908	14.92186
54.69166	291.1547	14.91913
54.70418	291.2156	14.91639
54.71250	291.2595	14.91457
54.72082	291.3006	14.91275
54.73332	291.3613	14.91003
54.74584	291.4258	14.90732
54.75416	291.4670	14.90551
54.76250	291.5100	14.90368
54.77500	291.5721	14.90098
54.78750	291.6349	14.89826
54.79582	291.6794	14.89644
54.80416	291.7173	14.89464
54.81250	291.7600	14.89280
54.82500	291.8298	14.89006
54.83750	291.8854	14.88734
54.84582	291.9286	14.88552
54.85418	291.9688	14.88370
54.86668	292.0307	14.88095
54.87916	292.0957	14.87824
54.88750	292.1382	14.87644
54.89582	292.1772	14.87466
54.90832	292.2414	14.87199
54.92082	292.3022	14.86931
54.92916	292.3426	14.86751
54.93750	292.3873	14.86570
54.95000	292.4506	14.86300
54.96250	292.5122	14.86029
54.97082	292.5543	14.85846
54.97918	292.5950	14.85663
54.99168	292.6566	14.85388
55.00416	292.7230	14.85112
55.01250	292.7624	14.84928
55.02082	292.8049	14.84745
55.02918	292.8448	14.84560
55.04166	292.9088	14.84283
55.05416	292.9720	14.84015
55.06250	293.0162	14.83837
55.07084	293.0546	14.83657
55.08334	293.1182	14.83384
55.09582	293.1820	14.83113
55.10418	293.2236	14.82932
55.11250	293.2644	14.82754
55.12500	293.3271	14.82487
55.13750	293.3884	14.82209
55.14582	293.4424	14.82024
55.15418	293.4716	14.81841
55.16666	293.5396	14.81570
55.17916	293.5994	14.81298
55.18750	293.6414	14.81119
55.19584	293.6806	14.80936
55.20834	293.7449	14.80661
55.22082	293.8090	14.80391
55.22918	293.8482	14.80210
55.23750	293.8906	14.80028
55.24584	293.9322	14.79848
55.25832	293.9961	14.79580
55.27082	294.0591	14.79308
55.27918	294.1018	14.79126
55.28750	294.1414	14.78946
55.30000	294.2041	14.78673
55.31250	294.2660	14.78404
55.32084	294.3105	14.78222
55.32918	294.3528	14.78038
55.34168	294.4114	14.77765
55.35418	294.4760	14.77491
55.36250	294.5166	14.77306
55.37084	294.5617	14.77123
55.38332	294.6233	14.76849
55.39582	294.6831	14.76570
55.40418	294.7284	14.76386
55.41250	294.7697	14.76204
55.42500	294.8308	14.75935
55.43750	294.8947	14.75669
55.44584	294.9375	14.75491
55.45418	294.9779	14.75313
55.46250	295.0203	14.75133
55.47500	295.0816	14.74866
55.48750	295.1459	14.74597
55.49584	295.1848	14.74415
55.50416	295.2281	14.74232
55.51668	295.2908	14.73959
55.52918	295.3536	14.73686
55.53750	295.3948	14.73506
55.54582	295.4385	14.73323
55.55834	295.5086	14.73046
55.57084	295.5654	14.72776
55.57918	295.6053	14.72596
55.58750	295.6460	14.72413
55.60000	295.7112	14.72138
55.61250	295.7735	14.71863
55.62084	295.8137	14.71678
55.62916	295.8670	14.71494
55.64168	295.9203	14.71221
55.65418	295.9823	14.70945
55.66250	296.0238	14.70760
55.67082	296.0663	14.70580
55.67916	296.1095	14.70398
55.69166	296.1694	14.70121
55.70418	296.2319	14.69845
55.71250	296.2742	14.69659
55.72082	296.3152	14.69476
55.73332	296.3794	14.69204
55.74584	296.4407	14.68929
55.75416	296.4862	14.68744
55.76250	296.5280	14.68560
55.77500	296.5884	14.68284
55.78750	296.6514	14.68011
55.79582	296.6937	14.67832
55.80416	296.7365	14.67650
55.81666	296.7972	14.67372
55.82918	296.8612	14.67097
55.83750	296.9018	14.66917
55.84582	296.9445	14.66734
55.85832	297.0059	14.66467
55.87084	297.0666	14.66197
55.87916	297.1170	14.66012
55.88750	297.1640	14.65830
55.89582	297.2053	14.65648
55.90832	297.2688	14.65372
55.92082	297.3336	14.65090
55.92916	297.3710	14.64906
55.93750	297.4126	14.64722
55.95000	297.4746	14.64444
55.96250	297.5381	14.64169
55.97082	297.5775	14.63983
55.97918	297.6214	14.63796
55.99168	297.6850	14.63517
56.00416	297.7462	14.63242
56.01250	297.7796	14.63056
56.02082	297.8197	14.62869
56.03332	297.8843	14.62590
56.04582	297.9468	14.62314
56.05416	297.9860	14.62131
56.06250	298.0303	14.61948
56.07500	298.0924	14.61675
56.08750	298.1540	14.61395
56.09582	298.1997	14.61208
56.10418	298.2398	14.61022
56.11250	298.2824	14.60839
56.12500	298.3443	14.60559
56.13750	298.4078	14.60278
56.14582	298.4495	14.60091
56.15418	298.4900	14.59903
56.16666	298.5532	14.59628
56.17916	298.6155	14.59350
56.18750	298.6576	14.59165
56.19584	298.6992	14.58978
56.20834	298.7632	14.58699
56.22082	298.8281	14.58422
56.22918	298.8658	14.58237
56.23750	298.9103	14.58052
56.25000	298.9718	14.57770
56.26250	299.0336	14.57488
56.27082	299.0750	14.57301
56.27918	299.1178	14.57112
56.29166	299.1810	14.56833
56.30416	299.2422	14.56553
56.31250	299.2817	14.56367
56.32084	299.3254	14.56183
56.32918	299.3668	14.55999
56.34168	299.4310	14.55721
56.35418	299.4935	14.55441
56.36250	299.5392	14.55255
56.37084	299.5795	14.55069
56.38332	299.6420	14.54786
56.39582	299.7053	14.54504
56.40418	299.7445	14.54315
56.41250	299.7872	14.54126
56.42500	299.8494	14.53845
56.43750	299.9138	14.53564
56.44584	299.9535	14.53374
56.45418	299.9976	14.53184
56.46668	300.0582	14.52904
56.47918	300.1208	14.52627
56.48750	300.1648	14.52442
56.49584	300.2070	14.52256
56.50832	300.2695	14.51974
56.52082	300.3301	14.51689
56.52918	300.3737	14.51501
56.53750	300.4196	14.51313
56.54582	300.4588	14.51122
56.55834	300.5215	14.50834
56.57084	300.5818	14.50545
56.57918	300.6241	14.50352
56.58750	300.6693	14.50160
56.60000	300.7289	14.49875
56.61250	300.7916	14.49590
56.62084	300.8350	14.49400
56.62916	300.8735	14.49210
56.64168	300.9384	14.48923
56.65418	301.0002	14.48638
56.66250	301.0440	14.48450
56.67082	301.0847	14.48261
56.68334	301.1462	14.47973
56.69584	301.2106	14.47684
56.70418	301.2532	14.47490
56.71250	301.2941	14.47294
56.72500	301.3569	14.47008
56.73750	301.4217	14.46715
56.74584	301.4613	14.46523
56.75416	301.5050	14.46332
56.76250	301.5457	14.46142
56.77500	301.6086	14.45855
56.78750	301.6744	14.45568
56.79582	301.7116	14.45377
56.80416	301.7570	14.45184
56.81666	301.8204	14.44893
56.82918	301.8829	14.44601
56.83750	301.9241	14.44410
56.84582	301.9666	14.44218
56.85832	302.0281	14.43932
56.87084	302.0924	14.43644
56.87916	302.1342	14.43453
56.88750	302.1741	14.43262
56.90000	302.2387	14.42976
56.91250	302.3010	14.42686
56.92082	302.3428	14.42488
56.92916	302.3910	14.42290
56.94166	302.4496	14.41994
56.95418	302.5104	14.41696
56.96250	302.5558	14.41492
56.97082	302.5932	14.41291
56.97918	302.6400	14.41091
56.99168	302.7000	14.40792
57.00416	302.7618	14.40499
57.01250	302.8045	14.40305
57.02082	302.8476	14.40110
57.03332	302.9066	14.39819
57.04582	302.9727	14.39534
57.05416	303.0156	14.39342
57.06250	303.0556	14.39150
57.07500	303.1238	14.38858
57.08750	303.1917	14.38559
57.09582	303.2258	14.38365
57.10418	303.2622	14.38167
57.11668	303.3271	14.37870
57.12916	303.3905	14.37573
57.13750	303.4308	14.37374
57.14582	303.4754	14.37176
57.15832	303.5368	14.36876
57.17082	303.6016	14.36580
57.17916	303.6404	14.36379
57.18750	303.6814	14.36183
57.19584	303.7245	14.35986
57.20834	303.7868	14.35691
57.22082	303.8521	14.35395
57.22918	303.8916	14.35197
57.23750	303.9318	14.35001
57.25000	303.9946	14.34705
57.26250	304.0589	14.34407
57.27082	304.1075	14.34207
57.27918	304.1519	14.34006
57.29166	304.2156	14.33704
57.30416	304.2793	14.33402
57.31250	304.3184	14.33201
57.32084	304.3558	14.33001
57.33334	304.4156	14.32703
57.34582	304.4782	14.32405
57.35418	304.5196	14.32202
57.36250	304.5590	14.32002
57.37500	304.6226	14.31702
57.38750	304.6876	14.31401
57.39582	304.7284	14.31200
57.40418	304.7700	14.30996
57.41250	304.8149	14.30794
57.42500	304.8760	14.30487
57.43750	304.9372	14.30186
57.44584	304.9794	14.29984
57.45418	305.0210	14.29780
57.46668	305.0862	14.29476
57.47918	305.1480	14.29173
57.48750	305.1950	14.28972
57.49584	305.2356	14.28770
57.50832	305.2954	14.28464
57.52082	305.3659	14.28155
57.52918	305.4096	14.27952
57.53750	305.4509	14.27749
57.55000	305.5040	14.27442
57.56250	305.5650	14.27133
57.57084	305.6073	14.26928
57.57918	305.6478	14.26724
57.59168	305.7128	14.26420
57.60418	305.7734	14.26114
57.61250	305.8220	14.25909
57.62084	305.8620	14.25705
57.62916	305.8999	14.25500
57.64168	305.9626	14.25193
57.65418	306.0265	14.24885
57.66250	306.0684	14.24678
57.67082	306.1094	14.24470
57.68334	306.1750	14.24149
57.69584	306.2348	14.23825
57.70418	306.2768	14.23611
57.71250	306.3186	14.23400
57.72500	306.3809	14.23087
57.73750	306.4484	14.22775
57.74584	306.4889	14.22565
57.75416	306.5306	14.22356
57.76668	306.5914	14.22048
57.77918	306.6621	14.21741
57.78750	306.7072	14.21533
57.79582	306.7502	14.21324
57.80834	306.8095	14.21007
57.82084	306.8728	14.20689
57.82918	306.9152	14.20479
57.83750	306.9569	14.20270
57.84582	307.0004	14.20060
57.85832	307.0588	14.19744
57.87084	307.1142	14.19426
57.87916	307.1534	14.19216
57.88750	307.1975	14.19008
57.90000	307.2616	14.18694
57.91250	307.3260	14.18380
57.92082	307.3648	14.18165
57.92916	307.4092	14.17950
57.94166	307.4710	14.17634
57.95418	307.5338	14.17320
57.96250	307.5760	14.17107
57.97082	307.6156	14.16891
57.98332	307.6794	14.16567
57.99584	307.7417	14.16243
58.00416	307.7852	14.16030
58.01250	307.8268	14.15817
58.02500	307.8892	14.15492
58.03750	307.9528	14.15168
58.04582	307.9965	14.14951
58.05416	308.0384	14.14733
58.06250	308.0772	14.14516
58.07500	308.1416	14.14194
58.08750	308.2016	14.13874
58.09582	308.2448	14.13659
58.10418	308.2877	14.13444
58.11668	308.3496	14.13117
58.12916	308.4146	14.12794
58.13750	308.4560	14.12575
58.14582	308.4990	14.12356
58.15832	308.5607	14.12030
58.17082	308.6224	14.11700
58.17916	308.6660	14.11483
58.18750	308.7060	14.11265
58.20000	308.7722	14.10936
58.21250	308.8301	14.10602
58.22082	308.8735	14.10384
58.22918	308.9164	14.10165
58.24168	308.9775	14.09833
58.25416	309.0421	14.09504
58.26250	309.0842	14.09283
58.27082	309.1242	14.09064
58.27918	309.1643	14.08843
58.29166	309.2288	14.08515
58.30416	309.2906	14.08188
58.31250	309.3315	14.07967
58.32084	309.3748	14.07746
58.33334	309.4365	14.07413
58.34582	309.5020	14.07075
58.35418	309.5424	14.06848
58.36250	309.5839	14.06626
58.37500	309.6465	14.06290
58.38750	309.7104	14.05953
58.39582	309.7510	14.05731
58.40418	309.7973	14.05510
58.41666	309.8578	14.05177
58.42916	309.9197	14.04848
58.43750	309.9625	14.04628
58.44584	310.0046	14.04402
58.45834	310.0671	14.04064
58.47082	310.1295	14.03728
58.47918	310.1720	14.03502
58.48750	310.2148	14.03275
58.49584	310.2562	14.03046
58.50832	310.3207	14.02705
58.52082	310.3784	14.02368
58.52918	310.4214	14.02146
58.53750	310.4642	14.01922
58.55000	310.5254	14.01583
58.56250	310.5867	14.01242
58.57084	310.6335	14.01017
58.57918	310.6733	14.00793
58.59168	310.7354	14.00449
58.60418	310.7982	14.00104
58.61250	310.8428	13.99874
58.62084	310.8806	13.99645
58.63332	310.9476	13.99304
58.64582	311.0086	13.98961
58.65418	311.0512	13.98726
58.66250	311.0938	13.98494
58.67500	311.1560	13.98149
58.68750	311.2182	13.97804
58.69584	311.2601	13.97574
58.70418	311.3015	13.97342
58.71250	311.3445	13.97111
58.72500	311.4062	13.96759
58.73750	311.4712	13.96414
58.74584	311.5111	13.96182
58.75416	311.5530	13.95946
58.76668	311.6162	13.95598
58.77918	311.6816	13.95248
58.78750	311.7217	13.95013
58.79582	311.7643	13.94779
58.80834	311.8257	13.94430
58.82084	311.8868	13.94079
58.82918	311.9303	13.93844
58.83750	311.9709	13.93610
58.85000	312.0347	13.93257
58.86250	312.0970	13.92905
58.87084	312.1405	13.92669
58.87916	312.1817	13.92432
58.89168	312.2428	13.92079
58.90418	312.3072	13.91727
58.91250	312.3480	13.91490
58.92082	312.3906	13.91254
58.92916	312.4326	13.91015
58.94166	312.4977	13.90657
58.95418	312.5662	13.90302
58.96250	312.6096	13.90063
58.97082	312.6499	13.89825
58.98332	312.7132	13.89466
58.99584	312.7760	13.89106
59.00416	312.8182	13.88866
59.01250	312.8589	13.88627
59.02500	312.9224	13.88269
59.03750	312.9861	13.87912
59.04582	313.0272	13.87676
59.05416	313.0668	13.87436
59.06666	313.1220	13.87077
59.07918	313.1848	13.86718
59.08750	313.2240	13.86477
59.09582	313.2703	13.86237
59.10832	313.3308	13.85876
59.12084	313.3954	13.85511
59.12916	313.4358	13.85269
59.13750	313.4740	13.85028
59.14582	313.5191	13.84785
59.15832	313.5815	13.84419
59.17082	313.6447	13.84055
59.17916	313.6847	13.83812
59.18750	313.7278	13.83567
59.20000	313.7907	13.83201
59.21250	313.8543	13.82836
59.22082	313.8952	13.82590
59.22918	313.9367	13.82346
59.24168	313.9978	13.81980
59.25416	314.0626	13.81615
59.26250	314.1030	13.81370
59.27082	314.1485	13.81124
59.28332	314.2094	13.80755
59.29582	314.2700	13.80387
59.30416	314.3138	13.80142
59.31250	314.3550	13.79895
59.32500	314.4169	13.79526
59.33750	314.4820	13.79153
59.34582	314.5254	13.78904
59.35418	314.5644	13.78660
59.36250	314.6045	13.78413
59.37500	314.6709	13.78038
59.38750	314.7352	13.77663
59.39582	314.7764	13.77414
59.40418	314.8157	13.77160
59.41666	314.8882	13.76784
59.42916	314.9520	13.76406
59.43750	314.9959	13.76151
59.44584	315.0368	13.75899
59.45834	315.1000	13.75519
59.47082	315.1623	13.75143
59.47918	315.2022	13.74892
59.48750	315.2436	13.74641
59.50000	315.3068	13.74262
59.51250	315.3600	13.73891
59.52082	315.4030	13.73638
59.52918	315.4428	13.73385
59.54166	315.5067	13.73013
59.55416	315.5690	13.72635
59.56250	315.6102	13.72380
59.57084	315.6520	13.72130
59.57918	315.6946	13.71880
59.59168	315.7578	13.71501
59.60418	315.8204	13.71123
59.61250	315.8635	13.70868
59.62084	315.9031	13.70613
59.63332	315.9666	13.70229
59.64582	316.0301	13.69849
59.65418	316.0716	13.69596
59.66250	316.1203	13.69341
59.67500	316.1868	13.68953
59.68750	316.2503	13.68566
59.69584	316.2900	13.68310
59.70418	316.3326	13.68050
59.71668	316.3963	13.67661
59.72918	316.4583	13.67269
59.73750	316.4998	13.67007
59.74584	316.5397	13.66750
59.75832	316.6042	13.66364
59.77082	316.6673	13.65975
59.77918	316.7095	13.65718
59.78750	316.7514	13.65462
59.79582	316.7914	13.65205
59.80834	316.8550	13.64820
59.82084	316.9173	13.64433
59.82918	316.9589	13.64174
59.83750	317.0000	13.63914
59.85000	317.0636	13.63525
59.86250	317.1244	13.63131
59.87084	317.1679	13.62868
59.87916	317.2070	13.62607
59.89168	317.2618	13.62212
59.90418	317.3230	13.61817
59.91250	317.3638	13.61552
59.92082	317.4054	13.61289
59.93334	317.4690	13.60898
59.94584	317.5306	13.60504
59.95418	317.5732	13.60241
59.96250	317.6178	13.59978
59.97500	317.6776	13.59582
59.98750	317.7412	13.59190
59.99584	317.7829	13.58927
60.00416	317.8252	13.58661
60.01250	317.8682	13.58396
60.02500	317.9309	13.58002
60.03750	317.9916	13.57608
60.04582	318.0338	13.57344
60.05416	318.0773	13.57080
60.06666	318.1398	13.56679
60.07918	318.2042	13.56280
60.08750	318.2441	13.56016
60.09582	318.2854	13.55750
60.10832	318.3487	13.55350
60.12084	318.4119	13.54949
60.12916	318.4574	13.54681
60.13750	318.4966	13.54414
60.15000	318.5590	13.54014
60.16250	318.6227	13.53613
60.17082	318.6655	13.53346
60.17916	318.7078	13.53077
60.19166	318.7682	13.52677
60.20418	318.8320	13.52276
60.21250	318.8739	13.52010
60.22082	318.9167	13.51744
60.22918	318.9576	13.51476
60.24168	319.0205	13.51072
60.25416	319.0812	13.50669
60.26250	319.1232	13.50402
60.27082	319.1680	13.50132
60.28332	319.2312	13.49726
60.29582	319.2922	13.49322
60.30416	319.3333	13.49049
60.31250	319.3746	13.48781
60.32500	319.4413	13.48379
60.33750	319.5022	13.47974
60.34582	319.5451	13.47703
60.35418	319.5845	13.47433
60.36668	319.6495	13.47028
60.37916	319.7088	13.46620
60.38750	319.7559	13.46350
60.39582	319.7934	13.46077
60.40832	319.8581	13.45665
60.42082	319.9178	13.45258
60.42916	319.9628	13.44988
60.43750	320.0065	13.44715
60.44584	320.0461	13.44438
60.45834	320.1096	13.44034
60.47082	320.1713	13.43628
60.47918	320.2143	13.43355
60.48750	320.2586	13.43083
60.50000	320.3173	13.42672
60.51250	320.3798	13.42257
60.52082	320.4240	13.41979
60.52918	320.4714	13.41703
60.54166	320.5368	13.41282
60.55416	320.5898	13.40864
60.56250	320.6330	13.40586
60.57084	320.6747	13.40310
60.58334	320.7378	13.39890
60.59582	320.8012	13.39470
60.60418	320.8411	13.39193
60.61250	320.8828	13.38916
60.62500	320.9480	13.38504
60.63750	321.0081	13.38093
60.64582	321.0520	13.37818
60.65418	321.0941	13.37543
60.66250	321.1340	13.37271
60.67500	321.1965	13.36868
60.68750	321.2618	13.36462
60.69584	321.3027	13.36191
60.70418	321.3463	13.35918
60.71668	321.4078	13.35503
60.72918	321.4691	13.35092
60.73750	321.5139	13.34818
60.74584	321.5543	13.34542
60.75832	321.6158	13.34127
60.77082	321.6796	13.33710
60.77918	321.7218	13.33430
60.78750	321.7644	13.33153
60.80000	321.8262	13.32734
60.81250	321.8885	13.32316
60.82084	321.9314	13.32040
60.82918	321.9730	13.31763
60.84168	322.0336	13.31342
60.85418	322.0961	13.30924
60.86250	322.1371	13.30648
60.87084	322.1804	13.30369
60.87916	322.2241	13.30093
60.89168	322.2865	13.29676
60.90418	322.3484	13.29250
60.91250	322.3917	13.28973
60.92082	322.4326	13.28697
60.93334	322.5016	13.28279
60.94584	322.5679	13.27866
60.95418	322.6103	13.27590
60.96250	322.6509	13.27313
60.97500	322.7142	13.26898
60.98750	322.7763	13.26488
60.99584	322.8194	13.26206
61.00416	322.8608	13.25925
61.01668	322.9165	13.25508
61.02918	322.9795	13.25087
61.03750	323.0180	13.24810
61.04582	323.0609	13.24531
61.05834	323.1262	13.24106
61.07084	323.1843	13.23688
61.07918	323.2263	13.23413
61.08750	323.2697	13.23138
61.09582	323.3106	13.22861
61.10832	323.3822	13.22442
61.12084	323.4362	13.22019
61.12916	323.4806	13.21738
61.13750	323.5221	13.21458
61.15000	323.5834	13.21037
61.16250	323.6467	13.20617
61.17082	323.6882	13.20339
61.17916	323.7327	13.20059
61.19166	323.7942	13.19643
61.20418	323.8559	13.19233
61.21250	323.8970	13.18958
61.22082	323.9402	13.18682
61.23332	324.0030	13.18269
61.24584	324.0688	13.17852
61.25416	324.1076	13.17573
61.26250	324.1494	13.17296
61.27500	324.2120	13.16877
61.28750	324.2749	13.16455
61.29582	324.3156	13.16175
61.30416	324.3632	13.15894
61.31250	324.3998	13.15611
61.32500	324.4625	13.15190
61.33750	324.5251	13.14770
61.34582	324.5656	13.14490
61.35418	324.6105	13.14210
61.36668	324.6721	13.13788
61.37916	324.7336	13.13363
61.38750	324.7760	13.13086
61.39582	324.8194	13.12813
61.40832	324.8818	13.12395
61.42082	324.9439	13.11976
61.42916	324.9856	13.11696
61.43750	325.0282	13.11416
61.45000	325.0897	13.11001
61.46250	325.1534	13.10585
61.47082	325.1922	13.10307
61.47918	325.2366	13.10023
61.49168	325.2990	13.09604
61.50416	325.3604	13.09185
61.51250	325.4019	13.08907
61.52082	325.4441	13.08632
61.52918	325.4883	13.08353
61.54166	325.5515	13.07936
61.55416	325.6138	13.07522
61.56250	325.6549	13.07247
61.57084	325.6960	13.06968
61.58334	325.7595	13.06550
61.59582	325.8224	13.06137
61.60418	325.8644	13.05860
61.61250	325.9058	13.05584
61.62500	325.9698	13.05176
61.63750	326.0306	13.04760
61.64582	326.0754	13.04483
61.65418	326.1136	13.04211
61.66666	326.1773	13.03794
61.67916	326.2406	13.03377
61.68750	326.2826	13.03102
61.69584	326.3244	13.02824
61.70834	326.3871	13.02409
61.72082	326.4500	13.01999
61.72918	326.4945	13.01726
61.73750	326.5324	13.01450
61.74584	326.5761	13.01177
61.75832	326.6384	13.00768
61.77082	326.6990	13.00351
61.77918	326.7427	13.00079
61.78750	326.7859	12.99805
61.80000	326.8476	12.99394
61.81250	326.9109	12.98978
61.82084	326.9535	12.98703
61.82918	326.9947	12.98431
61.84168	327.0558	12.98020
61.85418	327.1174	12.97610
