"Time (min)"	"Temperature (°C)"	"Weight (mg)"
3.979167	35.27340	20.89326
3.991667	35.33533	20.89314
4.004166	35.39672	20.89303
4.012500	35.43347	20.89294
4.020834	35.47148	20.89283
4.033333	35.53282	20.89272
4.045833	35.59416	20.89265
4.054167	35.63545	20.89256
4.062500	35.67395	20.89249
4.075000	35.73213	20.89244
4.087500	35.79475	20.89238
4.095833	35.83584	20.89234
4.104166	35.87712	20.89230
4.112500	35.91344	20.89223
4.125000	35.97473	20.89210
4.137500	36.03223	20.89198
4.145834	36.07607	20.89188
4.154167	36.11721	20.89178
4.166666	36.17671	20.89164
4.179167	36.24360	20.89151
4.187500	36.29778	20.89143
4.195833	36.33507	20.89136
4.208334	36.39646	20.89118
4.220833	36.44473	20.89103
4.229166	36.48018	20.89096
4.237500	36.52136	20.89086
4.250000	36.59252	20.89075
4.262500	36.65824	20.89062
4.270834	36.70080	20.89054
4.279167	36.73518	20.89049
4.291666	36.79864	20.89040
4.304167	36.86117	20.89028
4.312500	36.90292	20.89020
4.320833	36.94028	20.89014
4.329167	36.98125	20.89006
4.341667	37.04155	20.88994
4.354166	37.10227	20.88980
4.362500	37.14008	20.88973
4.370834	37.18340	20.88967
4.383333	37.24560	20.88958
4.395834	37.30570	20.88950
4.404167	37.34850	20.88942
4.412500	37.38674	20.88932
4.425000	37.44459	20.88918
4.437500	37.51180	20.88906
4.445833	37.53789	20.88896
4.454167	37.57748	20.88887
4.466667	37.63440	20.88876
4.479166	37.69544	20.88862
4.487500	37.73763	20.88853
4.495834	37.78130	20.88846
4.508333	37.84254	20.88835
4.520834	37.90310	20.88822
4.529167	37.94704	20.88814
4.537500	37.98330	20.88804
4.545833	38.03107	20.88794
4.558334	38.09418	20.88780
4.570833	38.15098	20.88767
4.579167	38.19560	20.88756
4.587500	38.23142	20.88747
4.600000	38.29348	20.88735
4.612500	38.35474	20.88718
4.620834	38.39495	20.88708
4.629166	38.43620	20.88701
4.641666	38.50312	20.88686
4.654167	38.56375	20.88669
4.662500	38.60690	20.88660
4.670833	38.64812	20.88650
4.683334	38.70634	20.88634
4.695833	38.76805	20.88624
4.704167	38.81080	20.88616
4.712500	38.85088	20.88604
4.725000	38.91564	20.88594
4.737500	38.97381	20.88581
4.745834	39.01981	20.88571
4.754166	39.06228	20.88562
4.762500	39.10294	20.88552
4.775000	39.16494	20.88534
4.787500	39.22652	20.88510
4.795833	39.26788	20.88498
4.804167	39.31138	20.88486
4.816666	39.37503	20.88469
4.829167	39.43595	20.88453
4.837500	39.48150	20.88442
4.845833	39.52219	20.88431
4.858334	39.58422	20.88418
4.870834	39.64906	20.88410
4.879166	39.68876	20.88402
4.887500	39.73648	20.88393
4.900000	39.79494	20.88381
4.912500	39.85735	20.88369
4.920833	39.89785	20.88359
4.929167	39.94006	20.88349
4.941666	40.00424	20.88334
4.954167	40.06600	20.88318
4.962500	40.12354	20.88306
4.970833	40.16900	20.88295
4.979166	40.20420	20.88281
4.991667	40.27376	20.88263
5.004166	40.33633	20.88248
5.012500	40.37482	20.88235
5.020834	40.42248	20.88221
5.033333	40.48557	20.88204
5.045833	40.53791	20.88182
5.054167	40.57222	20.88168
5.062500	40.61459	20.88161
5.075000	40.67912	20.88141
5.087500	40.74092	20.88120
5.095833	40.78584	20.88110
5.104166	40.82344	20.88102
5.116667	40.88909	20.88084
5.129166	40.95227	20.88072
5.137500	40.99531	20.88061
5.145834	41.03922	20.88047
5.158333	41.10240	20.88032
5.170833	41.16690	20.88022
5.179167	41.20878	20.88008
5.187500	41.24712	20.87994
5.195833	41.29071	20.87979
5.208334	41.35385	20.87959
5.220833	41.41956	20.87941
5.229166	41.46035	20.87929
5.237500	41.50234	20.87918
5.250000	41.56400	20.87895
5.262500	41.62683	20.87875
5.270834	41.67106	20.87863
5.279168	41.71549	20.87849
5.291666	41.77839	20.87830
5.304168	41.84345	20.87808
5.312500	41.88532	20.87794
5.320832	41.93119	20.87778
5.333334	41.98934	20.87759
5.345832	42.05287	20.87739
5.354166	42.09169	20.87728
5.362500	42.13394	20.87719
5.375000	42.20056	20.87701
5.387500	42.26179	20.87683
5.395834	42.30682	20.87671
5.404168	42.35265	20.87663
5.412500	42.39608	20.87654
5.425000	42.45718	20.87637
5.437500	42.52109	20.87622
5.445832	42.56524	20.87609
5.454168	42.60419	20.87592
5.466668	42.67422	20.87566
5.479166	42.74000	20.87544
5.487500	42.77634	20.87529
5.495834	42.81910	20.87516
5.508332	42.88381	20.87494
5.520834	42.95074	20.87475
5.529168	42.99350	20.87463
5.537500	43.03637	20.87456
5.550000	43.09767	20.87444
5.562500	43.15722	20.87427
5.570832	43.20586	20.87415
5.579168	43.24619	20.87400
5.591668	43.31009	20.87381
5.604166	43.37419	20.87358
5.612500	43.41728	20.87344
5.620834	43.46026	20.87326
5.629166	43.50317	20.87311
5.641666	43.56670	20.87292
5.654168	43.63287	20.87272
5.662500	43.67464	20.87257
5.670832	43.71722	20.87246
5.683334	43.78226	20.87226
5.695832	43.84617	20.87206
5.704168	43.88726	20.87192
5.712500	43.93257	20.87178
5.725000	43.99560	20.87155
5.737500	44.05940	20.87133
5.745834	44.09793	20.87120
5.754166	44.14275	20.87102
5.766666	44.20928	20.87082
5.779168	44.27326	20.87065
5.787500	44.31536	20.87055
5.795832	44.35907	20.87042
5.808334	44.42312	20.87023
5.820832	44.48548	20.87006
5.829168	44.52842	20.86990
5.837500	44.57026	20.86977
5.845832	44.61317	20.86966
5.858334	44.67952	20.86944
5.870834	44.74066	20.86920
5.879166	44.78672	20.86904
5.887500	44.82525	20.86890
5.900000	44.89096	20.86869
5.912500	44.95659	20.86850
5.920832	44.99597	20.86836
5.929168	45.04596	20.86819
5.941666	45.10549	20.86797
5.954168	45.16757	20.86776
5.962500	45.21092	20.86762
5.970832	45.25046	20.86747
5.983334	45.32167	20.86722
5.995834	45.38472	20.86697
6.004166	45.42839	20.86683
6.012500	45.47052	20.86671
6.025000	45.53350	20.86652
6.037500	45.59773	20.86633
6.045832	45.63650	20.86620
6.054168	45.68115	20.86606
6.062500	45.72465	20.86595
6.075000	45.79219	20.86576
6.087500	45.86962	20.86553
6.095832	45.91058	20.86537
6.104166	45.93774	20.86520
6.116668	46.00328	20.86495
6.129166	46.06575	20.86473
6.137500	46.11180	20.86456
6.145834	46.15092	20.86436
6.158332	46.21468	20.86411
6.170832	46.27789	20.86388
6.179168	46.32222	20.86372
6.187500	46.36503	20.86357
6.200000	46.42955	20.86330
6.212500	46.49242	20.86299
6.220832	46.53292	20.86282
6.229166	46.57898	20.86266
6.241668	46.64156	20.86239
6.254166	46.70660	20.86214
6.262500	46.74639	20.86196
6.270834	46.79101	20.86180
6.279168	46.83420	20.86165
6.291666	46.89610	20.86146
6.304168	46.96060	20.86126
6.312500	47.00146	20.86111
6.320832	47.04437	20.86095
6.333334	47.10805	20.86072
6.345832	47.17368	20.86049
6.354166	47.21562	20.86033
6.362500	47.25516	20.86017
6.375000	47.32182	20.85991
6.387500	47.38344	20.85962
6.395834	47.42800	20.85946
6.404166	47.47012	20.85932
6.416666	47.53258	20.85909
6.429168	47.59504	20.85881
6.437500	47.64053	20.85862
6.445832	47.68440	20.85845
6.458334	47.74668	20.85820
6.470834	47.80603	20.85797
6.479166	47.85272	20.85778
6.487500	47.89918	20.85761
6.495834	47.93451	20.85741
6.508332	47.99996	20.85715
6.520834	48.06460	20.85692
6.529166	48.10562	20.85675
6.537500	48.14819	20.85657
6.550000	48.21094	20.85630
6.562500	48.27588	20.85604
6.570832	48.31666	20.85588
6.579168	48.35730	20.85572
6.591666	48.42276	20.85547
6.604166	48.48285	20.85522
6.612500	48.52869	20.85500
6.620834	48.57174	20.85480
6.633332	48.63363	20.85455
6.645834	48.69777	20.85428
6.654166	48.74129	20.85407
6.662500	48.78183	20.85386
6.675000	48.84380	20.85360
6.687500	48.90742	20.85332
6.695832	48.95130	20.85319
6.704168	48.99230	20.85304
6.712500	49.03400	20.85286
6.725000	49.09809	20.85259
6.737500	49.15634	20.85235
6.745834	49.20012	20.85218
6.754166	49.24526	20.85199
6.766666	49.30866	20.85172
6.779166	49.37928	20.85142
6.787500	49.41716	20.85123
6.795832	49.45496	20.85104
6.808334	49.51921	20.85078
6.820832	49.58127	20.85052
6.829168	49.62637	20.85037
6.837500	49.66733	20.85022
6.850000	49.72891	20.84994
6.862500	49.79346	20.84965
6.870834	49.83752	20.84946
6.879166	49.88045	20.84930
6.891666	49.94028	20.84899
6.904166	50.00321	20.84862
6.912500	50.04650	20.84836
6.920832	50.08731	20.84812
6.929168	50.13090	20.84793
6.941666	50.19348	20.84768
6.954168	50.25846	20.84742
6.962500	50.30254	20.84723
6.970834	50.34250	20.84706
6.983334	50.41409	20.84686
6.995834	50.48443	20.84665
7.004166	50.52306	20.84646
7.012500	50.56564	20.84625
7.025000	50.63000	20.84600
7.037500	50.69202	20.84574
7.045832	50.73624	20.84557
7.054168	50.77616	20.84539
7.066666	50.83941	20.84504
7.079168	50.90086	20.84473
7.087500	50.94052	20.84455
7.095834	50.97258	20.84436
7.108334	51.03455	20.84407
7.120834	51.09770	20.84381
7.129166	51.13469	20.84362
7.137500	51.18141	20.84345
7.145834	51.22383	20.84332
7.158334	51.28840	20.84312
7.170832	51.34770	20.84292
7.179168	51.39309	20.84277
7.187500	51.43282	20.84261
7.200000	51.49878	20.84234
7.212500	51.55894	20.84206
7.220834	51.60450	20.84187
7.229166	51.64528	20.84168
7.241668	51.70776	20.84138
7.254166	51.76879	20.84109
7.262500	51.82198	20.84089
7.270834	51.87299	20.84066
7.283334	51.93346	20.84030
7.295832	51.98782	20.83998
7.304168	52.02686	20.83976
7.312500	52.07483	20.83954
7.325000	52.13515	20.83922
7.337500	52.19180	20.83886
7.345834	52.23704	20.83860
7.354166	52.27536	20.83840
7.362500	52.31790	20.83816
7.375000	52.38238	20.83782
7.387500	52.44496	20.83750
7.395834	52.48616	20.83729
7.404166	52.53271	20.83709
7.416666	52.59193	20.83680
7.429168	52.65166	20.83655
7.437500	52.69404	20.83634
7.445832	52.73802	20.83614
7.458334	52.80050	20.83589
7.470834	52.86132	20.83561
7.479166	52.90076	20.83539
7.487500	52.94346	20.83517
7.500000	53.00879	20.83486
7.512500	53.07484	20.83456
7.520834	53.11384	20.83439
7.529166	53.15644	20.83424
7.541666	53.21930	20.83394
7.554168	53.28407	20.83365
7.562500	53.32668	20.83347
7.570832	53.37086	20.83330
7.579168	53.41195	20.83315
7.591666	53.47358	20.83287
7.604166	53.53637	20.83256
7.612500	53.57974	20.83236
7.620834	53.61861	20.83216
7.633332	53.68421	20.83183
7.645834	53.74900	20.83150
7.654166	53.78747	20.83128
7.662500	53.83344	20.83105
7.675000	53.89340	20.83072
7.687500	53.95639	20.83042
7.695832	53.99920	20.83020
7.704168	54.04063	20.82998
7.716666	54.10632	20.82973
7.729166	54.16542	20.82942
7.737500	54.20968	20.82920
7.745834	54.25350	20.82896
7.758332	54.31918	20.82859
7.770834	54.39108	20.82821
7.779166	54.43436	20.82797
7.787500	54.47705	20.82773
7.795832	54.51260	20.82746
7.808334	54.56621	20.82710
7.820832	54.62592	20.82682
7.829168	54.67141	20.82664
7.837500	54.70912	20.82648
7.850000	54.77524	20.82621
7.862500	54.83662	20.82591
7.870834	54.87876	20.82572
7.879166	54.92035	20.82556
7.891666	54.98426	20.82531
7.904166	55.05044	20.82498
7.912500	55.08793	20.82471
7.920832	55.13344	20.82446
7.933334	55.19629	20.82413
7.945832	55.25880	20.82383
7.954168	55.30336	20.82363
7.962500	55.34326	20.82338
7.975000	55.40870	20.82301
7.987500	55.46986	20.82264
7.995834	55.51320	20.82244
8.004166	55.55354	20.82219
8.012500	55.59258	20.82194
8.025000	55.65908	20.82152
8.037500	55.72141	20.82114
8.045834	55.76228	20.82093
8.054168	55.80675	20.82072
8.066666	55.86949	20.82043
8.079166	55.93154	20.82011
8.087500	55.97234	20.81993
8.095834	56.01548	20.81975
8.108334	56.07972	20.81948
8.120834	56.14288	20.81920
8.129166	56.18240	20.81898
8.137500	56.22810	20.81875
8.150000	56.28930	20.81843
8.162500	56.35202	20.81810
8.170834	56.39976	20.81785
8.179168	56.43848	20.81764
8.191666	56.50229	20.81734
8.204166	56.56551	20.81698
8.212500	56.60666	20.81675
8.220834	56.64989	20.81652
8.229168	56.68912	20.81632
8.241668	56.75600	20.81602
8.254166	56.81777	20.81570
8.262500	56.85834	20.81546
8.270832	56.90228	20.81520
8.283332	56.96358	20.81488
8.295834	57.02780	20.81457
8.304168	57.07134	20.81434
8.312500	57.11162	20.81408
8.325000	57.17644	20.81376
8.337500	57.23878	20.81348
8.345834	57.28108	20.81325
8.354168	57.32192	20.81305
8.366668	57.38479	20.81271
8.379166	57.44980	20.81236
8.387500	57.49324	20.81215
8.395832	57.53120	20.81194
8.408332	57.59829	20.81156
8.420834	57.66129	20.81119
8.429168	57.70215	20.81095
8.437500	57.74790	20.81070
8.445832	57.78787	20.81044
8.458332	57.85008	20.81006
8.470834	57.91243	20.80967
8.479168	57.95582	20.80944
8.487500	58.00066	20.80922
8.500000	58.06180	20.80890
8.512500	58.12492	20.80859
8.520832	58.16396	20.80838
8.529166	58.20652	20.80814
8.541668	58.27205	20.80781
8.554168	58.34254	20.80745
8.562500	58.37595	20.80722
8.570832	58.41772	20.80699
8.583332	58.49178	20.80662
8.595834	58.56019	20.80624
8.604168	58.60208	20.80600
8.612500	58.64436	20.80578
8.625000	58.69317	20.80545
8.637500	58.75642	20.80508
8.645832	58.80024	20.80481
8.654166	58.84834	20.80455
8.662500	58.88342	20.80427
8.675000	58.94878	20.80391
8.687500	59.00930	20.80356
8.695832	59.05312	20.80332
8.704166	59.09604	20.80309
8.716668	59.15576	20.80272
8.729168	59.21941	20.80241
8.737500	59.26409	20.80219
8.745834	59.30385	20.80196
8.758332	59.36850	20.80161
8.770832	59.43361	20.80123
8.779166	59.47480	20.80098
8.787500	59.51570	20.80072
8.800000	59.57888	20.80039
8.812500	59.64030	20.80000
8.820832	59.68078	20.79977
8.829166	59.72578	20.79954
8.841668	59.78945	20.79920
8.854168	59.85226	20.79886
8.862500	59.89650	20.79861
8.870834	59.93550	20.79837
8.879166	59.98082	20.79810
8.891666	60.04406	20.79774
8.904166	60.10805	20.79738
8.912500	60.15076	20.79713
8.920834	60.19024	20.79688
8.933334	60.25297	20.79651
8.945832	60.31880	20.79613
8.954166	60.35986	20.79588
8.962500	60.40453	20.79564
8.975000	60.46766	20.79526
8.987500	60.53090	20.79487
8.995834	60.56958	20.79463
9.004166	60.61524	20.79440
9.016666	60.67698	20.79401
9.029166	60.73958	20.79362
9.037500	60.78324	20.79340
9.045834	60.82430	20.79316
9.058334	60.88804	20.79283
9.070832	60.95372	20.79248
9.079166	60.99066	20.79223
9.087500	61.03465	20.79199
9.095834	61.07424	20.79172
9.108334	61.14778	20.79135
9.120834	61.20986	20.79092
9.129166	61.24800	20.79062
9.137500	61.28966	20.79032
9.150000	61.35289	20.78986
9.162500	61.41542	20.78942
9.170834	61.45879	20.78911
9.179168	61.50152	20.78884
9.191666	61.55984	20.78848
9.204166	61.62894	20.78816
9.212500	61.66530	20.78792
9.220834	61.70950	20.78768
9.233334	61.77532	20.78734
9.245834	61.83819	20.78703
9.254166	61.87746	20.78681
9.262500	61.92045	20.78658
9.275000	61.98610	20.78623
9.287500	62.05282	20.78583
9.295834	62.09174	20.78559
9.304168	62.13581	20.78535
9.312500	62.17670	20.78512
9.325000	62.24230	20.78471
9.337500	62.30621	20.78434
9.345834	62.34770	20.78409
9.354168	62.38532	20.78383
9.366668	62.45015	20.78344
9.379166	62.51566	20.78307
9.387500	62.55661	20.78279
9.395832	62.59956	20.78254
9.408332	62.66285	20.78216
9.420834	62.72724	20.78173
9.429168	62.76729	20.78147
9.437500	62.81070	20.78122
9.450000	62.87473	20.78082
9.462500	62.93738	20.78042
9.470834	62.98084	20.78016
9.479168	63.02188	20.77991
9.491668	63.08730	20.77955
9.504166	63.14960	20.77920
9.512500	63.18919	20.77896
