"Time (min)"	"Temperature (°C)"	"Weight (mg)"
19.81250	217.6836	18.90642
19.82083	217.7664	18.90461
19.82916	217.8562	18.90275
19.83750	217.9374	18.90086
19.84583	218.0224	18.89893
19.85416	218.1075	18.89698
19.86250	218.1940	18.89504
19.87083	218.2807	18.89313
19.87917	218.3648	18.89122
19.88750	218.4485	18.88930
19.89584	218.5325	18.88738
19.90417	218.6151	18.88545
19.91250	218.7001	18.88361
19.92084	218.7860	18.88180
19.92917	218.8712	18.87999
19.93750	218.9576	18.87820
19.94583	219.0418	18.87642
19.95416	219.1268	18.87455
19.96250	219.2112	18.87259
19.97083	219.2950	18.87059
19.97916	219.3820	18.86853
19.98750	219.4688	18.86639
19.99583	219.5503	18.86412
20.00417	219.6363	18.86174
20.01250	219.7219	18.85934
20.02084	219.8046	18.85685
20.02917	219.8892	18.85424
20.03750	219.9759	18.85159
20.04584	220.0568	18.84895
20.05417	220.1422	18.84634
20.06250	220.2261	18.84376
20.07083	220.3140	18.84121
20.07916	220.4002	18.83871
20.08750	220.4857	18.83628
20.09583	220.5695	18.83389
20.10416	220.6550	18.83152
20.11250	220.7380	18.82924
20.12083	220.8218	18.82700
20.12917	220.9076	18.82478
20.13750	220.9944	18.82252
20.14584	221.0766	18.82030
20.15417	221.1636	18.81808
20.16250	221.2474	18.81586
20.17084	221.3328	18.81363
20.17917	221.4164	18.81142
20.18750	221.4994	18.80924
20.19583	221.5860	18.80706
20.20416	221.6696	18.80483
20.21250	221.7551	18.80257
20.22083	221.8398	18.80031
20.22916	221.9241	18.79800
20.23750	222.0094	18.79572
20.24583	222.0926	18.79341
20.25417	222.1776	18.79106
20.26250	222.2632	18.78867
20.27084	222.3478	18.78623
20.27917	222.4328	18.78376
20.28750	222.5176	18.78120
20.29584	222.6026	18.77858
20.30417	222.6866	18.77591
20.31250	222.7723	18.77320
20.32083	222.8584	18.77042
20.32916	222.9431	18.76759
20.33750	223.0260	18.76470
20.34583	223.1089	18.76172
20.35416	223.1967	18.75871
20.36250	223.2778	18.75569
20.37083	223.3640	18.75270
20.37917	223.4492	18.74979
20.38750	223.5325	18.74695
20.39584	223.6185	18.74410
20.40417	223.7040	18.74126
20.41250	223.7884	18.73844
20.42084	223.8727	18.73567
20.42917	223.9580	18.73297
20.43750	224.0416	18.73030
20.44583	224.1261	18.72766
20.45416	224.2109	18.72504
20.46250	224.2958	18.72240
20.47083	224.3811	18.71969
20.47916	224.4676	18.71698
20.48750	224.5504	18.71422
20.49583	224.6344	18.71148
20.50417	224.7178	18.70874
20.51250	224.8027	18.70596
20.52084	224.8897	18.70322
20.52917	224.9730	18.70048
20.53750	225.0570	18.69772
20.54584	225.1430	18.69498
20.55417	225.2300	18.69225
20.56250	225.3128	18.68951
20.57083	225.3986	18.68680
20.57916	225.4819	18.68406
20.58750	225.5660	18.68127
20.59583	225.6514	18.67841
20.60416	225.7377	18.67544
20.61250	225.8182	18.67234
20.62083	225.9044	18.66915
20.62917	225.9910	18.66588
20.63750	226.0739	18.66256
20.64584	226.1575	18.65919
20.65417	226.2428	18.65582
20.66250	226.3268	18.65246
20.67084	226.4116	18.64908
20.67917	226.4975	18.64574
20.68750	226.5797	18.64244
20.69583	226.6653	18.63919
20.70416	226.7524	18.63601
20.71250	226.8356	18.63287
20.72083	226.9204	18.62970
20.72916	227.0073	18.62656
20.73750	227.0908	18.62339
20.74583	227.1718	18.62021
20.75417	227.2597	18.61704
20.76250	227.3442	18.61384
20.77084	227.4300	18.61064
20.77917	227.5149	18.60742
20.78750	227.5992	18.60418
20.79584	227.6844	18.60092
20.80417	227.7685	18.59770
20.81250	227.8530	18.59451
20.82083	227.9352	18.59133
20.82916	228.0216	18.58817
20.83750	228.1074	18.58501
20.84583	228.1899	18.58185
20.85416	228.2766	18.57864
20.86250	228.3585	18.57540
20.87083	228.4448	18.57212
20.87917	228.5297	18.56881
20.88750	228.6124	18.56543
20.89584	228.6992	18.56198
20.90417	228.7862	18.55844
20.91250	228.8694	18.55480
20.92084	228.9570	18.55106
20.92917	229.0365	18.54727
20.93750	229.1226	18.54347
20.94583	229.2075	18.53969
20.95416	229.2916	18.53592
20.96250	229.3762	18.53214
20.97083	229.4621	18.52841
20.97916	229.5476	18.52472
20.98750	229.6312	18.52109
20.99583	229.7141	18.51758
21.00417	229.8020	18.51420
21.01250	229.8844	18.51090
21.02084	229.9690	18.50762
21.02917	230.0546	18.50435
21.03750	230.1398	18.50106
21.04584	230.2247	18.49772
21.05417	230.3090	18.49437
21.06250	230.3943	18.49093
21.07083	230.4811	18.48738
21.07916	230.5623	18.48371
21.08750	230.6478	18.47990
21.09583	230.7313	18.47600
21.10416	230.8175	18.47202
21.11250	230.9020	18.46800
21.12083	230.9861	18.46400
21.12917	231.0718	18.46001
21.13750	231.1571	18.45598
21.14584	231.2412	18.45201
21.15417	231.3251	18.44810
21.16250	231.4105	18.44420
21.17084	231.4978	18.44031
21.17917	231.5812	18.43641
21.18750	231.6650	18.43251
21.19583	231.7476	18.42858
21.20416	231.8324	18.42456
21.21250	231.9160	18.42048
21.22083	232.0034	18.41636
21.22916	232.0888	18.41220
21.23750	232.1743	18.40801
21.24583	232.2584	18.40384
21.25417	232.3418	18.39973
21.26250	232.4253	18.39571
21.27084	232.5120	18.39180
21.27917	232.5966	18.38796
21.28750	232.6788	18.38420
21.29584	232.7624	18.38052
21.30417	232.8485	18.37691
21.31250	232.9364	18.37335
21.32083	233.0190	18.36980
21.32916	233.1042	18.36617
21.33750	233.1884	18.36242
21.34583	233.2758	18.35859
21.35416	233.3566	18.35464
21.36250	233.4426	18.35054
21.37083	233.5254	18.34636
21.37917	233.6108	18.34213
21.38750	233.6986	18.33783
21.39584	233.7796	18.33342
21.40417	233.8672	18.32896
21.41250	233.9498	18.32454
21.42084	234.0363	18.32012
21.42917	234.1211	18.31571
21.43750	234.2078	18.31128
21.44583	234.2906	18.30685
21.45416	234.3760	18.30242
21.46250	234.4614	18.29796
21.47083	234.5444	18.29346
21.47916	234.6286	18.28900
21.48750	234.7144	18.28455
21.49583	234.7961	18.28006
21.50417	234.8830	18.27556
21.51250	234.9695	18.27108
21.52084	235.0523	18.26664
21.52917	235.1392	18.26222
21.53750	235.2243	18.25782
21.54584	235.3073	18.25345
21.55417	235.3918	18.24908
21.56250	235.4774	18.24468
21.57083	235.5621	18.24029
21.57916	235.6465	18.23593
21.58750	235.7338	18.23159
21.59583	235.8158	18.22726
21.60416	235.9014	18.22288
21.61250	235.9865	18.21849
21.62083	236.0696	18.21412
21.62917	236.1537	18.20975
21.63750	236.2422	18.20537
21.64584	236.3275	18.20104
21.65417	236.4106	18.19669
21.66250	236.4925	18.19232
21.67084	236.5781	18.18791
21.67917	236.6664	18.18342
21.68750	236.7485	18.17889
21.69583	236.8334	18.17429
21.70416	236.9174	18.16964
21.71250	237.0036	18.16501
21.72083	237.0877	18.16029
21.72916	237.1746	18.15552
21.73750	237.2585	18.15069
21.74583	237.3410	18.14580
21.75417	237.4282	18.14091
21.76250	237.5113	18.13603
21.77084	237.5972	18.13119
21.77917	237.6820	18.12638
21.78750	237.7670	18.12158
21.79584	237.8533	18.11673
21.80417	237.9378	18.11196
21.81250	238.0226	18.10718
21.82083	238.1038	18.10242
21.82916	238.1910	18.09770
21.83750	238.2753	18.09299
21.84583	238.3628	18.08827
21.85416	238.4467	18.08352
21.86250	238.5296	18.07876
21.87083	238.6136	18.07403
21.87917	238.7000	18.06931
21.88750	238.7868	18.06458
21.89584	238.8708	18.05987
21.90417	238.9544	18.05514
21.91250	239.0412	18.05040
21.92084	239.1253	18.04557
21.92917	239.2077	18.04065
21.93750	239.2940	18.03570
21.94583	239.3794	18.03072
21.95416	239.4632	18.02566
21.96250	239.5454	18.02057
21.97083	239.6344	18.01548
21.97916	239.7173	18.01039
21.98750	239.8042	18.00530
21.99583	239.8847	18.00022
22.00417	239.9726	17.99520
22.01250	240.0560	17.99022
22.02084	240.1404	17.98527
22.02917	240.2253	17.98038
22.03750	240.3100	17.97550
22.04584	240.3963	17.97061
22.05417	240.4808	17.96569
22.06250	240.5666	17.96072
22.07083	240.6495	17.95564
22.07916	240.7357	17.95053
22.08750	240.8215	17.94538
22.09583	240.9047	17.94025
22.10416	240.9894	17.93509
22.11250	241.0751	17.92984
22.12083	241.1597	17.92462
22.12917	241.2460	17.91945
22.13750	241.3302	17.91424
22.14584	241.4149	17.90906
22.15417	241.4996	17.90402
22.16250	241.5802	17.89899
22.17084	241.6674	17.89398
22.17917	241.7508	17.88898
22.18750	241.8384	17.88395
22.19583	241.9206	17.87897
22.20416	242.0060	17.87396
22.21250	242.0918	17.86888
22.22083	242.1767	17.86381
22.22916	242.2650	17.85868
22.23750	242.3474	17.85350
22.24583	242.4287	17.84829
22.25417	242.5162	17.84306
22.26250	242.6038	17.83782
22.27084	242.6836	17.83260
22.27917	242.7744	17.82734
22.28750	242.8559	17.82205
22.29584	242.9410	17.81672
22.30417	243.0264	17.81136
22.31250	243.1098	17.80598
22.32083	243.1953	17.80053
22.32916	243.2787	17.79504
22.33750	243.3622	17.78950
22.34583	243.4480	17.78394
22.35416	243.5327	17.77838
22.36250	243.6154	17.77280
22.37083	243.7041	17.76726
22.37917	243.7854	17.76179
22.38750	243.8704	17.75640
22.39584	243.9561	17.75110
22.40417	244.0416	17.74586
22.41250	244.1260	17.74071
22.42084	244.2097	17.73564
22.42917	244.2939	17.73060
22.43750	244.3777	17.72553
22.44583	244.4646	17.72044
22.45416	244.5486	17.71526
22.46250	244.6324	17.71000
22.47083	244.7166	17.70465
22.47916	244.8017	17.69922
22.48750	244.8865	17.69374
22.49583	244.9690	17.68818
22.50417	245.0585	17.68260
22.51250	245.1400	17.67706
22.52084	245.2238	17.67155
22.52917	245.3097	17.66609
22.53750	245.3972	17.66064
22.54584	245.4812	17.65522
22.55417	245.5660	17.64985
22.56250	245.6494	17.64448
22.57083	245.7342	17.63911
22.57916	245.8175	17.63375
22.58750	245.9008	17.62834
22.59583	245.9878	17.62282
22.60416	246.0701	17.61727
22.61250	246.1574	17.61170
22.62083	246.2409	17.60614
22.62917	246.3285	17.60059
22.63750	246.4133	17.59499
22.64584	246.4952	17.58937
22.65417	246.5778	17.58375
22.66250	246.6633	17.57812
22.67084	246.7483	17.57252
22.67917	246.8337	17.56694
22.68750	246.9172	17.56141
22.69583	247.0026	17.55590
22.70416	247.0866	17.55038
22.71250	247.1731	17.54486
22.72083	247.2562	17.53934
22.72916	247.3425	17.53383
22.73750	247.4264	17.52828
22.74583	247.5116	17.52274
22.75417	247.5976	17.51721
22.76250	247.6809	17.51171
22.77084	247.7655	17.50616
22.77917	247.8500	17.50056
22.78750	247.9335	17.49498
22.79584	248.0169	17.48941
22.80417	248.1026	17.48388
22.81250	248.1840	17.47836
22.82083	248.2720	17.47287
22.82916	248.3549	17.46738
22.83750	248.4408	17.46187
22.84583	248.5244	17.45631
22.85416	248.6100	17.45071
22.86250	248.6937	17.44510
22.87083	248.7768	17.43948
22.87917	248.8623	17.43384
22.88750	248.9476	17.42812
22.89584	249.0325	17.42244
22.90417	249.1160	17.41673
22.91250	249.2026	17.41100
22.92084	249.2849	17.40530
22.92917	249.3692	17.39968
22.93750	249.4539	17.39411
22.94583	249.5400	17.38856
22.95416	249.6234	17.38301
22.96250	249.7052	17.37749
22.97083	249.7924	17.37196
22.97916	249.8774	17.36636
22.98750	249.9593	17.36075
22.99583	250.0456	17.35512
23.00417	250.1284	17.34942
23.01250	250.2120	17.34361
23.02084	250.3016	17.33780
23.02917	250.3833	17.33198
23.03750	250.4674	17.32616
23.04584	250.5530	17.32034
23.05417	250.6348	17.31456
23.06250	250.7199	17.30882
23.07083	250.8042	17.30312
23.07916	250.8897	17.29747
23.08750	250.9726	17.29190
23.09583	251.0565	17.28641
23.10416	251.1415	17.28090
23.11250	251.2265	17.27537
23.12083	251.3114	17.26986
23.12917	251.3980	17.26431
23.13750	251.4796	17.25876
23.14584	251.5677	17.25320
23.15417	251.6468	17.24763
23.16250	251.7314	17.24199
23.17084	251.8185	17.23625
23.17917	251.9007	17.23049
23.18750	251.9858	17.22474
23.19583	252.0698	17.21900
23.20416	252.1558	17.21329
23.21250	252.2362	17.20759
23.22083	252.3222	17.20187
23.22916	252.4056	17.19611
23.23750	252.4902	17.19039
23.24583	252.5739	17.18473
23.25417	252.6567	17.17906
23.26250	252.7416	17.17337
23.27084	252.8270	17.16767
23.27917	252.9121	17.16195
23.28750	252.9954	17.15619
23.29584	253.0796	17.15046
23.30417	253.1650	17.14473
23.31250	253.2502	17.13903
23.32083	253.3326	17.13328
23.32916	253.4176	17.12749
23.33750	253.5024	17.12179
23.34583	253.5869	17.11608
23.35416	253.6709	17.11036
23.36250	253.7536	17.10463
23.37083	253.8388	17.09890
23.37917	253.9216	17.09315
23.38750	254.0049	17.08740
23.39584	254.0912	17.08170
23.40417	254.1769	17.07606
23.41250	254.2561	17.07043
23.42084	254.3434	17.06476
23.42917	254.4274	17.05911
23.43750	254.5106	17.05344
23.44583	254.5948	17.04779
23.45416	254.6798	17.04217
23.46250	254.7639	17.03655
23.47083	254.8496	17.03096
23.47916	254.9348	17.02534
23.48750	255.0175	17.01966
23.49583	255.1013	17.01407
23.50417	255.1870	17.00846
23.51250	255.2700	17.00287
23.52084	255.3531	16.99730
23.52917	255.4374	16.99172
23.53750	255.5233	16.98611
23.54584	255.6052	16.98048
23.55417	255.6912	16.97481
23.56250	255.7752	16.96903
23.57083	255.8600	16.96324
23.57916	255.9422	16.95739
23.58750	256.0265	16.95154
23.59583	256.1110	16.94569
23.60416	256.1960	16.93985
23.61250	256.2772	16.93402
23.62083	256.3644	16.92823
23.62917	256.4463	16.92247
23.63750	256.5310	16.91672
23.64584	256.6188	16.91110
23.65417	256.7001	16.90553
23.66250	256.7836	16.89996
23.67084	256.8679	16.89441
23.67917	256.9515	16.88886
23.68750	257.0321	16.88331
23.69583	257.1198	16.87775
23.70416	257.2032	16.87219
23.71250	257.2857	16.86660
23.72083	257.3694	16.86102
23.72916	257.4538	16.85539
23.73750	257.5400	16.84975
23.74583	257.6230	16.84409
23.75417	257.7074	16.83846
23.76250	257.7903	16.83281
23.77084	257.8758	16.82716
23.77917	257.9589	16.82156
23.78750	258.0444	16.81592
23.79584	258.1272	16.81029
23.80417	258.2110	16.80470
23.81250	258.2945	16.79912
23.82083	258.3789	16.79347
23.82916	258.4651	16.78784
23.83750	258.5490	16.78227
23.84583	258.6334	16.77664
23.85416	258.7152	16.77101
23.86250	258.7984	16.76534
23.87083	258.8834	16.75968
23.87917	258.9670	16.75399
23.88750	259.0487	16.74824
23.89584	259.1370	16.74248
23.90417	259.2169	16.73680
23.91250	259.3030	16.73114
23.92084	259.3853	16.72539
23.92917	259.4680	16.71974
23.93750	259.5538	16.71412
23.94583	259.6360	16.70859
23.95416	259.7196	16.70306
23.96250	259.8080	16.69761
23.97083	259.8874	16.69220
23.97916	259.9730	16.68680
23.98750	260.0564	16.68132
23.99583	260.1396	16.67580
24.00417	260.2258	16.67030
24.01250	260.3070	16.66473
24.02084	260.3934	16.65911
24.02917	260.4774	16.65346
24.03750	260.5602	16.64784
24.04584	260.6436	16.64221
24.05417	260.7262	16.63663
24.06250	260.8120	16.63108
24.07083	260.8956	16.62561
24.07916	260.9776	16.62018
24.08750	261.0627	16.61480
24.09583	261.1485	16.60945
24.10416	261.2290	16.60409
24.11250	261.3148	16.59870
24.12083	261.3964	16.59328
24.12917	261.4814	16.58782
24.13750	261.5664	16.58229
24.14584	261.6480	16.57672
24.15417	261.7329	16.57111
24.16250	261.8175	16.56544
24.17084	261.9018	16.55974
24.17917	261.9846	16.55405
24.18750	262.0679	16.54838
24.19583	262.1526	16.54273
24.20416	262.2347	16.53709
24.21250	262.3190	16.53151
24.22083	262.4038	16.52597
24.22916	262.4856	16.52046
24.23750	262.5703	16.51500
24.24583	262.6553	16.50958
24.25417	262.7356	16.50419
24.26250	262.8212	16.49882
24.27084	262.9034	16.49348
24.27917	262.9900	16.48814
24.28750	263.0766	16.48285
24.29584	263.1575	16.47754
24.30417	263.2414	16.47219
24.31250	263.3266	16.46684
24.32083	263.4076	16.46149
24.32916	263.4944	16.45612
24.33750	263.5759	16.45071
24.34583	263.6601	16.44521
24.35416	263.7446	16.43966
24.36250	263.8294	16.43411
24.37083	263.9139	16.42850
24.37917	263.9969	16.42288
24.38750	264.0762	16.41734
24.39584	264.1626	16.41183
24.40417	264.2472	16.40634
24.41250	264.3322	16.40090
24.42084	264.4140	16.39551
24.42917	264.4988	16.39019
24.43750	264.5812	16.38496
24.44583	264.6655	16.37974
24.45416	264.7485	16.37459
24.46250	264.8302	16.36939
24.47083	264.9154	16.36415
24.47916	264.9978	16.35885
24.48750	265.0834	16.35352
24.49583	265.1665	16.34814
24.50417	265.2510	16.34274
24.51250	265.3320	16.33731
24.52084	265.4190	16.33184
24.52917	265.5022	16.32637
24.53750	265.5855	16.32086
24.54584	265.6709	16.31540
24.55417	265.7522	16.30996
24.56250	265.8345	16.30459
24.57083	265.9188	16.29921
24.57916	266.0031	16.29384
24.58750	266.0870	16.28851
24.59583	266.1702	16.28321
24.60416	266.2535	16.27794
24.61250	266.3402	16.27266
24.62083	266.4216	16.26742
24.62917	266.5042	16.26219
24.63750	266.5872	16.25698
24.64584	266.6706	16.25180
24.65417	266.7555	16.24671
24.66250	266.8374	16.24165
24.67084	266.9220	16.23659
24.67917	267.0031	16.23155
24.68750	267.0884	16.22652
24.69583	267.1723	16.22144
24.70416	267.2572	16.21625
24.71250	267.3402	16.21107
24.72083	267.4235	16.20584
24.72916	267.5059	16.20053
24.73750	267.5895	16.19514
24.74583	267.6740	16.18971
24.75417	267.7560	16.18425
24.76250	267.8409	16.17875
24.77084	267.9265	16.17323
24.77917	268.0088	16.16778
24.78750	268.0926	16.16248
24.79584	268.1750	16.15721
24.80417	268.2590	16.15193
24.81250	268.3415	16.14673
24.82083	268.4252	16.14157
24.82916	268.5111	16.13648
24.83750	268.5954	16.13146
24.84583	268.6763	16.12646
24.85416	268.7613	16.12149
24.86250	268.8455	16.11655
24.87083	268.9268	16.11156
24.87917	269.0100	16.10650
24.88750	269.0932	16.10148
24.89584	269.1775	16.09648
24.90417	269.2620	16.09144
24.91250	269.3452	16.08636
24.92084	269.4289	16.08119
24.92917	269.5119	16.07600
24.93750	269.5946	16.07081
24.94583	269.6769	16.06556
24.95416	269.7626	16.06027
24.96250	269.8470	16.05504
24.97083	269.9300	16.04985
24.97916	270.0119	16.04464
24.98750	270.0964	16.03944
24.99583	270.1788	16.03430
25.00417	270.2639	16.02924
25.01250	270.3477	16.02423
25.02084	270.4276	16.01923
25.02917	270.5122	16.01431
25.03750	270.5974	16.00944
25.04584	270.6798	16.00457
25.05417	270.7624	15.99968
25.06250	270.8470	15.99479
25.07083	270.9309	15.98991
25.07916	271.0134	15.98500
25.08750	271.0972	15.98004
25.09583	271.1828	15.97505
25.10416	271.2641	15.97006
25.11250	271.3475	15.96496
25.12083	271.4310	15.95984
25.12917	271.5148	15.95471
25.13750	271.6002	15.94957
25.14584	271.6823	15.94440
25.15417	271.7659	15.93921
25.16250	271.8487	15.93406
25.17084	271.9324	15.92896
25.17917	272.0154	15.92389
25.18750	272.0994	15.91884
25.19583	272.1840	15.91390
25.20416	272.2655	15.90901
25.21250	272.3488	15.90418
25.22083	272.4326	15.89940
25.22916	272.5157	15.89468
25.23750	272.6007	15.88996
25.24583	272.6854	15.88524
25.25417	272.7678	15.88049
25.26250	272.8507	15.87574
25.27084	272.9350	15.87098
25.27917	273.0175	15.86615
25.28750	273.1025	15.86127
25.29584	273.1839	15.85634
25.30417	273.2676	15.85135
25.31250	273.3524	15.84633
25.32083	273.4366	15.84127
25.32916	273.5186	15.83622
25.33750	273.6036	15.83115
25.34583	273.6866	15.82608
25.35416	273.7708	15.82103
25.36250	273.8538	15.81605
25.37083	273.9346	15.81116
25.37917	274.0203	15.80633
25.38750	274.1018	15.80150
25.39584	274.1885	15.79672
25.40417	274.2707	15.79200
25.41250	274.3528	15.78731
25.42084	274.4369	15.78266
25.42917	274.5193	15.77802
25.43750	274.6022	15.77341
25.44583	274.6851	15.76878
25.45416	274.7687	15.76412
25.46250	274.8528	15.75944
25.47083	274.9365	15.75479
25.47916	275.0210	15.75014
25.48750	275.1055	15.74546
25.49583	275.1892	15.74076
25.50417	275.2732	15.73601
25.51250	275.3538	15.73120
25.52084	275.4380	15.72641
25.52917	275.5194	15.72162
25.53750	275.6037	15.71678
25.54584	275.6861	15.71194
25.55417	275.7693	15.70707
25.56250	275.8520	15.70218
25.57083	275.9372	15.69727
25.57916	276.0201	15.69237
25.58750	276.1042	15.68752
25.59583	276.1874	15.68271
25.60416	276.2719	15.67785
25.61250	276.3525	15.67299
25.62083	276.4388	15.66823
25.62917	276.5218	15.66352
25.63750	276.6039	15.65884
25.64584	276.6865	15.65423
25.65417	276.7694	15.64970
25.66250	276.8538	15.64524
25.67084	276.9360	15.64086
25.67916	277.0210	15.63654
25.68750	277.1022	15.63226
25.69584	277.1841	15.62798
25.70416	277.2694	15.62364
25.71250	277.3524	15.61925
25.72083	277.4382	15.61485
25.72916	277.5215	15.61038
25.73750	277.6066	15.60584
25.74583	277.6891	15.60124
25.75417	277.7702	15.59652
25.76250	277.8564	15.59172
25.77084	277.9374	15.58689
25.77917	278.0188	15.58204
25.78750	278.1035	15.57722
25.79584	278.1887	15.57241
25.80416	278.2728	15.56763
25.81250	278.3547	15.56290
25.82084	278.4378	15.55825
25.82916	278.5180	15.55366
25.83750	278.6067	15.54907
25.84583	278.6876	15.54453
25.85416	278.7726	15.54003
25.86250	278.8552	15.53555
25.87083	278.9375	15.53109
25.87917	279.0214	15.52664
25.88750	279.1041	15.52224
25.89584	279.1888	15.51785
25.90417	279.2704	15.51344
25.91250	279.3546	15.50901
25.92084	279.4396	15.50468
25.92916	279.5220	15.50039
25.93750	279.6055	15.49609
25.94584	279.6896	15.49178
25.95416	279.7713	15.48744
25.96250	279.8550	15.48308
25.97083	279.9394	15.47866
25.97916	280.0224	15.47416
25.98750	280.1046	15.46966
25.99583	280.1872	15.46515
26.00417	280.2703	15.46060
26.01250	280.3552	15.45602
26.02084	280.4382	15.45149
26.02917	280.5215	15.44702
26.03750	280.6052	15.44258
26.04584	280.6884	15.43817
26.05416	280.7732	15.43381
26.06250	280.8562	15.42954
26.07084	280.9377	15.42525
26.07916	281.0213	15.42098
26.08750	281.1043	15.41677
26.09583	281.1914	15.41257
26.10416	281.2698	15.40832
26.11250	281.3561	15.40403
26.12083	281.4391	15.39971
26.12917	281.5227	15.39536
26.13750	281.6039	15.39106
26.14584	281.6898	15.38675
26.15417	281.7694	15.38240
26.16250	281.8566	15.37802
26.17084	281.9392	15.37364
26.17916	282.0209	15.36923
26.18750	282.1037	15.36485
26.19584	282.1864	15.36051
26.20416	282.2715	15.35620
26.21250	282.3532	15.35192
26.22083	282.4358	15.34756
26.22916	282.5193	15.34322
26.23750	282.6052	15.33894
26.24583	282.6857	15.33471
26.25417	282.7681	15.33046
26.26250	282.8540	15.32622
26.27084	282.9358	15.32196
26.27917	283.0208	15.31769
26.28750	283.1038	15.31343
26.29584	283.1858	15.30917
26.30416	283.2707	15.30493
26.31250	283.3532	15.30070
26.32084	283.4338	15.29650
26.32916	283.5191	15.29231
26.33750	283.6024	15.28814
26.34583	283.6863	15.28399
26.35416	283.7684	15.27991
26.36250	283.8522	15.27587
26.37083	283.9362	15.27183
26.37917	284.0187	15.26779
26.38750	284.1034	15.26375
26.39584	284.1890	15.25972
26.40417	284.2703	15.25564
26.41250	284.3534	15.25152
26.42084	284.4366	15.24735
26.42916	284.5190	15.24314
26.43750	284.6020	15.23883
26.44584	284.6840	15.23448
26.45416	284.7689	15.23009
26.46250	284.8504	15.22574
26.47083	284.9358	15.22142
26.47916	285.0162	15.21713
26.48750	285.1013	15.21289
26.49583	285.1858	15.20872
26.50417	285.2702	15.20463
26.51250	285.3518	15.20062
26.52084	285.4350	15.19666
26.52917	285.5185	15.19274
26.53750	285.6016	15.18889
26.54584	285.6842	15.18505
26.55416	285.7678	15.18118
26.56250	285.8509	15.17729
26.57084	285.9332	15.17335
26.57916	286.0181	15.16938
26.58750	286.1014	15.16536
26.59583	286.1851	15.16130
26.60416	286.2703	15.15724
26.61250	286.3508	15.15316
26.62083	286.4346	15.14903
26.62917	286.5188	15.14488
26.63750	286.6008	15.14074
26.64584	286.6838	15.13666
26.65417	286.7676	15.13263
26.66250	286.8518	15.12859
26.67084	286.9318	15.12458
26.67916	287.0166	15.12057
26.68750	287.0990	15.11658
26.69584	287.1841	15.11263
26.70416	287.2687	15.10871
26.71250	287.3510	15.10480
26.72083	287.4334	15.10090
26.72916	287.5156	15.09698
26.73750	287.6003	15.09304
26.74583	287.6803	15.08915
26.75417	287.7689	15.08532
26.76250	287.8502	15.08150
26.77084	287.9338	15.07774
26.77917	288.0142	15.07399
26.78750	288.0986	15.07022
26.79584	288.1821	15.06648
26.80416	288.2644	15.06272
26.81250	288.3486	15.05895
26.82084	288.4306	15.05517
26.82916	288.5156	15.05133
26.83750	288.5984	15.04741
26.84583	288.6837	15.04344
26.85416	288.7639	15.03936
26.86250	288.8492	15.03527
26.87083	288.9329	15.03120
26.87917	289.0154	15.02708
26.88750	289.0974	15.02297
26.89584	289.1816	15.01891
26.90417	289.2645	15.01490
26.91250	289.3492	15.01095
26.92084	289.4334	15.00706
26.92916	289.5138	15.00323
26.93750	289.5982	14.99948
26.94584	289.6820	14.99579
26.95416	289.7634	14.99213
26.96250	289.8492	14.98850
26.97083	289.9314	14.98487
26.97916	290.0118	14.98123
26.98750	290.0960	14.97755
26.99583	290.1803	14.97383
27.00417	290.2640	14.97012
27.01250	290.3458	14.96643
27.02084	290.4303	14.96271
27.02917	290.5108	14.95894
27.03750	290.5960	14.95513
27.04584	290.6806	14.95133
27.05416	290.7648	14.94751
27.06250	290.8472	14.94368
27.07084	290.9315	14.93987
27.07916	291.0142	14.93606
27.08750	291.0947	14.93224
27.09583	291.1805	14.92840
27.10416	291.2668	14.92458
27.11250	291.3466	14.92080
27.12083	291.4306	14.91700
27.12917	291.5127	14.91320
27.13750	291.5975	14.90950
27.14584	291.6822	14.90579
27.15417	291.7642	14.90210
27.16250	291.8450	14.89844
27.17084	291.9292	14.89480
27.17916	292.0124	14.89115
27.18750	292.0936	14.88750
27.19584	292.1781	14.88385
27.20416	292.2604	14.88023
27.21250	292.3438	14.87661
27.22083	292.4290	14.87291
27.22916	292.5126	14.86923
27.23750	292.5950	14.86554
27.24583	292.6785	14.86180
27.25417	292.7624	14.85806
27.26250	292.8456	14.85436
27.27084	292.9242	14.85064
27.27917	293.0135	14.84692
27.28750	293.0970	14.84328
27.29584	293.1804	14.83967
27.30416	293.2615	14.83608
27.31250	293.3430	14.83248
27.32084	293.4288	14.82890
27.32916	293.5124	14.82533
27.33750	293.5948	14.82174
27.34583	293.6792	14.81816
27.35416	293.7616	14.81459
27.36250	293.8450	14.81100
27.37083	293.9292	14.80737
27.37917	294.0143	14.80368
27.38750	294.0930	14.79996
27.39584	294.1781	14.79627
27.40417	294.2598	14.79259
27.41250	294.3426	14.78894
27.42084	294.4294	14.78532
27.42916	294.5126	14.78171
27.43750	294.5954	14.77812
27.44584	294.6766	14.77450
27.45416	294.7614	14.77094
27.46250	294.8461	14.76745
27.47083	294.9291	14.76395
27.47916	295.0136	14.76052
27.48750	295.0992	14.75709
27.49583	295.1826	14.75366
27.50417	295.2632	14.75016
27.51250	295.3470	14.74664
27.52084	295.4284	14.74312
27.52917	295.5138	14.73960
27.53750	295.5959	14.73602
27.54584	295.6826	14.73243
27.55416	295.7628	14.72885
27.56250	295.8476	14.72519
