"Time (min)"	"Temperature (°C)"	"Weight (mg)"
1.162500	47.14354	20.12961
1.170834	47.47504	20.12941
1.179167	47.80617	20.12918
1.187500	48.14558	20.12894
1.195833	48.47832	20.12874
1.204166	48.82053	20.12853
1.212500	49.15831	20.12834
1.220833	49.49746	20.12814
1.229166	49.84258	20.12792
1.237500	50.18825	20.12769
1.245833	50.53239	20.12742
1.254167	50.88012	20.12715
1.262500	51.22478	20.12694
1.270834	51.57519	20.12667
1.279167	51.92281	20.12643
1.287500	52.27766	20.12618
1.295834	52.63038	20.12591
1.304167	52.98738	20.12562
1.312500	53.33760	20.12529
1.320833	53.69530	20.12496
1.329166	54.05593	20.12468
1.337500	54.41270	20.12439
1.345833	54.76918	20.12407
1.354166	55.13426	20.12379
1.362500	55.49250	20.12348
1.370833	55.85302	20.12316
1.379167	56.21910	20.12285
1.387500	56.58438	20.12255
1.395834	56.94957	20.12226
1.404167	57.31084	20.12192
1.412500	57.68243	20.12148
1.420834	58.04887	20.12089
1.429167	58.41211	20.12024
1.437500	58.78126	20.11958
1.445833	59.15182	20.11894
1.454166	59.52159	20.11827
1.462500	59.88989	20.11757
1.470833	60.26301	20.11689
1.479166	60.63610	20.11624
1.487500	61.00516	20.11559
1.495833	61.37865	20.11504
1.504167	61.75122	20.11458
1.512500	62.12830	20.11416
1.520834	62.50457	20.11375
1.529167	62.87529	20.11329
1.537500	63.24937	20.11284
1.545834	63.62508	20.11240
1.554167	64.00250	20.11195
1.562500	64.37932	20.11146
1.570833	64.75710	20.11100
1.579166	65.13449	20.11052
1.587500	65.50810	20.11005
1.595833	65.88866	20.10955
1.604166	66.26632	20.10900
1.612500	66.64454	20.10850
1.620833	67.02459	20.10799
1.629167	67.40147	20.10744
1.637500	67.78178	20.10692
1.645834	68.15642	20.10642
1.654167	68.53770	20.10587
1.662500	68.91969	20.10530
1.670834	69.29472	20.10474
1.679166	69.67441	20.10421
1.687500	70.05300	20.10369
1.695834	70.43469	20.10313
1.704166	70.81507	20.10262
1.712500	71.19284	20.10211
1.720833	71.57484	20.10152
1.729166	71.95374	20.10090
1.737500	72.33368	20.10034
1.745833	72.71285	20.09974
1.754167	73.09018	20.09915
1.762500	73.47222	20.09855
1.770834	73.85063	20.09784
1.779167	74.23028	20.09711
1.787500	74.60388	20.09638
1.795834	74.98528	20.09568
1.804166	75.36274	20.09498
1.812500	75.74136	20.09423
1.820834	76.12008	20.09347
1.829166	76.49493	20.09274
1.837500	76.87231	20.09199
1.845833	77.24870	20.09120
1.854166	77.62700	20.09048
1.862500	78.00538	20.08980
1.870833	78.38018	20.08908
1.879167	78.75462	20.08830
1.887500	79.13093	20.08746
1.895834	79.50784	20.08672
1.904167	79.88150	20.08598
1.912500	80.25890	20.08521
1.920834	80.63453	20.08445
1.929166	81.00811	20.08367
1.937500	81.38296	20.08287
1.945834	81.75644	20.08205
1.954166	82.12918	20.08116
1.962500	82.50540	20.08028
1.970833	82.87531	20.07944
1.979166	83.24842	20.07855
1.987500	83.62180	20.07762
1.995833	83.99015	20.07670
2.004166	84.36306	20.07575
2.012500	84.73580	20.07477
2.020833	85.10441	20.07381
2.029167	85.47845	20.07285
2.037500	85.84648	20.07191
2.045834	86.21608	20.07098
2.054166	86.58429	20.06999
2.062500	86.95232	20.06897
2.070834	87.32009	20.06800
2.079166	87.68511	20.06697
2.087500	88.05474	20.06593
2.095833	88.42181	20.06489
2.104167	88.78563	20.06387
2.112500	89.15620	20.06282
2.120834	89.51538	20.06173
2.129166	89.88407	20.06062
2.137500	90.24542	20.05953
2.145833	90.60997	20.05841
2.154167	90.97593	20.05723
2.162500	91.33391	20.05607
2.170834	91.70035	20.05490
2.179166	92.06226	20.05374
2.187500	92.42101	20.05256
2.195834	92.78499	20.05132
2.204166	93.14566	20.05011
2.212500	93.50522	20.04891
2.220833	93.86153	20.04769
2.229167	94.22297	20.04647
2.237500	94.58359	20.04526
2.245834	94.93925	20.04402
2.254166	95.29746	20.04278
2.262500	95.65347	20.04148
2.270833	96.01032	20.04016
2.279167	96.37094	20.03886
2.287500	96.72424	20.03751
2.295834	97.08014	20.03616
2.304166	97.42988	20.03477
2.312500	97.78808	20.03341
2.320834	98.14184	20.03199
2.329166	98.49366	20.03057
2.337500	98.84741	20.02916
2.345833	99.20275	20.02773
2.354167	99.55062	20.02631
2.362500	99.90147	20.02489
2.370834	100.2557	20.02342
2.379166	100.6038	20.02198
2.387500	100.9537	20.02056
2.395833	101.3016	20.01911
2.404167	101.6503	20.01766
2.412500	101.9940	20.01620
2.420834	102.3456	20.01472
2.429166	102.6946	20.01324
2.437500	103.0410	20.01172
2.445834	103.3875	20.01018
2.454166	103.7295	20.00866
2.462500	104.0765	20.00709
2.470833	104.4230	20.00551
2.479167	104.7668	20.00391
2.487500	105.1093	20.00230
2.495834	105.4534	20.00067
2.504166	105.7979	19.99905
2.512500	106.1392	19.99744
2.520833	106.4809	19.99578
2.529167	106.8220	19.99417
2.537500	107.1651	19.99258
2.545834	107.5057	19.99094
2.554166	107.8486	19.98928
2.562500	108.1880	19.98761
2.570834	108.5256	19.98592
2.579166	108.8651	19.98422
2.587500	109.2063	19.98248
2.595833	109.5423	19.98074
2.604167	109.8798	19.97902
2.612500	110.2203	19.97726
2.620834	110.5542	19.97547
2.629166	110.8939	19.97372
2.637500	111.2306	19.97198
2.645833	111.5632	19.97022
2.654167	111.8988	19.96848
2.662500	112.2352	19.96672
2.670834	112.5713	19.96495
2.679166	112.9015	19.96319
2.687500	113.2376	19.96142
2.695834	113.5740	19.95961
2.704166	113.9046	19.95783
2.712500	114.2384	19.95605
2.720833	114.5707	19.95419
2.729167	114.9008	19.95236
2.737500	115.2359	19.95053
2.745834	115.5702	19.94873
2.754166	115.9024	19.94695
2.762500	116.2340	19.94510
2.770833	116.5620	19.94324
2.779167	116.8940	19.94141
2.787500	117.2262	19.93953
2.795834	117.5567	19.93762
2.804166	117.8845	19.93576
2.812500	118.2127	19.93384
2.820834	118.5446	19.93190
2.829166	118.8731	19.92996
2.837500	119.2011	19.92798
2.845833	119.5322	19.92606
2.854167	119.8582	19.92414
2.862500	120.1854	19.92221
2.870834	120.5126	19.92016
2.879166	120.8346	19.91751
2.887500	121.1573	19.91386
2.895833	121.4769	19.90959
2.904167	121.7992	19.90516
2.912500	122.1185	19.90072
2.920834	122.4424	19.89627
2.929166	122.7646	19.89181
2.937500	123.0850	19.88736
2.945834	123.4087	19.88290
2.954166	123.7346	19.87853
2.962500	124.0529	19.87474
2.970833	124.3752	19.87193
2.979167	124.6967	19.86978
2.987500	125.0192	19.86776
2.995834	125.3404	19.86574
3.004166	125.6614	19.86373
3.012500	125.9830	19.86172
3.020833	126.3042	19.85967
3.029167	126.6252	19.85762
3.037500	126.9456	19.85559
3.045834	127.2684	19.85358
3.054166	127.5860	19.85160
3.062500	127.9070	19.84959
3.070834	128.2300	19.84756
3.079166	128.5491	19.84551
3.087500	128.8720	19.84346
3.095833	129.1905	19.84140
3.104167	129.5080	19.83937
3.112500	129.8316	19.83737
3.120834	130.1525	19.83530
3.129166	130.4715	19.83322
3.137500	130.7898	19.83111
3.145833	131.1117	19.82902
3.154167	131.4319	19.82694
3.162500	131.7529	19.82483
3.170834	132.0746	19.82272
3.179166	132.3906	19.82062
3.187500	132.7111	19.81848
3.195834	133.0308	19.81635
3.204167	133.3519	19.81428
3.212500	133.6722	19.81221
3.220833	133.9891	19.81015
3.229167	134.3102	19.80806
3.237500	134.6319	19.80598
3.245834	134.9515	19.80395
3.254166	135.2707	19.80189
3.262500	135.5923	19.79976
3.270833	135.9087	19.79762
3.279167	136.2288	19.79548
3.287500	136.5463	19.79334
3.295833	136.8684	19.79118
3.304166	137.1874	19.78902
3.312500	137.5059	19.78685
3.320834	137.8280	19.78467
3.329167	138.1482	19.78251
3.337500	138.4673	19.78035
3.345833	138.7864	19.77820
3.354167	139.1049	19.77605
3.362500	139.4255	19.77388
3.370834	139.7476	19.77169
3.379166	140.0642	19.76952
3.387500	140.3846	19.76735
3.395833	140.7048	19.76521
3.404167	141.0251	19.76306
3.412500	141.3468	19.76089
3.420833	141.6665	19.75875
3.429166	141.9856	19.75661
3.437500	142.3067	19.75445
3.445834	142.6272	19.75229
3.454167	142.9440	19.75013
3.462500	143.2666	19.74798
3.470833	143.5873	19.74579
3.479167	143.9069	19.74362
3.487500	144.2259	19.74145
3.495834	144.5471	19.73926
3.504166	144.8653	19.73702
3.512500	145.1843	19.73483
3.520833	145.5081	19.73267
3.529167	145.8305	19.73050
3.537500	146.1508	19.72834
3.545833	146.4705	19.72618
3.554166	146.7894	19.72404
3.562500	147.1102	19.72188
3.570834	147.4309	19.71970
3.579167	147.7536	19.71754
3.587500	148.0722	19.71538
3.595833	148.3948	19.71316
3.604167	148.7150	19.71099
3.612500	149.0359	19.70882
3.620834	149.3581	19.70661
3.629166	149.6790	19.70439
3.637500	150.0014	19.70219
3.645833	150.3249	19.69998
3.654167	150.6452	19.69776
3.662500	150.9697	19.69554
3.670833	151.2876	19.69336
3.679166	151.6094	19.69116
3.687500	151.9339	19.68891
3.695834	152.2544	19.68665
3.704167	152.5783	19.68440
3.712500	152.9004	19.68211
3.720833	153.2226	19.67980
3.729167	153.5431	19.67753
3.737500	153.8684	19.67529
3.745834	154.1897	19.67303
3.754166	154.5126	19.67076
3.762500	154.8358	19.66851
3.770833	155.1573	19.66628
3.779167	155.4816	19.66404
3.787500	155.8033	19.66182
3.795833	156.1263	19.65959
3.804166	156.4482	19.65735
3.812500	156.7722	19.65506
3.820834	157.0968	19.65277
3.829167	157.4192	19.65045
3.837500	157.7435	19.64816
3.845833	158.0634	19.64587
3.854167	158.3896	19.64355
3.862500	158.7121	19.64120
3.870834	159.0369	19.63887
3.879166	159.3623	19.63656
3.887500	159.6873	19.63424
3.895833	160.0112	19.63194
3.904167	160.3330	19.62962
3.912500	160.6594	19.62727
3.920833	160.9834	19.62492
3.929166	161.3094	19.62258
3.937500	161.6312	19.62027
3.945834	161.9564	19.61798
3.954167	162.2823	19.61567
3.962500	162.6060	19.61332
3.970833	162.9340	19.61096
3.979167	163.2582	19.60861
3.987500	163.5854	19.60627
3.995834	163.9065	19.60398
4.004166	164.2361	19.60166
4.012500	164.5621	19.59929
4.020834	164.8850	19.59689
4.029167	165.2131	19.59446
4.037500	165.5401	19.59206
4.045833	165.8628	19.58969
4.054167	166.1905	19.58728
4.062500	166.5141	19.58487
4.070833	166.8374	19.58246
4.079167	167.1652	19.58003
4.087500	167.4931	19.57759
4.095833	167.8195	19.57515
4.104166	168.1472	19.57269
4.112500	168.4750	19.57024
4.120834	168.8031	19.56782
4.129166	169.1270	19.56538
4.137500	169.4566	19.56292
4.145834	169.7838	19.56047
4.154167	170.1088	19.55800
4.162500	170.4353	19.55551
4.170833	170.7630	19.55302
4.179167	171.0888	19.55052
4.187500	171.4172	19.54806
4.195833	171.7463	19.54560
4.204167	172.0740	19.54308
4.212500	172.4012	19.54053
4.220833	172.7275	19.53801
4.229166	173.0569	19.53548
4.237500	173.3866	19.53297
4.245834	173.7095	19.53043
4.254166	174.0401	19.52789
4.262500	174.3674	19.52534
4.270834	174.7008	19.52279
4.279167	175.0277	19.52026
4.287500	175.3552	19.51772
4.295833	175.6811	19.51517
4.304167	176.0111	19.51262
4.312500	176.3395	19.51003
4.320833	176.6686	19.50742
4.329167	176.9958	19.50487
4.337500	177.3279	19.50226
4.345833	177.6556	19.49968
4.354166	177.9844	19.49709
4.362500	178.3141	19.49445
4.370834	178.6435	19.49180
4.379166	178.9744	19.48919
4.387500	179.3034	19.48660
4.395834	179.6320	19.48399
4.404167	179.9626	19.48134
4.412500	180.2936	19.47865
4.420833	180.6237	19.47601
4.429167	180.9534	19.47336
4.437500	181.2830	19.47069
4.445833	181.6134	19.46804
4.454167	181.9428	19.46540
4.462500	182.2758	19.46273
4.470833	182.6041	19.46006
4.479166	182.9310	19.45742
4.487500	183.2638	19.45477
4.495834	183.5944	19.45215
4.504166	183.9257	19.44953
4.512500	184.2574	19.44692
4.520834	184.5878	19.44426
4.529167	184.9175	19.44158
4.537500	185.2480	19.43889
4.545833	185.5802	19.43619
4.554167	185.9125	19.43344
4.562500	186.2437	19.43067
4.570833	186.5751	19.42794
4.579167	186.9066	19.42521
4.587500	187.2380	19.42246
4.595833	187.5708	19.41970
4.604166	187.9025	19.41697
4.612500	188.2334	19.41424
4.620834	188.5648	19.41153
4.629166	188.8986	19.40884
4.637500	189.2287	19.40615
4.645834	189.5642	19.40348
4.654167	189.8937	19.40078
4.662500	190.2260	19.39807
4.670833	190.5621	19.39536
4.679167	190.8925	19.39262
4.687500	191.2274	19.38987
4.695833	191.5589	19.38712
4.704167	191.8927	19.38433
4.712500	192.2246	19.38154
4.720833	192.5605	19.37880
4.729166	192.8911	19.37599
4.737500	193.2246	19.37319
4.745834	193.5560	19.37041
4.754166	193.8895	19.36760
4.762500	194.2224	19.36480
4.770834	194.5574	19.36203
4.779167	194.8906	19.35925
4.787500	195.2249	19.35648
4.795833	195.5574	19.35370
4.804167	195.8937	19.35091
4.812500	196.2281	19.34814
4.820833	196.5637	19.34534
4.829167	196.8980	19.34254
4.837500	197.2291	19.33975
4.845833	197.5624	19.33695
4.854166	197.8984	19.33417
4.862500	198.2326	19.33137
4.870834	198.5703	19.32860
4.879166	198.9045	19.32582
4.887500	199.2376	19.32302
4.895834	199.5751	19.32021
4.904167	199.9114	19.31742
4.912500	200.2453	19.31460
4.920833	200.5807	19.31179
4.929167	200.9132	19.30897
4.937500	201.2516	19.30609
4.945833	201.5847	19.30319
4.954167	201.9225	19.30028
4.962500	202.2594	19.29735
4.970833	202.5978	19.29447
4.979166	202.9312	19.29154
4.987500	203.2665	19.28863
4.995834	203.6020	19.28577
5.004166	203.9373	19.28286
5.012500	204.2741	19.27996
5.020834	204.6109	19.27709
5.029167	204.9434	19.27425
5.037500	205.2818	19.27142
5.045833	205.6181	19.26856
5.054167	205.9557	19.26565
5.062500	206.2927	19.26277
5.070833	206.6292	19.25988
5.079167	206.9638	19.25696
5.087500	207.3030	19.25405
5.095833	207.6403	19.25114
5.104166	207.9751	19.24820
5.112500	208.3132	19.24525
5.120834	208.6498	19.24230
5.129166	208.9858	19.23934
5.137500	209.3239	19.23639
5.145834	209.6592	19.23346
5.154167	209.9950	19.23050
5.162500	210.3298	19.22753
5.170833	210.6706	19.22454
5.179167	211.0075	19.22152
5.187500	211.3482	19.21852
5.195833	211.6814	19.21552
5.204167	212.0202	19.21250
5.212500	212.3573	19.20949
5.220833	212.6955	19.20644
5.229166	213.0308	19.20338
5.237500	213.3711	19.20031
5.245834	213.7090	19.19726
5.254166	214.0473	19.19420
5.262500	214.3835	19.19110
5.270834	214.7220	19.18801
5.279168	215.0622	19.18489
5.287500	215.3966	19.18178
5.295832	215.7346	19.17865
5.304168	216.0744	19.17551
5.312500	216.4120	19.17237
5.320832	216.7507	19.16920
5.329168	217.0898	19.16601
5.337500	217.4278	19.16285
5.345832	217.7668	19.15972
5.354166	218.1038	19.15648
5.362500	218.4419	19.15322
5.370834	218.7809	19.14998
5.379166	219.1209	19.14669
5.387500	219.4586	19.14339
5.395834	219.7992	19.14012
5.404168	220.1380	19.13684
5.412500	220.4767	19.13354
5.420832	220.8165	19.13019
5.429168	221.1567	19.12683
5.437500	221.4948	19.12353
5.445832	221.8326	19.12017
5.454168	222.1716	19.11671
5.462500	222.5114	19.11331
5.470832	222.8508	19.10989
5.479166	223.1897	19.10638
5.487500	223.5308	19.10287
5.495834	223.8706	19.09934
5.504166	224.2094	19.09580
5.512500	224.5510	19.09224
5.520834	224.8889	19.08863
5.529168	225.2296	19.08504
5.537500	225.5684	19.08147
5.545832	225.9055	19.07783
5.554168	226.2476	19.07414
5.562500	226.5882	19.07040
5.570832	226.9280	19.06668
5.579168	227.2704	19.06294
5.587500	227.6077	19.05909
5.595832	227.9490	19.05521
5.604166	228.2869	19.05134
5.612500	228.6304	19.04741
5.620834	228.9698	19.04345
5.629166	229.3092	19.03945
5.637500	229.6542	19.03542
5.645834	229.9935	19.03135
5.654168	230.3331	19.02716
5.662500	230.6739	19.02292
5.670832	231.0161	19.01868
5.679168	231.3584	19.01438
5.687500	231.6974	19.01002
5.695832	232.0394	19.00554
5.704168	232.3785	19.00099
5.712500	232.7231	18.99633
5.720832	233.0628	18.99160
5.729166	233.4055	18.98679
5.737500	233.7458	18.98187
5.745834	234.0899	18.97684
5.754166	234.4306	18.97171
5.762500	234.7711	18.96638
5.770834	235.1100	18.96088
5.779168	235.4541	18.95531
5.787500	235.7976	18.94960
5.795832	236.1391	18.94372
5.804168	236.4825	18.93767
5.812500	236.8246	18.93141
5.820832	237.1673	18.92500
5.829168	237.5054	18.91837
5.837500	237.8533	18.91153
5.845832	238.1943	18.90456
5.854166	238.5358	18.89744
5.862500	238.8793	18.89010
5.870834	239.2192	18.88256
5.879166	239.5633	18.87482
5.887500	239.9050	18.86694
5.895834	240.2494	18.85891
5.904168	240.5924	18.85066
5.912500	240.9358	18.84225
5.920832	241.2795	18.83364
5.929168	241.6238	18.82484
5.937500	241.9624	18.81586
5.945832	242.3062	18.80668
5.954168	242.6476	18.79736
5.962500	242.9923	18.78791
5.970832	243.3332	18.77825
5.979166	243.6768	18.76843
5.987500	244.0168	18.75847
5.995834	244.3620	18.74836
6.004166	244.7035	18.73812
6.012500	245.0475	18.72771
6.020834	245.3898	18.71711
6.029168	245.7308	18.70636
6.037500	246.0787	18.69544
6.045832	246.4200	18.68431
6.054168	246.7601	18.67303
6.062500	247.1035	18.66159
6.070832	247.4471	18.64993
6.079168	247.7914	18.63808
6.087500	248.1350	18.62607
6.095832	248.4776	18.61387
6.104166	248.8214	18.60150
6.112500	249.1619	18.58894
6.120834	249.5060	18.57622
6.129166	249.8478	18.56331
6.137500	250.1912	18.55021
6.145834	250.5358	18.53692
6.154168	250.8782	18.52347
6.162500	251.2220	18.50981
6.170832	251.5648	18.49592
6.179168	251.9094	18.48186
6.187500	252.2546	18.46759
6.195832	252.5943	18.45311
6.204168	252.9408	18.43838
6.212500	253.2816	18.42341
6.220832	253.6236	18.40824
6.229166	253.9674	18.39284
6.237500	254.3122	18.37717
6.245834	254.6566	18.36128
6.254166	255.0018	18.34516
6.262500	255.3435	18.32878
6.270834	255.6878	18.31214
6.279168	256.0299	18.29523
6.287500	256.3784	18.27809
6.295832	256.7206	18.26074
6.304168	257.0652	18.24315
6.312500	257.4094	18.22528
6.320832	257.7526	18.20718
6.329168	258.0989	18.18881
6.337500	258.4432	18.17016
6.345832	258.7862	18.15129
6.354166	259.1342	18.13219
6.362500	259.4797	18.11278
6.370834	259.8230	18.09311
6.379166	260.1696	18.07316
6.387500	260.5137	18.05288
6.395834	260.8614	18.03236
6.404166	261.2067	18.01156
6.412500	261.5503	17.99051
6.420832	261.8952	17.96919
6.429168	262.2413	17.94757
6.437500	262.5890	17.92565
6.445832	262.9351	17.90349
6.454168	263.2835	17.88109
6.462500	263.6295	17.85836
6.470834	263.9764	17.83535
6.479166	264.3232	17.81211
6.487500	264.6685	17.78864
6.495834	265.0184	17.76494
6.504166	265.3628	17.74097
6.512500	265.7089	17.71674
6.520834	266.0570	17.69232
6.529166	266.4053	17.66768
6.537500	266.7542	17.64279
6.545832	267.0987	17.61773
6.554168	267.4478	17.59248
6.562500	267.7964	17.56704
6.570832	268.1452	17.54138
6.579168	268.4928	17.51552
6.587500	268.8413	17.48951
6.595834	269.1866	17.46338
6.604166	269.5357	17.43709
6.612500	269.8856	17.41067
6.620834	270.2331	17.38414
6.629166	270.5805	17.35750
6.637500	270.9254	17.33077
6.645834	271.2761	17.30392
6.654166	271.6256	17.27701
6.662500	271.9758	17.25002
6.670832	272.3222	17.22295
6.679168	272.6718	17.19580
6.687500	273.0217	17.16865
6.695832	273.3688	17.14145
6.704168	273.7161	17.11422
6.712500	274.0659	17.08702
6.720834	274.4154	17.05979
6.729166	274.7644	17.03258
6.737500	275.1135	17.00537
6.745834	275.4627	16.97819
6.754166	275.8102	16.95106
6.762500	276.1594	16.92398
6.770834	276.5061	16.89691
6.779166	276.8550	16.86988
6.787500	277.2031	16.84292
6.795832	277.5504	16.81600
6.804168	277.9010	16.78911
6.812500	278.2488	16.76233
6.820832	278.5964	16.73566
6.829168	278.9459	16.70906
6.837500	279.2928	16.68254
6.845834	279.6424	16.65611
6.854166	279.9894	16.62978
6.862500	280.3371	16.60360
6.870834	280.6850	16.57756
6.879166	281.0348	16.55159
6.887500	281.3814	16.52573
6.895834	281.7290	16.49996
6.904166	282.0763	16.47427
6.912500	282.4240	16.44870
6.920832	282.7695	16.42332
6.929168	283.1170	16.39803
6.937500	283.4636	16.37286
6.945832	283.8117	16.34776
6.954168	284.1572	16.32282
6.962500	284.5034	16.29800
6.970834	284.8505	16.27334
6.979166	285.1945	16.24883
6.987500	285.5408	16.22445
6.995834	285.8860	16.20020
7.004166	286.2337	16.17602
7.012500	286.5795	16.15202
7.020834	286.9226	16.12817
7.029166	287.2663	16.10446
7.037500	287.6126	16.08084
7.045832	287.9582	16.05738
7.054168	288.3000	16.03406
7.062500	288.6452	16.01084
7.070832	288.9898	15.98778
7.079168	289.3320	15.96482
7.087500	289.6800	15.94203
7.095834	290.0196	15.91935
7.104166	290.3636	15.89681
7.112500	290.7076	15.87438
7.120834	291.0500	15.85206
7.129166	291.3929	15.82990
7.137500	291.7366	15.80786
7.145834	292.0787	15.78598
7.154166	292.4195	15.76426
7.162500	292.7610	15.74269
7.170832	293.1055	15.72123
7.179168	293.4452	15.69989
7.187500	293.7863	15.67862
7.195832	294.1275	15.65747
7.204168	294.4697	15.63652
7.212500	294.8088	15.61566
7.220834	295.1480	15.59491
7.229166	295.4942	15.57430
7.237500	295.8330	15.55378
7.245834	296.1743	15.53344
7.254166	296.5139	15.51323
7.262500	296.8540	15.49311
7.270834	297.1943	15.47319
7.279166	297.5338	15.45341
7.287500	297.8725	15.43371
7.295832	298.2150	15.41416
7.304168	298.5540	15.39474
7.312500	298.8978	15.37542
7.320832	299.2355	15.35620
7.329168	299.5680	15.33705
7.337500	299.9066	15.31802
7.345834	300.2470	15.29914
7.354166	300.5834	15.28038
7.362500	300.9232	15.26176
7.370834	301.2573	15.24324
7.379166	301.5945	15.22484
7.387500	301.9328	15.20653
7.395834	302.2717	15.18834
7.404166	302.6080	15.17030
7.412500	302.9458	15.15238
7.420832	303.2822	15.13458
7.429168	303.6203	15.11687
7.437500	303.9560	15.09924
7.445832	304.2934	15.08172
7.454168	304.6290	15.06432
7.462500	304.9668	15.04706
7.470834	305.3027	15.02994
7.479166	305.6368	15.01295
7.487500	305.9738	14.99608
7.495834	306.3095	14.97931
7.504166	306.6455	14.96266
7.512500	306.9803	14.94612
7.520834	307.3172	14.92970
7.529166	307.6507	14.91341
7.537500	307.9860	14.89722
7.545832	308.3190	14.88112
7.554168	308.6558	14.86512
7.562500	308.9919	14.84920
7.570832	309.3254	14.83338
7.579168	309.6615	14.81767
7.587500	309.9962	14.80206
7.595834	310.3312	14.78652
7.604166	310.6673	14.77111
7.612500	310.9980	14.75579
7.620834	311.3340	14.74056
7.629166	311.6690	14.72541
7.637500	312.0016	14.71037
7.645834	312.3360	14.69541
7.654166	312.6704	14.68051
7.662500	313.0024	14.66571
