"Time (min)"	"Temperature (°C)"	"Weight (mg)"
7.620834	167.7570	20.04286
7.629166	167.9271	20.04154
7.637500	168.0927	20.04018
7.645834	168.2622	20.03887
7.654166	168.4286	20.03762
7.662500	168.5969	20.03631
7.670832	168.7621	20.03498
7.679168	168.9309	20.03367
7.687500	169.0970	20.03234
7.695832	169.2674	20.03104
7.704168	169.4330	20.02975
7.712500	169.5989	20.02846
7.720834	169.7693	20.02724
7.729166	169.9347	20.02594
7.737500	170.1003	20.02460
7.745834	170.2696	20.02326
7.754166	170.4349	20.02189
7.762500	170.6070	20.02051
7.770834	170.7726	20.01912
7.779166	170.9406	20.01776
7.787500	171.1099	20.01648
7.795832	171.2785	20.01513
7.804168	171.4454	20.01375
7.812500	171.6121	20.01239
7.820832	171.7816	20.01102
7.829168	171.9477	20.00964
7.837500	172.1142	20.00836
7.845834	172.2842	20.00712
7.854166	172.4525	20.00590
7.862500	172.6195	20.00461
7.870834	172.7881	20.00324
7.879166	172.9574	20.00194
7.887500	173.1244	20.00065
7.895834	173.2903	19.99934
7.904166	173.4598	19.99803
7.912500	173.6252	19.99674
7.920832	173.7938	19.99541
7.929168	173.9603	19.99403
7.937500	174.1314	19.99264
7.945832	174.2992	19.99125
7.954168	174.4675	19.98981
7.962500	174.6323	19.98836
7.970834	174.8012	19.98694
7.979166	174.9720	19.98557
7.987500	175.1390	19.98423
7.995834	175.3060	19.98288
8.004166	175.4744	19.98154
8.012500	175.6414	19.98017
8.020832	175.8078	19.97878
8.029166	175.9768	19.97743
8.037500	176.1466	19.97616
8.045834	176.3131	19.97490
8.054168	176.4809	19.97364
8.062500	176.6473	19.97230
8.070832	176.8164	19.97092
8.079166	176.9949	19.96952
8.087500	177.1646	19.96806
8.095834	177.3347	19.96663
8.104168	177.4990	19.96530
8.112500	177.6666	19.96396
8.120834	177.8341	19.96259
8.129166	178.0045	19.96117
8.137500	178.1714	19.95974
8.145832	178.3288	19.95838
8.154166	178.4972	19.95704
8.162500	178.6637	19.95574
8.170834	178.8311	19.95447
8.179168	179.0009	19.95322
8.187500	179.1706	19.95193
8.195832	179.3385	19.95059
8.204166	179.5065	19.94926
8.212500	179.6744	19.94794
8.220834	179.8402	19.94660
8.229168	180.0102	19.94523
8.237500	180.1811	19.94387
8.245834	180.3484	19.94250
8.254166	180.5160	19.94112
8.262500	180.6847	19.93975
8.270832	180.8506	19.93834
8.279166	181.0216	19.93692
8.287500	181.1881	19.93554
8.295834	181.3578	19.93420
8.304168	181.5255	19.93289
8.312500	181.6914	19.93156
8.320832	181.8613	19.93021
8.329166	182.0315	19.92887
8.337500	182.1980	19.92753
8.345834	182.3687	19.92616
8.354168	182.5328	19.92476
8.362500	182.7036	19.92339
8.370834	182.8708	19.92198
8.379166	183.0402	19.92059
8.387500	183.2061	19.91920
8.395832	183.3749	19.91771
8.404166	183.5443	19.91621
8.412500	183.7131	19.91476
8.420834	183.8800	19.91331
8.429168	184.0502	19.91190
8.437500	184.2216	19.91054
8.445832	184.3849	19.90918
8.454166	184.5566	19.90784
8.462500	184.7245	19.90645
8.470834	184.8910	19.90502
8.479168	185.0624	19.90366
8.487500	185.2280	19.90235
8.495834	185.3959	19.90101
8.504166	185.5660	19.89966
8.512500	185.7348	19.89828
8.520832	185.9019	19.89690
8.529166	186.0688	19.89551
8.537500	186.2372	19.89410
8.545834	186.4055	19.89271
8.554168	186.5764	19.89136
8.562500	186.7409	19.89004
8.570832	186.9086	19.88867
8.579166	187.0788	19.88730
8.587500	187.2484	19.88591
8.595834	187.4209	19.88454
8.604168	187.5848	19.88314
8.612500	187.7549	19.88171
8.620834	187.9234	19.88030
8.629166	188.0928	19.87888
8.637500	188.2596	19.87748
8.645832	188.4276	19.87609
8.654166	188.5985	19.87468
8.662500	188.7759	19.87324
8.670834	188.9321	19.87180
8.679168	189.1024	19.87032
8.687500	189.2678	19.86882
8.695832	189.4415	19.86737
8.704166	189.6083	19.86598
8.712500	189.7749	19.86459
8.720834	189.9435	19.86310
8.729168	190.1134	19.86155
8.737500	190.2796	19.86004
8.745834	190.4507	19.85857
8.754166	190.6189	19.85714
8.762500	190.7872	19.85574
8.770832	190.9585	19.85437
8.779166	191.1276	19.85298
8.787500	191.2939	19.85154
8.795834	191.4628	19.85011
8.804168	191.6333	19.84875
8.812500	191.7981	19.84742
8.820832	191.9668	19.84609
8.829166	192.1369	19.84476
8.837500	192.3060	19.84339
8.845834	192.4728	19.84200
8.854168	192.6421	19.84065
8.862500	192.8124	19.83926
8.870834	192.9791	19.83784
8.879166	193.1506	19.83638
8.887500	193.3216	19.83492
8.895832	193.4873	19.83349
8.904166	193.6584	19.83201
8.912500	193.8287	19.83052
8.920834	193.9956	19.82905
8.929168	194.1637	19.82756
8.937500	194.3356	19.82608
8.945832	194.5067	19.82465
8.954166	194.6716	19.82319
8.962500	194.8418	19.82172
8.970834	195.0127	19.82026
8.979168	195.1825	19.81884
8.987500	195.3502	19.81744
8.995834	195.5192	19.81603
9.004166	195.6873	19.81461
9.012500	195.8588	19.81320
9.020832	196.0267	19.81172
9.029166	196.1992	19.81021
9.037500	196.3678	19.80879
9.045834	196.5321	19.80739
9.054168	196.7023	19.80597
9.062500	196.8727	19.80449
9.070832	197.0428	19.80298
9.079166	197.2202	19.80149
9.087500	197.3900	19.80002
9.095834	197.5505	19.79854
9.104168	197.7188	19.79710
9.112500	197.8867	19.79568
9.120834	198.0570	19.79419
9.129166	198.2271	19.79267
9.137500	198.3960	19.79116
9.145832	198.5656	19.78966
9.154166	198.7351	19.78814
9.162500	198.9024	19.78662
9.170834	199.0739	19.78511
9.179168	199.2424	19.78363
9.187500	199.4114	19.78213
9.195832	199.5815	19.78060
9.204166	199.7507	19.77906
9.212500	199.9205	19.77756
9.220834	200.0890	19.77608
9.229168	200.2579	19.77458
9.237500	200.4267	19.77311
9.245834	200.5955	19.77162
9.254166	200.7689	19.77006
9.262500	200.9377	19.76852
9.270832	201.1066	19.76696
9.279166	201.2755	19.76541
9.287500	201.4454	19.76392
9.295834	201.6142	19.76240
9.304168	201.7859	19.76088
9.312500	201.9546	19.75935
9.320832	202.1241	19.75781
9.329166	202.2954	19.75626
9.337500	202.4624	19.75472
9.345834	202.6320	19.75314
9.354168	202.7997	19.75160
9.362500	202.9722	19.75009
9.370834	203.1420	19.74854
9.379166	203.3091	19.74700
9.387500	203.4825	19.74543
9.395832	203.6504	19.74384
9.404166	203.8194	19.74227
9.412500	203.9895	19.74072
9.420834	204.1580	19.73920
9.429168	204.3299	19.73770
9.437500	204.4991	19.73618
9.445832	204.6690	19.73463
9.454166	204.8352	19.73305
9.462500	205.0073	19.73145
9.470834	205.1775	19.72984
9.479168	205.3445	19.72825
9.487500	205.5191	19.72664
9.495834	205.6878	19.72503
9.504166	205.8582	19.72339
9.512500	206.0254	19.72170
9.520832	206.1971	19.71998
9.529166	206.3654	19.71827
9.537500	206.5361	19.71656
9.545834	206.7073	19.71488
9.554168	206.8738	19.71325
9.562500	207.0453	19.71160
9.570832	207.2160	19.70996
9.579166	207.3864	19.70827
9.587500	207.5562	19.70658
9.595834	207.7244	19.70495
9.604168	207.8988	19.70336
9.612500	208.0741	19.70176
9.620834	208.2476	19.70017
9.629166	208.4190	19.69857
9.637500	208.5819	19.69689
9.645832	208.7442	19.69522
9.654166	208.9156	19.69357
9.662500	209.0864	19.69194
9.670834	209.2519	19.69030
9.679168	209.4236	19.68860
9.687500	209.5959	19.68687
9.695832	209.7629	19.68513
9.704166	209.9358	19.68337
9.712500	210.1045	19.68161
9.720834	210.2757	19.67988
9.729168	210.4467	19.67817
9.737500	210.6118	19.67638
9.745834	210.7870	19.67460
9.754166	210.9573	19.67285
9.762500	211.1266	19.67111
9.770832	211.2953	19.66930
9.779166	211.4664	19.66746
9.787500	211.6380	19.66565
9.795834	211.8051	19.66381
9.804168	211.9772	19.66201
9.812500	212.1476	19.66024
9.820832	212.3174	19.65848
9.829166	212.4866	19.65669
9.837500	212.6573	19.65486
9.845834	212.8304	19.65302
9.854168	213.0053	19.65125
9.862500	213.1661	19.64947
9.870834	213.3375	19.64766
9.879166	213.5096	19.64585
9.887500	213.6787	19.64404
9.895832	213.8590	19.64214
9.904166	214.0190	19.64016
9.912500	214.1903	19.63813
9.920834	214.3591	19.63614
9.929168	214.5284	19.63415
9.937500	214.6992	19.63220
9.945832	214.8713	19.63029
9.954166	215.0404	19.62838
9.962500	215.2102	19.62644
9.970834	215.3806	19.62437
9.979168	215.5558	19.62232
9.987500	215.7202	19.62040
9.995834	215.8916	19.61853
10.00417	216.0633	19.61662
10.01250	216.2330	19.61469
10.02083	216.4050	19.61271
10.02917	216.5754	19.61066
10.03750	216.7474	19.60860
10.04583	216.9175	19.60651
10.05417	217.0884	19.60440
10.06250	217.2558	19.60233
10.07083	217.4288	19.60026
10.07917	217.5990	19.59818
10.08750	217.7684	19.59609
10.09583	217.9412	19.59400
10.10417	218.1117	19.59184
10.11250	218.2840	19.58965
10.12083	218.4516	19.58745
10.12917	218.6212	19.58532
10.13750	218.7946	19.58324
10.14583	218.9628	19.58108
10.15417	219.1348	19.57887
10.16250	219.3100	19.57663
10.17083	219.4752	19.57430
10.17917	219.6485	19.57195
10.18750	219.8156	19.56964
10.19583	219.9880	19.56734
10.20417	220.1610	19.56502
10.21250	220.3291	19.56266
10.22083	220.5030	19.56028
10.22917	220.6733	19.55788
10.23750	220.8446	19.55542
10.24583	221.0144	19.55294
10.25417	221.1865	19.55047
10.26250	221.3585	19.54796
10.27083	221.5277	19.54534
10.27917	221.6984	19.54269
10.28750	221.8710	19.54009
10.29583	222.0404	19.53744
10.30417	222.2132	19.53468
10.31250	222.3828	19.53188
10.32083	222.5523	19.52907
10.32917	222.7261	19.52623
10.33750	222.8974	19.52338
10.34583	223.0674	19.52052
10.35417	223.2379	19.51768
10.36250	223.4088	19.51479
10.37083	223.5811	19.51175
10.37917	223.7544	19.50868
10.38750	223.9346	19.50567
10.39583	224.1020	19.50263
10.40417	224.2718	19.49951
10.41250	224.4381	19.49636
10.42083	224.6084	19.49316
10.42917	224.7768	19.48992
10.43750	224.9545	19.48664
10.44583	225.1211	19.48338
10.45417	225.2917	19.48008
10.46250	225.4635	19.47667
10.47083	225.6320	19.47318
10.47917	225.8052	19.46967
10.48750	225.9767	19.46613
10.49584	226.1496	19.46252
10.50416	226.3175	19.45888
10.51250	226.4918	19.45517
10.52083	226.6633	19.45144
10.52916	226.8326	19.44764
10.53750	227.0037	19.44378
10.54584	227.1749	19.43990
10.55417	227.3484	19.43604
10.56250	227.5144	19.43209
10.57083	227.6901	19.42809
10.57916	227.8598	19.42406
10.58750	228.0296	19.41994
10.59584	228.2022	19.41580
10.60417	228.3773	19.41162
10.61250	228.5478	19.40738
10.62084	228.7164	19.40312
10.62916	228.8880	19.39888
10.63750	229.0602	19.39456
10.64583	229.2316	19.39019
10.65416	229.3999	19.38579
10.66250	229.5725	19.38134
10.67084	229.7472	19.37684
10.67917	229.9146	19.37227
10.68750	230.0868	19.36763
10.69583	230.2614	19.36295
10.70416	230.4304	19.35822
10.71250	230.5989	19.35342
10.72084	230.7716	19.34858
10.72917	230.9423	19.34369
10.73750	231.1131	19.33872
10.74584	231.2864	19.33374
10.75416	231.4538	19.32873
10.76250	231.6270	19.32369
10.77083	231.7996	19.31860
10.77916	231.9703	19.31348
10.78750	232.1389	19.30830
10.79584	232.3117	19.30304
10.80417	232.4831	19.29773
10.81250	232.6530	19.29236
10.82083	232.8239	19.28694
10.82916	232.9959	19.28149
10.83750	233.1656	19.27601
10.84584	233.3391	19.27048
10.85417	233.5097	19.26490
10.86250	233.6798	19.25926
10.87084	233.8496	19.25362
10.87916	234.0223	19.24793
10.88750	234.1921	19.24220
10.89583	234.3637	19.23644
10.90416	234.5328	19.23065
10.91250	234.7056	19.22478
10.92084	234.8770	19.21885
10.92917	235.0485	19.21287
10.93750	235.2214	19.20682
10.94583	235.3890	19.20072
10.95416	235.5610	19.19454
10.96250	235.7317	19.18834
10.97084	235.9048	19.18206
10.97917	236.0740	19.17574
10.98750	236.2434	19.16938
10.99584	236.4166	19.16296
11.00416	236.5885	19.15643
11.01250	236.7551	19.14984
11.02083	236.9276	19.14328
11.02916	237.1005	19.13668
11.03750	237.2708	19.13002
11.04584	237.4398	19.12330
11.05417	237.6112	19.11650
11.06250	237.7837	19.10966
11.07083	237.9522	19.10276
11.07916	238.1256	19.09587
11.08750	238.2966	19.08895
11.09584	238.4662	19.08197
11.10417	238.6376	19.07486
11.11250	238.8097	19.06770
11.12084	238.9792	19.06049
11.12916	239.1513	19.05324
11.13750	239.3215	19.04595
11.14583	239.4927	19.03859
11.15416	239.6635	19.03114
11.16250	239.8304	19.02363
11.17084	240.0048	19.01605
11.17917	240.1763	19.00845
11.18750	240.3482	19.00080
11.19583	240.5186	18.99301
11.20416	240.6896	18.98517
11.21250	240.8606	18.97732
11.22084	241.0314	18.96942
11.22917	241.2018	18.96141
11.23750	241.3744	18.95335
11.24584	241.5458	18.94529
11.25416	241.7164	18.93718
11.26250	241.8880	18.92900
11.27083	242.0614	18.92080
11.27916	242.2304	18.91261
11.28750	242.4022	18.90433
11.29584	242.5720	18.89590
11.30417	242.7427	18.88748
11.31250	242.9154	18.87906
11.32083	243.0852	18.87056
11.32916	243.2549	18.86198
11.33750	243.4281	18.85334
11.34584	243.5984	18.84464
11.35417	243.7720	18.83584
11.36250	243.9463	18.82697
11.37084	244.1152	18.81807
11.37916	244.2840	18.80914
11.38750	244.4555	18.80014
11.39583	244.6286	18.79110
11.40416	244.7988	18.78200
11.41250	244.9700	18.77284
11.42084	245.1413	18.76360
11.42917	245.3145	18.75433
11.43750	245.4823	18.74500
11.44583	245.6561	18.73565
11.45416	245.8260	18.72626
11.46250	245.9984	18.71678
11.47084	246.1706	18.70723
11.47917	246.3432	18.69758
11.48750	246.5125	18.68783
11.49584	246.6840	18.67803
11.50416	246.8534	18.66820
11.51250	247.0266	18.65833
11.52083	247.1978	18.64842
11.52916	247.3680	18.63846
11.53750	247.5429	18.62848
11.54584	247.7111	18.61844
11.55417	247.8814	18.60834
11.56250	248.0549	18.59823
11.57083	248.2245	18.58811
11.57916	248.4004	18.57794
11.58750	248.5723	18.56769
11.59584	248.7421	18.55736
11.60417	248.9136	18.54701
11.61250	249.0852	18.53656
11.62084	249.2566	18.52604
11.62916	249.4283	18.51550
11.63750	249.5985	18.50491
11.64583	249.7686	18.49428
11.65416	249.9461	18.48361
11.66250	250.1150	18.47286
11.67084	250.2874	18.46208
11.67917	250.4565	18.45127
11.68750	250.6312	18.44041
11.69583	250.8022	18.42953
11.70416	250.9736	18.41860
11.71250	251.1459	18.40759
11.72084	251.3164	18.39657
11.72917	251.4884	18.38548
11.73750	251.6608	18.37435
11.74584	251.8304	18.36320
11.75416	252.0031	18.35201
11.76250	252.1756	18.34076
11.77083	252.3488	18.32945
11.77916	252.5188	18.31812
11.78750	252.6925	18.30678
11.79584	252.8637	18.29538
11.80417	253.0364	18.28391
11.81250	253.2038	18.27241
11.82083	253.3784	18.26089
11.82916	253.5494	18.24934
11.83750	253.7213	18.23775
11.84584	253.8933	18.22609
11.85417	254.0658	18.21442
11.86250	254.2348	18.20268
11.87084	254.4090	18.19086
11.87916	254.5833	18.17909
11.88750	254.7621	18.16732
11.89583	254.9358	18.15553
11.90416	255.1065	18.14368
11.91250	255.2776	18.13177
11.92084	255.4514	18.11984
11.92917	255.6201	18.10791
11.93750	255.7933	18.09594
11.94583	255.9654	18.08395
11.95416	256.1316	18.07196
11.96250	256.3006	18.05994
11.97084	256.4708	18.04781
11.97917	256.6428	18.03566
11.98750	256.8153	18.02353
11.99584	256.9858	18.01142
12.00416	257.1602	17.99930
12.01250	257.3314	17.98712
12.02083	257.5017	17.97490
12.02916	257.6739	17.96273
12.03750	257.8450	17.95049
12.04584	258.0188	17.93819
12.05417	258.1908	17.92593
12.06250	258.3616	17.91364
12.07083	258.5336	17.90133
12.07916	258.7031	17.88900
12.08750	258.8774	17.87664
12.09584	259.0492	17.86427
12.10417	259.2200	17.85191
12.11250	259.3925	17.83952
12.12084	259.5623	17.82712
12.12916	259.7330	17.81471
12.13750	259.9088	17.80228
12.14583	260.0774	17.78986
12.15416	260.2466	17.77741
12.16250	260.4212	17.76496
12.17084	260.5929	17.75250
12.17917	260.7647	17.74006
12.18750	260.9387	17.72762
12.19583	261.1074	17.71515
12.20416	261.2785	17.70268
12.21250	261.4515	17.69023
12.22084	261.6197	17.67778
12.22917	261.7957	17.66532
12.23750	261.9670	17.65283
12.24584	262.1375	17.64033
12.25416	262.3088	17.62785
12.26250	262.4794	17.61535
12.27083	262.6516	17.60284
12.27916	262.8204	17.59032
12.28750	262.9938	17.57779
12.29584	263.1640	17.56528
12.30417	263.3352	17.55280
12.31250	263.5055	17.54028
12.32083	263.6818	17.52778
12.32916	263.8570	17.51530
12.33750	264.0270	17.50279
12.34584	264.1969	17.49030
12.35417	264.3699	17.47780
12.36250	264.5402	17.46526
12.37084	264.7087	17.45281
12.37916	264.8806	17.44032
12.38750	265.0533	17.42782
12.39583	265.2236	17.41538
12.40416	265.3925	17.40295
12.41250	265.5656	17.39049
12.42084	265.7354	17.37805
12.42917	265.9048	17.36565
12.43750	266.0684	17.35328
12.44583	266.2357	17.34097
12.45416	266.4095	17.32859
12.46250	266.5799	17.31624
12.47084	266.7509	17.30390
12.47917	266.9186	17.29155
12.48750	267.0905	17.27919
12.49584	267.2602	17.26688
12.50416	267.4308	17.25460
12.51250	267.5996	17.24226
12.52083	267.7717	17.22991
12.52916	267.9410	17.21759
12.53750	268.1100	17.20532
12.54584	268.2850	17.19307
12.55417	268.4524	17.18080
12.56250	268.6222	17.16858
12.57083	268.7936	17.15635
12.57916	268.9628	17.14411
12.58750	269.1388	17.13188
12.59584	269.3027	17.11973
12.60417	269.4727	17.10758
12.61250	269.6422	17.09543
12.62084	269.8110	17.08330
12.62916	269.9812	17.07116
12.63750	270.1497	17.05903
12.64583	270.3212	17.04693
12.65416	270.4896	17.03483
12.66250	270.6597	17.02278
12.67084	270.8272	17.01075
12.67917	270.9985	16.99871
12.68750	271.1690	16.98673
12.69583	271.3397	16.97477
12.70416	271.5091	16.96281
12.71250	271.6742	16.95088
12.72084	271.8478	16.93899
12.72917	272.0147	16.92711
12.73750	272.1858	16.91525
12.74584	272.3520	16.90338
12.75416	272.5199	16.89155
12.76250	272.6902	16.87972
12.77083	272.8609	16.86792
12.77916	273.0293	16.85614
12.78750	273.1982	16.84437
12.79584	273.3664	16.83262
12.80417	273.5366	16.82089
12.81250	273.7054	16.80918
12.82083	273.8762	16.79748
12.82916	274.0440	16.78579
12.83750	274.2110	16.77412
12.84584	274.3810	16.76248
12.85417	274.5522	16.75080
12.86250	274.7206	16.73916
12.87083	274.8882	16.72759
12.87917	275.0570	16.71606
12.88750	275.2244	16.70456
12.89583	275.3942	16.69306
12.90416	275.5635	16.68160
12.91250	275.7312	16.67019
12.92084	275.9028	16.65878
12.92917	276.0742	16.64739
12.93750	276.2390	16.63609
12.94583	276.4064	16.62474
12.95416	276.5744	16.61340
12.96250	276.7510	16.60208
12.97084	276.9181	16.59076
12.97917	277.0810	16.57948
12.98750	277.2452	16.56822
12.99583	277.4149	16.55700
13.00417	277.5831	16.54580
13.01250	277.7497	16.53461
13.02083	277.9204	16.52341
13.02916	278.0884	16.51230
13.03750	278.2558	16.50124
13.04584	278.4250	16.49019
13.05417	278.5916	16.47917
13.06250	278.7586	16.46818
13.07083	278.9287	16.45720
13.07916	279.0935	16.44624
13.08750	279.2628	16.43533
13.09584	279.4319	16.42444
13.10417	279.5978	16.41359
13.11250	279.7656	16.40274
13.12083	279.9341	16.39188
13.12917	280.1023	16.38107
13.13750	280.2716	16.37029
13.14583	280.4375	16.35951
13.15416	280.6046	16.34878
13.16250	280.7718	16.33812
13.17084	280.9405	16.32744
13.17917	281.1179	16.31675
13.18750	281.2848	16.30604
13.19583	281.4549	16.29541
13.20416	281.6208	16.28480
13.21250	281.7889	16.27424
13.22084	281.9572	16.26369
13.22917	282.1186	16.25318
13.23750	282.2826	16.24271
13.24583	282.4493	16.23224
13.25417	282.6144	16.22178
13.26250	282.7815	16.21139
13.27083	282.9496	16.20108
13.27916	283.1141	16.19076
13.28750	283.2847	16.18046
13.29584	283.4494	16.17012
13.30417	283.6176	16.15985
13.31250	283.7859	16.14958
13.32083	283.9518	16.13935
13.32916	284.1199	16.12916
13.33750	284.2876	16.11902
13.34584	284.4580	16.10890
13.35417	284.6301	16.09879
13.36250	284.7880	16.08869
13.37083	284.9550	16.07859
13.37917	285.1217	16.06855
13.38750	285.2877	16.05853
13.39583	285.4568	16.04855
13.40416	285.6243	16.03858
13.41250	285.7917	16.02863
13.42084	285.9569	16.01872
13.42917	286.1263	16.00886
13.43750	286.2920	15.99901
13.44583	286.4596	15.98919
13.45416	286.6240	15.97942
13.46250	286.7919	15.96968
13.47084	286.9611	15.95994
13.47917	287.1263	15.95020
13.48750	287.2941	15.94051
13.49583	287.4587	15.93082
13.50417	287.6260	15.92116
13.51250	287.7922	15.91152
13.52083	287.9577	15.90193
13.52916	288.1274	15.89236
13.53750	288.2909	15.88282
13.54584	288.4588	15.87330
13.55417	288.6260	15.86382
13.56250	288.7945	15.85436
13.57083	288.9577	15.84493
13.57916	289.1238	15.83556
13.58750	289.2914	15.82620
13.59584	289.4583	15.81686
13.60417	289.6256	15.80752
13.61250	289.7912	15.79822
13.62083	289.9547	15.78897
13.62917	290.1263	15.77972
13.63750	290.2874	15.77049
13.64583	290.4591	15.76132
13.65416	290.6232	15.75216
13.66250	290.7893	15.74299
13.67084	290.9545	15.73385
13.67917	291.1230	15.72474
13.68750	291.2883	15.71565
13.69583	291.4557	15.70662
13.70416	291.6224	15.69761
13.71250	291.7890	15.68861
13.72084	291.9538	15.67966
13.72917	292.1306	15.67071
13.73750	292.2944	15.66181
13.74583	292.4559	15.65298
13.75417	292.6189	15.64418
13.76250	292.7852	15.63541
13.77083	292.9502	15.62666
13.77916	293.1135	15.61790
13.78750	293.2850	15.60918
13.79584	293.4493	15.60051
13.80417	293.6190	15.59185
13.81250	293.7838	15.58319
13.82083	293.9495	15.57457
13.82916	294.1140	15.56594
13.83750	294.2825	15.55733
13.84584	294.4470	15.54876
13.85417	294.6118	15.54024
13.86250	294.7806	15.53175
13.87083	294.9450	15.52325
13.87917	295.1118	15.51478
13.88750	295.2786	15.50632
13.89583	295.4530	15.49793
13.90416	295.6211	15.48954
13.91250	295.7865	15.48118
13.92084	295.9522	15.47282
13.92917	296.1138	15.46448
13.93750	296.2746	15.45615
13.94583	296.4431	15.44787
13.95416	296.6063	15.43963
13.96250	296.7740	15.43142
13.97084	296.9409	15.42321
13.97917	297.1050	15.41501
13.98750	297.2735	15.40687
13.99583	297.4483	15.39880
14.00417	297.6130	15.39079
14.01250	297.7787	15.38278
14.02083	297.9424	15.37478
14.02916	298.1128	15.36679
14.03750	298.2773	15.35882
14.04584	298.4330	15.35088
14.05417	298.6002	15.34302
14.06250	298.7654	15.33517
14.07083	298.9314	15.32730
14.07916	299.0989	15.31941
14.08750	299.2642	15.31151
14.09584	299.4306	15.30364
14.10417	299.5972	15.29582
14.11250	299.7615	15.28804
14.12083	299.9290	15.28026
14.12917	300.0948	15.27249
14.13750	300.2620	15.26474
14.14583	300.4286	15.25701
14.15416	300.5947	15.24930
14.16250	300.7610	15.24161
14.17084	300.9278	15.23399
14.17917	301.0936	15.22634
14.18750	301.2604	15.21871
14.19583	301.4247	15.21112
14.20416	301.5898	15.20356
14.21250	301.7561	15.19601
14.22084	301.9213	15.18848
14.22917	302.0876	15.18097
14.23750	302.2538	15.17347
14.24583	302.4200	15.16598
14.25417	302.5879	15.15849
14.26250	302.7524	15.15108
14.27083	302.9205	15.14372
14.27916	303.0924	15.13635
14.28750	303.2603	15.12898
14.29584	303.4263	15.12164
14.30417	303.5888	15.11431
14.31250	303.7540	15.10698
14.32083	303.9189	15.09969
14.32916	304.0870	15.09245
14.33750	304.2512	15.08522
14.34584	304.4176	15.07797
14.35417	304.5850	15.07071
14.36250	304.7501	15.06348
14.37083	304.9162	15.05626
14.37917	305.0834	15.04903
14.38750	305.2488	15.04185
14.39583	305.4150	15.03468
14.40416	305.5822	15.02751
14.41250	305.7510	15.02033
14.42084	305.9146	15.01318
14.42917	306.0818	15.00610
14.43750	306.2478	14.99904
14.44583	306.4140	14.99195
14.45416	306.5794	14.98489
14.46250	306.7473	14.97789
14.47084	306.9170	14.97087
14.47917	307.0893	14.96389
14.48750	307.2527	14.95696
14.49583	307.4230	14.95004
14.50417	307.5855	14.94310
14.51250	307.7449	14.93614
14.52083	307.9080	14.92916
14.52916	308.0760	14.92223
14.53750	308.2440	14.91536
14.54584	308.4114	14.90849
14.55417	308.5763	14.90160
14.56250	308.7430	14.89472
14.57083	308.9104	14.88783
14.57916	309.0740	14.88098
14.58750	309.2422	14.87413
14.59584	309.4067	14.86728
14.60417	309.5752	14.86045
14.61250	309.7417	14.85365
14.62083	309.9088	14.84681
14.62917	310.0735	14.83997
14.63750	310.2424	14.83317
14.64583	310.4080	14.82640
14.65416	310.5760	14.81961
14.66250	310.7399	14.81280
14.67084	310.9063	14.80601
14.67917	311.0751	14.79929
14.68750	311.2369	14.79256
14.69583	311.4055	14.78581
14.70416	311.5798	14.77907
14.71250	311.7467	14.77236
14.72084	311.9152	14.76565
14.72917	312.0790	14.75894
14.73750	312.2460	14.75221
14.74583	312.4100	14.74550
14.75417	312.5721	14.73882
14.76250	312.7378	14.73211
14.77083	312.9058	14.72542
14.77916	313.0726	14.71879
14.78750	313.2359	14.71212
14.79584	313.4027	14.70549
14.80417	313.5708	14.69886
14.81250	313.7412	14.69219
14.82083	313.9074	14.68556
14.82916	314.0726	14.67895
14.83750	314.2394	14.67232
14.84584	314.4065	14.66568
14.85417	314.5713	14.65905
14.86250	314.7387	14.65239
14.87083	314.9062	14.64576
14.87917	315.0716	14.63911
14.88750	315.2398	14.63245
14.89583	315.4076	14.62580
14.90416	315.5701	14.61918
14.91250	315.7434	14.61253
14.92084	315.9078	14.60591
14.92917	316.0720	14.59929
14.93750	316.2382	14.59266
14.94583	316.4100	14.58604
14.95416	316.5803	14.57942
14.96250	316.7377	14.57280
14.97084	316.9072	14.56618
14.97917	317.0724	14.55958
14.98750	317.2393	14.55291
14.99583	317.4052	14.54628
15.00417	317.5728	14.53961
15.01250	317.7385	14.53292
15.02083	317.9067	14.52628
15.02916	318.0752	14.51963
15.03750	318.2410	14.51294
15.04584	318.4082	14.50624
15.05417	318.5734	14.49960
15.06250	318.7414	14.49297
15.07083	318.9072	14.48635
15.07916	319.0744	14.47971
15.08750	319.2420	14.47306
15.09584	319.4081	14.46641
15.10417	319.5750	14.45975
15.11250	319.7418	14.45306
15.12083	319.9088	14.44638
15.12917	320.0767	14.43972
15.13750	320.2435	14.43303
15.14583	320.4100	14.42633
15.15416	320.5768	14.41964
15.16250	320.7422	14.41292
15.17084	320.9114	14.40622
15.17917	321.0770	14.39952
15.18750	321.2440	14.39280
15.19583	321.4116	14.38608
15.20416	321.5800	14.37936
15.21250	321.7460	14.37260
15.22084	321.9124	14.36577
15.22917	322.0784	14.35896
15.23750	322.2466	14.35214
15.24583	322.4118	14.34534
15.25417	322.5786	14.33853
15.26250	322.7486	14.33168
15.27083	322.9148	14.32479
15.27916	323.0825	14.31790
15.28750	323.2524	14.31104
15.29584	323.4188	14.30418
15.30417	323.5869	14.29732
15.31250	323.7536	14.29046
15.32083	323.9194	14.28357
15.32916	324.0852	14.27666
15.33750	324.2545	14.26972
15.34584	324.4263	14.26278
15.35417	324.5888	14.25587
15.36250	324.7540	14.24894
15.37083	324.9213	14.24194
